Instrument Name,A00618
Date,2024-01-19_16-05-47
Surface,Top
FTM LaserMode,CW
FTM Laser Operating Power (mW),0.500
FTM Laser Pulse Duration (us),NA
FTM Exposure Time (us),250.000
FTM Laser Energy (mJ),0.000
Green Laser Power (mW),600
Red Laser Power (mW),500
Imaging Mode,TDI
TDI Exposure (ms),NA
Scan Velocity (mm/s),12.000

[FocusModel Input Green]
Z Position [um],Valid,Spot Separation,Brenner Score,Within Peak,Left Spot Centroid,Left Spot Peak Intensity,Left Spot Pct Saturation,Right Spot Centroid,Right Spot Peak Intensity,Right Spot Pct Saturation
401.032, True, 1455.744, 23.904,FALSE,243.59130859375,80,0,1699.33544921875,112,0
401.220, True, 1452.566, 29.103,FALSE,245.29296875,80,0,1697.85864257813,112,0
401.390, True, 1449.539, 37.118,FALSE,246.901611328125,80,0,1696.44067382813,112,0
401.615, True, 1445.728, 46.366,TRUE,248.939697265625,81,0,1694.66748046875,113,0
401.794, True, 1442.347, 56.433,TRUE,250.72021484375,81,0,1693.0673828125,114,0
402.006, True, 1438.677, 64.606,TRUE,252.67626953125,81,0,1691.35327148438,113,0
402.225, True, 1435.166, 70.555,TRUE,254.538818359375,82,0,1689.70483398438,113,0
402.390, True, 1432.246, 74.500,TRUE,256.07470703125,83,0,1688.32055664063,113,0
402.618, True, 1428.346, 73.951,TRUE,258.11083984375,83,0,1686.45654296875,113,0
402.822, True, 1424.741, 70.787,TRUE,259.98388671875,83,0,1684.72534179688,114,0
402.996, True, 1422.079, 64.383,TRUE,261.370361328125,83,0,1683.44921875,114,0
403.224, True, 1418.204, 56.533,TRUE,263.36767578125,83,0,1681.57153320313,116,0
403.397, True, 1414.944, 47.496,FALSE,265.057373046875,83,0,1680.0009765625,116,0
403.623, True, 1410.984, 38.439,FALSE,267.1240234375,83,0,1678.10791015625,116,0
403.808, True, 1407.763, 29.141,FALSE,268.7880859375,83,0,1676.55151367188,116,0
404.009, True, 1404.435, 24.015,FALSE,270.545654296875,83,0,1674.98022460938,117,0
404.226, True, 1401.103, 19.215,FALSE,272.306640625,83,0,1673.40991210938,118,0
404.409, True, 1398.041, 15.414,FALSE,273.918212890625,84,0,1671.958984375,117,0
404.624, True, 1394.350, 12.880,FALSE,275.890869140625,83,0,1670.24047851563,118,0
404.807, True, 1391.123, 10.864,FALSE,277.5703125,82,0,1668.69311523438,118,0
405.010, True, 1387.788, 9.585,FALSE,279.33837890625,82,0,1667.12622070313,118,0
405.213, True, 1384.490, 8.585,FALSE,281.05517578125,82,0,1665.54541015625,118,0
405.376, True, 1381.691, 7.789,FALSE,282.520263671875,82,0,1664.21118164063,118,0
405.600, True, 1377.856, 7.190,FALSE,284.53857421875,82,0,1662.39453125,119,0
405.803, True, 1374.398, 6.696,FALSE,286.353515625,81,0,1660.75170898438,119,0
405.998, True, 1370.943, 6.325,FALSE,288.17822265625,82,0,1659.12109375,118,0
406.222, True, 1367.084, 6.056,FALSE,290.223388671875,82,0,1657.30737304688,119,0
406.418, True, 1363.721, 5.816,FALSE,291.95947265625,82,0,1655.68090820313,120,0
406.609, True, 1360.604, 5.601,FALSE,293.603271484375,82,0,1654.20703125,120,0
406.790, True, 1357.281, 5.453,FALSE,295.35302734375,82,0,1652.63452148438,121,0
407.011, True, 1353.464, 5.318,FALSE,297.375,82,0,1650.83935546875,121,0
407.204, True, 1350.069, 5.194,FALSE,299.16259765625,82,0,1649.23168945313,121,0
407.386, True, 1346.838, 5.102,FALSE,300.871337890625,81,0,1647.70922851563,121,0
407.610, True, 1342.734, 5.027,FALSE,303.0400390625,81,0,1645.77368164063,122,0
407.823, True, 1339.106, 4.959,FALSE,304.98974609375,81,0,1644.095703125,123,0
408.015, True, 1335.692, 4.918,FALSE,306.796630859375,81,0,1642.48828125,121,0
408.216, True, 1332.375, 4.868,FALSE,308.6181640625,82,0,1640.99291992188,123,0
408.405, True, 1329.260, 4.819,FALSE,310.267578125,80,0,1639.52734375,122,0
408.591, True, 1325.973, 4.783,FALSE,312.007080078125,80,0,1637.98022460938,122,0
408.824, True, 1322.044, 4.749,FALSE,314.103271484375,81,0,1636.14770507813,122,0
409.021, True, 1318.460, 4.718,FALSE,316.0400390625,82,0,1634.50024414063,122,0
409.229, True, 1315.091, 4.700,FALSE,317.825439453125,82,0,1632.916015625,121,0
409.398, True, 1312.411, 4.667,FALSE,319.254638671875,82,0,1631.666015625,122,0
409.613, True, 1308.698, 4.639,FALSE,321.244873046875,81,0,1629.943359375,122,0
409.808, True, 1305.141, 4.618,FALSE,323.126220703125,81,0,1628.26708984375,122,0
409.980, True, 1301.946, 4.593,FALSE,324.837158203125,81,0,1626.78295898438,123,0
410.181, True, 1298.493, 4.583,FALSE,326.727294921875,81,0,1625.21997070313,123,0
410.378, True, 1294.990, 4.561,FALSE,328.598876953125,80,0,1623.58935546875,123,0

[FocusModel Green]
Best Focus Separation,1430.356
Slope,-0.058
Offset,485.460
Best Z Position [um],402.507
Best Focus Spot Intensity,98

[FocusModel Input Red]
Z Position [um],Valid,Spot Separation,Brenner Score,Within Peak,Left Spot Centroid,Left Spot Peak Intensity,Left Spot Pct Saturation,Right Spot Centroid,Right Spot Peak Intensity,Right Spot Pct Saturation
396.416, True, 1537.469, 11.424,FALSE,199.888671875,74,0,1737.35815429688,106,0
396.583, True, 1534.196, 11.604,FALSE,201.618896484375,75,0,1735.81494140625,105,0
396.810, True, 1529.964, 11.801,FALSE,203.934326171875,75,0,1733.89794921875,108,0
397.017, True, 1526.161, 12.074,FALSE,205.96826171875,75,0,1732.12963867188,108,0
397.206, True, 1522.986, 12.415,FALSE,207.704345703125,75,0,1730.68994140625,108,0
397.427, True, 1519.270, 12.747,FALSE,209.70654296875,76,0,1728.9765625,109,0
397.605, True, 1515.994, 13.098,FALSE,211.472412109375,76,0,1727.46606445313,109,0
397.787, True, 1512.651, 13.445,FALSE,213.271484375,76,0,1725.92211914063,110,0
397.995, True, 1508.896, 14.035,FALSE,215.267578125,77,0,1724.16381835938,110,0
398.234, True, 1504.691, 14.888,FALSE,217.527587890625,78,0,1722.21850585938,110,0
398.421, True, 1501.335, 15.812,FALSE,219.287109375,78,0,1720.6220703125,109,0
398.597, True, 1498.143, 16.685,FALSE,220.989501953125,77,0,1719.13256835938,111,0
398.806, True, 1494.356, 17.789,FALSE,223.01171875,78,0,1717.3681640625,111,0
398.998, True, 1491.051, 19.218,FALSE,224.74560546875,78,0,1715.79638671875,110,0
399.193, True, 1487.648, 21.023,FALSE,226.5810546875,78,0,1714.22924804688,111,0
399.418, True, 1483.585, 23.185,FALSE,228.74609375,78,0,1712.33154296875,111,0
399.620, True, 1480.138, 25.735,FALSE,230.56640625,78,0,1710.70458984375,112,0
399.800, True, 1476.855, 28.134,FALSE,232.296630859375,78,0,1709.15185546875,112,0
400.000, True, 1473.751, 31.189,FALSE,233.976806640625,78,0,1707.72778320313,112,0
400.206, True, 1470.173, 35.512,FALSE,235.885009765625,78,0,1706.05834960938,113,0
400.394, True, 1466.739, 40.465,FALSE,237.727783203125,79,0,1704.466796875,113,0
400.598, True, 1463.135, 46.997,FALSE,239.63232421875,80,0,1702.76708984375,113,0
400.778, True, 1459.999, 55.386,FALSE,241.3369140625,79,0,1701.33569335938,113,0
401.032, True, 1455.744, 70.257,FALSE,243.59130859375,80,0,1699.33544921875,112,0
401.220, True, 1452.566, 91.967,FALSE,245.29296875,80,0,1697.85864257813,112,0
401.390, True, 1449.539, 116.030,FALSE,246.901611328125,80,0,1696.44067382813,112,0
401.615, True, 1445.728, 148.538,TRUE,248.939697265625,81,0,1694.66748046875,113,0
401.794, True, 1442.347, 180.029,TRUE,250.72021484375,81,0,1693.0673828125,114,0
402.006, True, 1438.677, 201.948,TRUE,252.67626953125,81,0,1691.35327148438,113,0
402.225, True, 1435.166, 216.862,TRUE,254.538818359375,82,0,1689.70483398438,113,0
402.390, True, 1432.246, 222.965,TRUE,256.07470703125,83,0,1688.32055664063,113,0
402.618, True, 1428.346, 216.176,TRUE,258.11083984375,83,0,1686.45654296875,113,0
402.822, True, 1424.741, 198.243,TRUE,259.98388671875,83,0,1684.72534179688,114,0
402.996, True, 1422.079, 175.729,TRUE,261.370361328125,83,0,1683.44921875,114,0
403.224, True, 1418.204, 146.178,TRUE,263.36767578125,83,0,1681.57153320313,116,0
403.397, True, 1414.944, 118.204,FALSE,265.057373046875,83,0,1680.0009765625,116,0
403.623, True, 1410.984, 88.410,FALSE,267.1240234375,83,0,1678.10791015625,116,0
403.808, True, 1407.763, 68.255,FALSE,268.7880859375,83,0,1676.55151367188,116,0
404.009, True, 1404.435, 52.798,FALSE,270.545654296875,83,0,1674.98022460938,117,0
404.226, True, 1401.103, 42.360,FALSE,272.306640625,83,0,1673.40991210938,118,0
404.409, True, 1398.041, 34.651,FALSE,273.918212890625,84,0,1671.958984375,117,0
404.624, True, 1394.350, 28.144,FALSE,275.890869140625,83,0,1670.24047851563,118,0
404.807, True, 1391.123, 23.772,FALSE,277.5703125,82,0,1668.69311523438,118,0
405.010, True, 1387.788, 20.312,FALSE,279.33837890625,82,0,1667.12622070313,118,0
405.213, True, 1384.490, 18.525,FALSE,281.05517578125,82,0,1665.54541015625,118,0
405.376, True, 1381.691, 17.251,FALSE,282.520263671875,82,0,1664.21118164063,118,0
405.600, True, 1377.856, 15.951,FALSE,284.53857421875,82,0,1662.39453125,119,0
405.803, True, 1374.398, 14.658,FALSE,286.353515625,81,0,1660.75170898438,119,0
405.998, True, 1370.943, 13.521,FALSE,288.17822265625,82,0,1659.12109375,118,0
406.222, True, 1367.084, 12.649,FALSE,290.223388671875,82,0,1657.30737304688,119,0
406.418, True, 1363.721, 12.012,FALSE,291.95947265625,82,0,1655.68090820313,120,0
406.609, True, 1360.604, 11.451,FALSE,293.603271484375,82,0,1654.20703125,120,0
406.790, True, 1357.281, 10.877,FALSE,295.35302734375,82,0,1652.63452148438,121,0
407.011, True, 1353.464, 10.356,FALSE,297.375,82,0,1650.83935546875,121,0
407.204, True, 1350.069, 9.979,FALSE,299.16259765625,82,0,1649.23168945313,121,0
407.386, True, 1346.838, 9.673,FALSE,300.871337890625,81,0,1647.70922851563,121,0
407.610, True, 1342.734, 9.394,FALSE,303.0400390625,81,0,1645.77368164063,122,0
407.823, True, 1339.106, 9.092,FALSE,304.98974609375,81,0,1644.095703125,123,0
408.015, True, 1335.692, 8.835,FALSE,306.796630859375,81,0,1642.48828125,121,0
408.216, True, 1332.375, 8.622,FALSE,308.6181640625,82,0,1640.99291992188,123,0
408.405, True, 1329.260, 8.445,FALSE,310.267578125,80,0,1639.52734375,122,0
408.591, True, 1325.973, 8.308,FALSE,312.007080078125,80,0,1637.98022460938,122,0
408.824, True, 1322.044, 8.167,FALSE,314.103271484375,81,0,1636.14770507813,122,0
409.021, True, 1318.460, 8.039,FALSE,316.0400390625,82,0,1634.50024414063,122,0
409.229, True, 1315.091, 7.953,FALSE,317.825439453125,82,0,1632.916015625,121,0
409.398, True, 1312.411, 7.859,FALSE,319.254638671875,82,0,1631.666015625,122,0
409.613, True, 1308.698, 7.775,FALSE,321.244873046875,81,0,1629.943359375,122,0
409.808, True, 1305.141, 7.676,FALSE,323.126220703125,81,0,1628.26708984375,122,0
409.980, True, 1301.946, 7.601,FALSE,324.837158203125,81,0,1626.78295898438,123,0
410.181, True, 1298.493, 7.537,FALSE,326.727294921875,81,0,1625.21997070313,123,0
410.378, True, 1294.990, 7.475,FALSE,328.598876953125,80,0,1623.58935546875,123,0

[FocusModel Red]
Best Focus Separation,1432.184
Slope,-0.058
Offset,485.460
Best Z Position [um],402.400
Best Focus Spot Intensity,98

[FocusModel Overall]
Best Focus Separation,1431.270
Slope,-0.058
Offset,485.460
Best Z Position [um],402.454
Best Focus Spot Intensity,98

Chromatism [um],0.106393428009452
