SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
7	1122	5828	5828
8	1122	6051	6051
9	1122	7940	7940
10	1122	10816	10816
11	1122	9484	9484
12	1122	7650	7650
13	1122	8060	8060
14	1122	8773	8773
15	1122	8281	8281
16	1122	10081	10081
17	1122	9266	9266
18	1122	11636	11636
0	1123	3929858	1811189
1	1123	6816	6816
2	1123	11887	11887
3	1123	10037	10037
4	1123	8744	8744
5	1123	11375	11375
6	1123	9814	9814
7	1123	5723	5723
8	1123	6125	6125
9	1123	7929	7929
10	1123	10856	10856
11	1123	9253	9253
12	1123	7559	7559
13	1123	8258	8258
14	1123	8746	8746
15	1123	8184	8184
16	1123	9940	9940
17	1123	9249	9249
18	1123	11551	11551
0	1124	3926834	1822054
1	1124	6736	6736
2	1124	12190	12190
3	1124	10226	10226
4	1124	8960	8960
5	1124	11539	11539
6	1124	9973	9973
7	1124	5743	5743
8	1124	6162	6162
9	1124	8202	8202
10	1124	10961	10961
11	1124	9527	9527
12	1124	7549	7549
13	1124	8275	8275
14	1124	9114	9114
15	1124	8438	8438
16	1124	10067	10067
17	1124	9603	9603
18	1124	11805	11805
0	1125	3926162	1835766
1	1125	6917	6917
2	1125	12187	12187
3	1125	10242	10242
4	1125	8838	8838
5	1125	11640	11640
6	1125	10038	10038
7	1125	5953	5953
8	1125	5945	5945
9	1125	8106	8106
10	1125	10989	10989
11	1125	9701	9701
12	1125	7808	7808
13	1125	8520	8520
14	1125	8861	8861
15	1125	8635	8635
16	1125	10121	10121
17	1125	9510	9510
18	1125	11731	11731
0	1126	3925093	1844182
1	1126	6902	6902
2	1126	12324	12324
3	1126	10284	10284
4	1126	8913	8913
5	1126	11765	11765
6	1126	10052	10052
7	1126	5864	5864
8	1126	6087	6087
9	1126	8206	8206
10	1126	11080	11080
11	1126	9849	9849
12	1126	7623	7623
13	1126	8451	8451
14	1126	9092	9092
15	1126	8545	8545
16	1126	10150	10150
17	1126	9630	9630
18	1126	11994	11994
0	1127	3924557	1852939
1	1127	6933	6933
2	1127	12204	12204
3	1127	10192	10192
4	1127	9032	9032
5	1127	11857	11857
6	1127	10261	10261
7	1127	5656	5656
8	1127	6186	6186
9	1127	8265	8265
10	1127	11192	11192
11	1127	9729	9729
12	1127	7818	7818
13	1127	8475	8475
14	1127	9147	9147
15	1127	8691	8691
16	1127	10248	10248
17	1127	9446	9446
18	1127	12015	12015
0	1128	3918173	1915016
1	1128	7299	7299
2	1128	12902	12902
3	1128	10800	10800
4	1128	9388	9388
5	1128	12353	12353
6	1128	10505	10505
7	1128	6297	6297
8	1128	6505	6505
9	1128	8299	8299
10	1128	11511	11511
11	1128	10227	10227
12	1128	8001	8001
13	1128	8654	8654
14	1128	9437	9437
15	1128	8821	8821
16	1128	10614	10614
17	1128	9960	9960
18	1128	12158	12158
0	1129	3922621	1876408
1	1129	6907	6907
2	1129	12647	12647
3	1129	10412	10412
4	1129	9112	9112
5	1129	11957	11957
6	1129	10465	10465
7	1129	5894	5894
8	1129	6239	6239
9	1129	8218	8218
10	1129	11370	11370
11	1129	9766	9766
12	1129	7761	7761
13	1129	8676	8676
14	1129	9227	9227
15	1129	8758	8758
16	1129	10376	10376
17	1129	9556	9556
18	1129	11942	11942
0	1130	3920508	1896042
1	1130	7006	7006
2	1130	12721	12721
3	1130	10543	10543
4	1130	9245	9245
5	1130	12073	12073
6	1130	10526	10526
7	1130	6030	6030
8	1130	6425	6425
9	1130	8404	8404
10	1130	11284	11284
11	1130	9949	9949
12	1130	7923	7923
13	1130	8526	8526
14	1130	9382	9382
15	1130	8745	8745
16	1130	10476	10476
17	1130	9969	9969
18	1130	12169	12169
0	1131	3917906	1926743
1	1131	7365	7365
2	1131	13287	13287
3	1131	10785	10785
4	1131	9440	9440
5	1131	12279	12279
6	1131	10483	10483
7	1131	6257	6257
8	1131	6267	6267
9	1131	8642	8642
10	1131	11276	11276
11	1131	10164	10164
12	1131	8103	8103
13	1131	8776	8776
14	1131	9372	9372
15	1131	8798	8798
16	1131	10571	10571
17	1131	9876	9876
18	1131	12257	12257
0	1132	3923015	1879379
1	1132	6835	6835
2	1132	12485	12485
3	1132	10308	10308
4	1132	9097	9097
5	1132	12013	12013
6	1132	10230	10230
7	1132	6007	6007
8	1132	6405	6405
9	1132	8201	8201
10	1132	11153	11153
11	1132	9835	9835
12	1132	7801	7801
13	1132	8615	8615
14	1132	9138	9138
15	1132	8871	8871
16	1132	10178	10178
17	1132	9700	9700
18	1132	12017	12017
0	1133	3919307	1914714
1	1133	7229	7229
2	1133	12977	12977
3	1133	10623	10623
4	1133	9298	9298
5	1133	12211	12211
6	1133	10429	10429
7	1133	6048	6048
8	1133	6425	6425
9	1133	8335	8335
10	1133	11452	11452
11	1133	9865	9865
12	1133	7959	7959
13	1133	8642	8642
14	1133	9459	9459
15	1133	8940	8940
16	1133	10384	10384
17	1133	9963	9963
18	1133	12358	12358
0	1134	3917838	1950732
1	1134	7138	7138
2	1134	13161	13161
3	1134	10813	10813
4	1134	9534	9534
5	1134	12478	12478
6	1134	10651	10651
7	1134	6081	6081
8	1134	6346	6346
9	1134	8352	8352
10	1134	11490	11490
11	1134	10138	10138
12	1134	8034	8034
13	1134	8602	8602
14	1134	9583	9583
15	1134	8951	8951
16	1134	10530	10530
17	1134	10002	10002
18	1134	12182	12182
0	1135	3918148	1939688
1	1135	7241	7241
2	1135	13117	13117
3	1135	10851	10851
4	1135	9472	9472
5	1135	12254	12254
6	1135	10453	10453
7	1135	6135	6135
8	1135	6422	6422
9	1135	8474	8474
10	1135	11352	11352
11	1135	10138	10138
12	1135	8048	8048
13	1135	8779	8779
14	1135	9405	9405
15	1135	8858	8858
16	1135	10620	10620
17	1135	9993	9993
18	1135	12144	12144
0	1136	3918605	1929579
1	1136	6982	6982
2	1136	13186	13186
3	1136	10730	10730
4	1136	9428	9428
5	1136	12554	12554
6	1136	10644	10644
7	1136	6241	6241
8	1136	6271	6271
9	1136	8371	8371
10	1136	11307	11307
11	1136	10040	10040
12	1136	8003	8003
13	1136	8820	8820
14	1136	9429	9429
15	1136	8832	8832
16	1136	10462	10462
17	1136	9921	9921
18	1136	12078	12078
0	1137	3922385	1902880
1	1137	6980	6980
2	1137	12650	12650
3	1137	10610	10610
4	1137	9190	9190
5	1137	12236	12236
6	1137	10140	10140
7	1137	6001	6001
8	1137	6246	6246
9	1137	8272	8272
10	1137	11064	11064
11	1137	9703	9703
12	1137	7784	7784
13	1137	8540	8540
14	1137	9238	9238
15	1137	8877	8877
16	1137	10212	10212
17	1137	9747	9747
18	1137	12029	12029
0	1138	3919124	1922662
1	1138	7194	7194
2	1138	13044	13044
3	1138	10705	10705
4	1138	9347	9347
5	1138	12208	12208
6	1138	10598	10598
7	1138	6198	6198
8	1138	6437	6437
9	1138	8568	8568
10	1138	11397	11397
11	1138	9905	9905
12	1138	8033	8033
13	1138	8531	8531
14	1138	9359	9359
15	1138	8894	8894
16	1138	10310	10310
17	1138	9821	9821
18	1138	12231	12231
0	1139	3919374	1920889
1	1139	7105	7105
2	1139	12998	12998
3	1139	10697	10697
4	1139	9369	9369
5	1139	12407	12407
6	1139	10361	10361
7	1139	6125	6125
8	1139	6427	6427
9	1139	8295	8295
10	1139	11336	11336
11	1139	10062	10062
12	1139	7871	7871
13	1139	8738	8738
14	1139	9314	9314
15	1139	8631	8631
16	1139	10709	10709
17	1139	9873	9873
18	1139	12212	12212
0	1140	3917414	1935273
1	1140	7038	7038
2	1140	13386	13386
3	1140	10911	10911
4	1140	9678	9678
5	1140	12290	12290
6	1140	10539	10539
7	1140	6076	6076
8	1140	6424	6424
9	1140	8461	8461
10	1140	11385	11385
11	1140	10331	10331
12	1140	8008	8008
13	1140	8716	8716
14	1140	9524	9524
15	1140	8873	8873
16	1140	10567	10567
17	1140	9954	9954
18	1140	12329	12329
0	1141	3918002	1914382
1	1141	7097	7097
2	1141	13163	13163
3	1141	10921	10921
4	1141	9422	9422
5	1141	12349	12349
6	1141	10653	10653
7	1141	5988	5988
8	1141	6384	6384
9	1141	8367	8367
10	1141	11435	11435
11	1141	10030	10030
12	1141	8038	8038
13	1141	8655	8655
14	1141	9782	9782
15	1141	8917	8917
16	1141	10494	10494
17	1141	9959	9959
18	1141	12248	12248
0	1142	3915663	1949528
1	1142	7153	7153
2	1142	13322	13322
3	1142	10715	10715
4	1142	9488	9488
5	1142	12734	12734
6	1142	10794	10794
7	1142	6254	6254
8	1142	6507	6507
9	1142	8525	8525
10	1142	11513	11513
11	1142	10391	10391
12	1142	8113	8113
13	1142	8849	8849
14	1142	9544	9544
15	1142	9156	9156
16	1142	10712	10712
17	1142	10113	10113
18	1142	12358	12358
0	1143	3916017	1949502
1	1143	7281	7281
2	1143	13264	13264
3	1143	10967	10967
4	1143	9536	9536
5	1143	12756	12756
6	1143	10670	10670
7	1143	6290	6290
8	1143	6674	6674
9	1143	8617	8617
10	1143	11566	11566
11	1143	10081	10081
12	1143	7981	7981
13	1143	8780	8780
14	1143	9460	9460
15	1143	8895	8895
16	1143	10701	10701
17	1143	9989	9989
18	1143	12379	12379
0	1144	3915801	1950824
1	1144	7289	7289
2	1144	13429	13429
3	1144	10974	10974
4	1144	9692	9692
5	1144	12524	12524
6	1144	10599	10599
7	1144	6180	6180
8	1144	6548	6548
9	1144	8548	8548
10	1144	11559	11559
11	1144	10158	10158
12	1144	8227	8227
13	1144	8854	8854
14	1144	9637	9637
15	1144	8841	8841
16	1144	10632	10632
17	1144	10022	10022
18	1144	12390	12390
0	1145	3918425	1912103
1	1145	7089	7089
2	1145	13248	13248
3	1145	10809	10809
4	1145	9236	9236
5	1145	12584	12584
6	1145	10554	10554
7	1145	6066	6066
8	1145	6344	6344
9	1145	8420	8420
10	1145	11495	11495
11	1145	10208	10208
12	1145	7984	7984
13	1145	8637	8637
14	1145	9371	9371
15	1145	8841	8841
16	1145	10408	10408
17	1145	9988	9988
18	1145	12197	12197
0	1146	3917873	1925093
1	1146	7050	7050
2	1146	13161	13161
3	1146	10814	10814
4	1146	9451	9451
5	1146	12277	12277
6	1146	10721	10721
7	1146	6061	6061
8	1146	6455	6455
9	1146	8477	8477
10	1146	11362	11362
11	1146	10290	10290
12	1146	7984	7984
13	1146	8739	8739
14	1146	9591	9591
15	1146	8745	8745
16	1146	10534	10534
17	1146	10028	10028
18	1146	12291	12291
0	1147	3920209	1902155
1	1147	7037	7037
2	1147	13134	13134
3	1147	10751	10751
4	1147	9248	9248
5	1147	12254	12254
6	1147	10507	10507
7	1147	5905	5905
8	1147	6414	6414
9	1147	8238	8238
10	1147	11344	11344
11	1147	10074	10074
12	1147	7941	7941
13	1147	8573	8573
14	1147	9474	9474
15	1147	8748	8748
16	1147	10441	10441
17	1147	9579	9579
18	1147	12033	12033
0	1148	3921437	1885068
1	1148	6870	6870
2	1148	12915	12915
3	1148	10586	10586
4	1148	9191	9191
5	1148	12202	12202
6	1148	10217	10217
7	1148	5971	5971
8	1148	6467	6467
9	1148	8178	8178
10	1148	11185	11185
11	1148	10008	10008
12	1148	7849	7849
13	1148	8426	8426
14	1148	9438	9438
15	1148	8640	8640
16	1148	10363	10363
17	1148	9716	9716
18	1148	12245	12245
0	1149	3921932	1892212
1	1149	6994	6994
2	1149	12603	12603
3	1149	10534	10534
4	1149	9102	9102
5	1149	12191	12191
6	1149	10189	10189
7	1149	5977	5977
8	1149	6338	6338
9	1149	8275	8275
10	1149	11309	11309
11	1149	9912	9912
12	1149	7738	7738
13	1149	8642	8642
14	1149	9292	9292
15	1149	8674	8674
16	1149	10401	10401
17	1149	9665	9665
18	1149	12136	12136
0	1150	3922646	1877535
1	1150	7006	7006
2	1150	12546	12546
3	1150	10740	10740
4	1150	9012	9012
5	1150	12177	12177
6	1150	10186	10186
7	1150	5947	5947
8	1150	6214	6214
9	1150	8416	8416
10	1150	11047	11047
11	1150	9886	9886
12	1150	7839	7839
13	1150	8438	8438
14	1150	9337	9337
15	1150	8728	8728
16	1150	10116	10116
17	1150	9735	9735
18	1150	11888	11888
0	1151	3924218	1868629
1	1151	7020	7020
2	1151	12553	12553
3	1151	10412	10412
4	1151	9036	9036
5	1151	11847	11847
6	1151	10071	10071
7	1151	5867	5867
8	1151	6141	6141
9	1151	8255	8255
10	1151	11096	11096
11	1151	9728	9728
12	1151	7902	7902
13	1151	8390	8390
14	1151	9148	9148
15	1151	8593	8593
16	1151	10129	10129
17	1151	9534	9534
18	1151	11964	11964
0	1152	3919502	1908712
1	1152	7237	7237
2	1152	12956	12956
3	1152	10675	10675
4	1152	9196	9196
5	1152	12138	12138
6	1152	10332	10332
7	1152	6085	6085
8	1152	6488	6488
9	1152	8289	8289
10	1152	11381	11381
11	1152	9989	9989
12	1152	7907	7907
13	1152	8480	8480
14	1152	9675	9675
15	1152	8940	8940
16	1152	10584	10584
17	1152	9802	9802
18	1152	12248	12248
0	1153	3924022	1863142
1	1153	6803	6803
2	1153	12647	12647
3	1153	10504	10504
4	1153	9226	9226
5	1153	11815	11815
6	1153	10286	10286
7	1153	5843	5843
8	1153	6142	6142
9	1153	8136	8136
10	1153	11028	11028
11	1153	9723	9723
12	1153	7709	7709
13	1153	8466	8466
14	1153	9192	9192
15	1153	8710	8710
16	1153	10195	10195
17	1153	9675	9675
18	1153	11782	11782
0	1154	3921391	1895235
1	1154	7049	7049
2	1154	12682	12682
3	1154	10531	10531
4	1154	9307	9307
5	1154	12093	12093
6	1154	10397	10397
7	1154	5947	5947
8	1154	6269	6269
9	1154	8216	8216
10	1154	11164	11164
11	1154	10030	10030
12	1154	7906	7906
13	1154	8562	8562
14	1154	9246	9246
15	1154	8869	8869
16	1154	10404	10404
17	1154	9793	9793
18	1154	12048	12048
0	1155	3922741	1873075
1	1155	6998	6998
2	1155	12810	12810
3	1155	10461	10461
4	1155	9144	9144
5	1155	12084	12084
6	1155	10321	10321
7	1155	5910	5910
8	1155	6212	6212
9	1155	8221	8221
10	1155	11337	11337
11	1155	9545	9545
12	1155	7749	7749
13	1155	8456	8456
14	1155	9271	9271
15	1155	8671	8671
16	1155	10330	10330
17	1155	9556	9556
18	1155	12087	12087
0	1156	3922798	1866325
1	1156	7067	7067
2	1156	12500	12500
3	1156	10611	10611
4	1156	9187	9187
5	1156	12049	12049
6	1156	10045	10045
7	1156	5951	5951
8	1156	6309	6309
9	1156	8344	8344
10	1156	11090	11090
11	1156	9763	9763
12	1156	7629	7629
13	1156	8472	8472
14	1156	9167	9167
15	1156	8763	8763
16	1156	10330	10330
17	1156	9754	9754
18	1156	12075	12075
0	1157	3923468	1864681
1	1157	6876	6876
2	1157	12551	12551
3	1157	10454	10454
4	1157	9059	9059
5	1157	11909	11909
6	1157	10269	10269
7	1157	5967	5967
8	1157	6269	6269
9	1157	8222	8222
10	1157	11080	11080
11	1157	9764	9764
12	1157	7770	7770
13	1157	8333	8333
14	1157	9328	9328
15	1157	8735	8735
16	1157	10284	10284
17	1157	9652	9652
18	1157	11914	11914
0	1158	3925967	1824248
1	1158	6808	6808
2	1158	12171	12171
3	1158	10525	10525
4	1158	8892	8892
5	1158	11768	11768
6	1158	10042	10042
7	1158	5881	5881
8	1158	6129	6129
9	1158	7993	7993
10	1158	10969	10969
11	1158	9647	9647
12	1158	7589	7589
13	1158	8307	8307
14	1158	8857	8857
15	1158	8642	8642
16	1158	10133	10133
17	1158	9517	9517
18	1158	12067	12067
0	1159	3926337	1824412
1	1159	6792	6792
2	1159	12047	12047
3	1159	10291	10291
4	1159	9028	9028
5	1159	11524	11524
6	1159	10084	10084
7	1159	5900	5900
8	1159	6096	6096
9	1159	8039	8039
10	1159	10965	10965
11	1159	9623	9623
12	1159	7675	7675
13	1159	8328	8328
14	1159	9161	9161
15	1159	8525	8525
16	1159	10052	10052
17	1159	9420	9420
18	1159	12017	12017
0	1160	3925946	1827248
1	1160	6678	6678
2	1160	12057	12057
3	1160	10408	10408
4	1160	8961	8961
5	1160	11426	11426
6	1160	10194	10194
7	1160	5750	5750
8	1160	6290	6290
9	1160	8114	8114
10	1160	11062	11062
11	1160	9617	9617
12	1160	7779	7779
13	1160	8178	8178
14	1160	9502	9502
15	1160	8726	8726
16	1160	10007	10007
17	1160	9457	9457
18	1160	11752	11752
0	1161	3925489	1831931
1	1161	6754	6754
2	1161	12036	12036
3	1161	10412	10412
4	1161	9015	9015
5	1161	11566	11566
6	1161	10208	10208
7	1161	5901	5901
8	1161	6311	6311
9	1161	8109	8109
10	1161	11041	11041
11	1161	9595	9595
12	1161	7640	7640
13	1161	8245	8245
14	1161	9326	9326
15	1161	8616	8616
16	1161	10224	10224
17	1161	9313	9313
18	1161	12103	12103
0	1162	3925110	1847047
1	1162	6939	6939
2	1162	12107	12107
3	1162	10503	10503
4	1162	9112	9112
5	1162	11923	11923
6	1162	10051	10051
7	1162	5843	5843
8	1162	6237	6237
9	1162	8259	8259
10	1162	10859	10859
11	1162	9690	9690
12	1162	7632	7632
13	1162	8454	8454
14	1162	9145	9145
15	1162	8706	8706
16	1162	9757	9757
17	1162	9470	9470
18	1162	12107	12107
0	1163	3927117	1817242
1	1163	6709	6709
2	1163	12127	12127
3	1163	10461	10461
4	1163	8756	8756
5	1163	11405	11405
6	1163	9952	9952
7	1163	5722	5722
8	1163	6079	6079
9	1163	8002	8002
10	1163	11161	11161
11	1163	9591	9591
12	1163	7633	7633
13	1163	8233	8233
14	1163	8902	8902
15	1163	8730	8730
16	1163	10144	10144
17	1163	9291	9291
18	1163	11889	11889
0	1164	3930178	1788334
1	1164	6799	6799
2	1164	11745	11745
3	1164	10171	10171
4	1164	8864	8864
5	1164	11243	11243
6	1164	9805	9805
7	1164	5745	5745
8	1164	5982	5982
9	1164	7878	7878
10	1164	10741	10741
11	1164	9336	9336
12	1164	7440	7440
13	1164	7939	7939
14	1164	8962	8962
15	1164	8373	8373
16	1164	9860	9860
17	1164	9092	9092
18	1164	11751	11751
0	1165	3932935	1752838
1	1165	6383	6383
2	1165	11530	11530
3	1165	10016	10016
4	1165	8653	8653
5	1165	11116	11116
6	1165	9554	9554
7	1165	5439	5439
8	1165	5996	5996
9	1165	7718	7718
10	1165	10649	10649
11	1165	9400	9400
12	1165	7378	7378
13	1165	7920	7920
14	1165	8685	8685
15	1165	8201	8201
16	1165	9760	9760
17	1165	8887	8887
18	1165	11684	11684
0	1166	3936862	1711712
1	1166	6349	6349
2	1166	11062	11062
3	1166	9592	9592
4	1166	8274	8274
5	1166	10555	10555
6	1166	9400	9400
7	1166	5511	5511
8	1166	5686	5686
9	1166	7670	7670
10	1166	10372	10372
11	1166	9057	9057
12	1166	7238	7238
13	1166	7815	7815
14	1166	8798	8798
15	1166	8127	8127
16	1166	9451	9451
17	1166	8771	8771
18	1166	11314	11314
