Channel State,Experiment Time (minutes),State Time (samples)
adapter,2627,2142800
adapter,2628,2117701
adapter,2629,1985790
adapter,2630,1930819
adapter,2631,1917293
adapter,2632,1862002
adapter,2633,1970207
adapter,2634,1995095
adapter,2635,1928277
adapter,2636,1982269
adapter,2637,1802994
adapter,2638,1851749
adapter,2639,1924032
adapter,2640,1899695
adapter,2641,1959367
adapter,2642,1801887
adapter,2643,1833147
adapter,2644,1960128
adapter,2645,1883807
adapter,2646,2012118
adapter,2647,1904822
adapter,2648,1794311
adapter,2649,1926440
adapter,2650,1942015
adapter,2651,1862353
adapter,2652,1863480
adapter,2653,1785808
adapter,2654,1745700
adapter,2655,1770103
adapter,2656,1731927
adapter,2657,1780289
adapter,2658,1854014
adapter,2659,1823384
adapter,2660,1741703
adapter,2661,1828091
adapter,2662,1716354
adapter,2663,1753407
adapter,2664,1758211
adapter,2665,1648493
adapter,2666,1853925
adapter,2667,1727311
adapter,2668,1699956
adapter,2669,1764493
adapter,2670,1710710
adapter,2671,1777708
adapter,2672,1766782
adapter,2673,1713157
adapter,2674,1690023
adapter,2675,1649776
adapter,2676,1639074
adapter,2677,1637740
adapter,2678,1709719
adapter,2679,1444091
adapter,2680,31543
adapter,2681,37533
adapter,2682,3495399
adapter,2683,1583943
adapter,2684,2077394
adapter,2685,2729307
adapter,2686,2956874
adapter,2687,2824075
adapter,2688,2855327
adapter,2689,2726894
adapter,2690,2738591
adapter,2691,2630583
adapter,2692,2566198
adapter,2693,2579512
adapter,2694,2471335
adapter,2695,2506046
adapter,2696,2339322
adapter,2697,2388656
adapter,2698,2380301
adapter,2699,2512733
adapter,2700,2553162
adapter,2701,2441403
adapter,2702,2307050
adapter,2703,2418751
adapter,2704,2346327
adapter,2705,2469992
adapter,2706,2476514
adapter,2707,2428059
adapter,2708,2240920
adapter,2709,2250826
adapter,2710,2144072
adapter,2711,2209492
adapter,2712,2253036
adapter,2713,1981318
adapter,2714,1897117
adapter,2715,2018130
adapter,2716,1913385
adapter,2717,1979925
adapter,2718,2029786
adapter,2719,1945721
adapter,2720,1982849
adapter,2721,1846646
adapter,2722,1896433
adapter,2723,1982097
adapter,2724,1875432
adapter,2725,1740348
adapter,2726,1809784
adapter,2727,1804874
adapter,2728,1776479
adapter,2729,1774867
adapter,2730,1789701
adapter,2731,1755734
adapter,2732,1805720
adapter,2733,1719925
adapter,2734,1782337
adapter,2735,1685411
adapter,2736,1814120
adapter,2737,1894081
adapter,2738,1650756
adapter,2739,1671000
adapter,2740,1667273
adapter,2741,1607432
adapter,2742,1576330
adapter,2743,1564429
adapter,2744,1572077
adapter,2745,1597140
adapter,2746,1505390
adapter,2747,1474844
adapter,2748,1555629
adapter,2749,1644612
adapter,2750,1621780
adapter,2751,1459544
adapter,2752,1544997
adapter,2753,1536562
adapter,2754,1516906
adapter,2755,1522426
adapter,2756,1594099
adapter,2757,1578209
adapter,2758,1514156
adapter,2759,1422330
adapter,2760,1458283
adapter,2761,1492514
adapter,2762,1439202
adapter,2763,1429423
adapter,2764,1517011
adapter,2765,1398160
adapter,2766,1475494
adapter,2767,1382560
adapter,2768,1389268
adapter,2769,1337835
adapter,2770,1390810
adapter,2771,1370343
adapter,2772,1386875
adapter,2773,1512695
adapter,2774,1384556
adapter,2775,476301
adapter,2776,51378
adapter,2777,1918441
adapter,2778,2841146
adapter,2779,1576740
adapter,2780,1767292
adapter,2781,3287388
adapter,2782,2899064
adapter,2783,2831759
adapter,2784,2697519
adapter,2785,2603725
adapter,2786,2717993
adapter,2787,2547058
adapter,2788,2619866
adapter,2789,2406007
adapter,2790,2425866
adapter,2791,2471607
adapter,2792,2610961
adapter,2793,2746824
adapter,2794,2371539
adapter,2795,2456634
adapter,2796,2167062
adapter,2797,2280886
adapter,2798,2212794
adapter,2799,2093467
adapter,2800,2211644
adapter,2801,2181884
adapter,2802,2087330
adapter,2803,2185531
adapter,2804,2207195
adapter,2805,2088405
adapter,2806,2125515
adapter,2807,2045384
adapter,2808,1966190
adapter,2809,1975246
adapter,2810,2011402
adapter,2811,2097702
adapter,2812,1919637
adapter,2813,2030845
adapter,2814,1868274
adapter,2815,1877716
adapter,2816,1882777
adapter,2817,1959008
adapter,2818,1984793
adapter,2819,1988669
adapter,2820,1966929
adapter,2821,1846368
adapter,2822,1960368
adapter,2823,1903572
adapter,2824,1885639
adapter,2825,1823400
adapter,2826,1842470
adapter,2827,1785151
adapter,2828,1775912
adapter,2829,1849542
adapter,2830,1846192
adapter,2831,1803906
adapter,2832,1809118
adapter,2833,1957362
adapter,2834,1891739
adapter,2835,1780715
adapter,2836,1800213
adapter,2837,1837835
adapter,2838,1784074
adapter,2839,1733261
adapter,2840,1690936
adapter,2841,1739726
adapter,2842,1738337
adapter,2843,1772532
adapter,2844,1830403
adapter,2845,1651044
adapter,2846,1676993
adapter,2847,1735300
adapter,2848,1608018
adapter,2849,1682018
adapter,2850,1746754
adapter,2851,1662627
adapter,2852,1522101
adapter,2853,1637295
adapter,2854,1618765
adapter,2855,1602829
adapter,2856,1555964
adapter,2857,1621985
adapter,2858,1550374
adapter,2859,1561665
adapter,2860,1628419
adapter,2861,1542302
adapter,2862,1549495
adapter,2863,1509241
adapter,2864,1573165
adapter,2865,1482310
adapter,2866,1531717
adapter,2867,1520247
adapter,2868,1538653
adapter,2869,1494957
adapter,2870,1420628
adapter,2871,17534
adapter,2872,22486
adapter,2873,3309948
adapter,2874,1681572
adapter,2875,1661537
adapter,2876,2763395
adapter,2877,3850784
adapter,2878,3470759
adapter,2879,3666289
adapter,2880,3646079
adapter,2881,3554599
adapter,2882,3585885
adapter,2883,3561148
adapter,2884,3557917
adapter,2885,3468408
adapter,2886,3307368
adapter,2887,3372036
adapter,2888,3291259
adapter,2889,3322367
adapter,2890,3513019
adapter,2891,3376414
adapter,2892,3482519
adapter,2893,3395264
adapter,2894,3287529
adapter,2895,3452885
adapter,2896,3312272
adapter,2897,3265382
adapter,2898,3227623
adapter,2899,3269535
adapter,2900,3380799
adapter,2901,3338553
adapter,2902,3172108
adapter,2903,3265412
adapter,2904,3036306
adapter,2905,3121353
adapter,2906,3099884
adapter,2907,3225939
adapter,2908,3230023
adapter,2909,3190888
adapter,2910,3054034
adapter,2911,3038861
adapter,2912,3003755
adapter,2913,3107900
adapter,2914,2880420
adapter,2915,2767296
adapter,2916,2811904
adapter,2917,2804671
adapter,2918,2751645
adapter,2919,2578572
adapter,2920,2540347
adapter,2921,2461636
adapter,2922,2446966
adapter,2923,2352775
adapter,2924,2383496
adapter,2925,2432854
adapter,2926,2197685
adapter,2927,2163739
adapter,2928,2116636
adapter,2929,2218114
adapter,2930,2177735
adapter,2931,2118206
adapter,2932,1987939
adapter,2933,1813174
adapter,2934,1892768
adapter,2935,1895683
adapter,2936,1899180
adapter,2937,1987728
adapter,2938,1819064
adapter,2939,1754316
adapter,2940,1715960
adapter,2941,1802802
adapter,2942,1714094
adapter,2943,1621723
adapter,2944,1746938
adapter,2945,1625485
adapter,2946,1572954
adapter,2947,1388157
adapter,2948,1543922
adapter,2949,1461071
adapter,2950,1494432
adapter,2951,1402038
adapter,2952,1480407
adapter,2953,1423781
adapter,2954,1478656
adapter,2955,1347421
adapter,2956,1509993
adapter,2957,1402066
adapter,2958,1478849
adapter,2959,1400906
adapter,2960,1412708
adapter,2961,1405172
adapter,2962,1326269
adapter,2963,1277264
adapter,2964,1310018
adapter,2965,1192877
adapter,2966,890199
adapter,2967,6060
adapter,2968,982326
adapter,2969,3488065
adapter,2970,1695308
adapter,2971,886129
adapter,2972,3223921
adapter,2973,2196362
adapter,2974,2111258
adapter,2975,2082658
adapter,2976,2091437
adapter,2977,2021080
adapter,2978,1931924
adapter,2979,1929591
adapter,2980,1860143
adapter,2981,1862553
adapter,2982,1973579
adapter,2983,2049505
adapter,2984,1996107
adapter,2985,1996942
adapter,2986,1917398
adapter,2987,1988367
adapter,2988,1944240
adapter,2989,1899631
adapter,2990,1845982
adapter,2991,1818832
adapter,2992,1737641
adapter,2993,1657047
adapter,2994,1718489
adapter,2995,1767210
adapter,2996,1748089
adapter,2997,1708852
adapter,2998,1781809
adapter,2999,1730372
adapter,3000,1721392
adapter,3001,1610072
adapter,3002,1623996
adapter,3003,1561891
adapter,3004,1516030
adapter,3005,1537167
adapter,3006,1610283
adapter,3007,1493398
adapter,3008,1440255
adapter,3009,1557954
adapter,3010,1542212
adapter,3011,1612560
adapter,3012,1550690
adapter,3013,1454718
adapter,3014,1435755
adapter,3015,1448723
adapter,3016,1441495
adapter,3017,1435802
adapter,3018,1382471
adapter,3019,1341285
adapter,3020,1432821
adapter,3021,1456964
adapter,3022,1424381
adapter,3023,1420314
adapter,3024,1286157
adapter,3025,1408560
adapter,3026,1432368
adapter,3027,1461898
adapter,3028,1355595
adapter,3029,1305070
adapter,3030,1362618
adapter,3031,1272515
adapter,3032,1359321
adapter,3033,1362284
adapter,3034,1155912
adapter,3035,1428442
adapter,3036,1323380
adapter,3037,1351775
adapter,3038,1324841
adapter,3039,1308760
adapter,3040,1357784
adapter,3041,1248742
adapter,3042,1304120
adapter,3043,1136376
adapter,3044,1373428
adapter,3045,1209803
adapter,3046,1238151
adapter,3047,1216643
adapter,3048,1207727
adapter,3049,1255855
adapter,3050,1360465
adapter,3051,1190008
adapter,3052,1248291
adapter,3053,1276445
adapter,3054,1264562
adapter,3055,1240855
adapter,3056,1112525
adapter,3057,1213704
adapter,3058,1351703
adapter,3059,1238562
adapter,3060,1188513
adapter,3061,1218119
adapter,3062,148405
adapter,3063,9649
adapter,3064,2210481
adapter,3065,2095181
adapter,3066,1522669
adapter,3067,2014455
adapter,3068,2438381
adapter,3069,1850003
adapter,3070,1952690
adapter,3071,2014805
adapter,3072,1770897
adapter,3073,1777212
adapter,3074,1937194
adapter,3075,1770584
adapter,3076,1573731
adapter,3077,1692691
adapter,3078,1661288
adapter,3079,1643488
adapter,3080,1520612
adapter,3081,1466211
adapter,3082,1411260
adapter,3083,1527337
adapter,3084,1374726
adapter,3085,1364935
adapter,3086,1386069
adapter,3087,1326454
adapter,3088,1401056
adapter,3089,1344307
adapter,3090,1367908
adapter,3091,1311537
adapter,3092,1354312
adapter,3093,1288567
adapter,3094,1266044
adapter,3095,1236695
adapter,3096,1141915
adapter,3097,1286352
adapter,3098,1305331
adapter,3099,1256246
adapter,3100,1341364
adapter,3101,1227930
adapter,3102,1302085
adapter,3103,1197006
adapter,3104,1175364
adapter,3105,1101010
adapter,3106,1166711
adapter,3107,1220237
adapter,3108,1104871
adapter,3109,1087015
adapter,3110,1128906
adapter,3111,1091881
adapter,3112,1145132
adapter,3113,1141424
adapter,3114,1083414
adapter,3115,1094932
adapter,3116,1064842
adapter,3117,1146032
adapter,3118,1130031
adapter,3119,1139639
adapter,3120,1159505
adapter,3121,1058290
adapter,3122,1061621
adapter,3123,996482
adapter,3124,1096817
adapter,3125,985702
adapter,3126,1053570
adapter,3127,958745
adapter,3128,970639
adapter,3129,949516
adapter,3130,1016247
adapter,3131,1010906
adapter,3132,1020256
adapter,3133,1021675
adapter,3134,1005352
adapter,3135,975593
adapter,3136,902263
adapter,3137,951301
adapter,3138,1088869
adapter,3139,1029758
adapter,3140,1018253
adapter,3141,957007
adapter,3142,1000168
adapter,3143,928578
adapter,3144,943889
adapter,3145,951695
adapter,3146,1026722
adapter,3147,965583
adapter,3148,997073
adapter,3149,1095665
adapter,3150,961465
adapter,3151,1020550
adapter,3152,1064059
adapter,3153,936823
adapter,3154,1007950
adapter,3155,1019229
adapter,3156,909957
adapter,3157,767070
adapter,3158,8845
adapter,3159,21952
adapter,3160,3581295
adapter,3161,1523201
adapter,3162,1498495
adapter,3163,2124690
adapter,3164,2598239
adapter,3165,2627101
adapter,3166,2672895
adapter,3167,2499863
adapter,3168,2485958
adapter,3169,2394804
adapter,3170,2488751
adapter,3171,2421633
adapter,3172,2386619
adapter,3173,2216285
adapter,3174,2471777
adapter,3175,2327216
adapter,3176,2226747
adapter,3177,2289883
adapter,3178,2114530
adapter,3179,2100591
adapter,3180,1994341
adapter,3181,1974689
adapter,3182,1966165
adapter,3183,1876984
adapter,3184,1843488
adapter,3185,1769967
adapter,3186,1553320
adapter,3187,1851991
adapter,3188,1681970
adapter,3189,1700526
adapter,3190,1603854
adapter,3191,1608891
adapter,3192,1546474
adapter,3193,1553780
adapter,3194,1489986
adapter,3195,1570561
adapter,3196,1516769
adapter,3197,1578910
adapter,3198,1386790
adapter,3199,1331568
adapter,3200,1360062
adapter,3201,1256587
adapter,3202,1331722
adapter,3203,1254379
adapter,3204,1154198
adapter,3205,1197109
adapter,3206,1234025
adapter,3207,1102953
adapter,3208,1114825
adapter,3209,1094894
adapter,3210,1098034
adapter,3211,1086545
adapter,3212,1091556
adapter,3213,1055200
adapter,3214,1135636
adapter,3215,970344
adapter,3216,1075202
adapter,3217,1064793
adapter,3218,1017701
adapter,3219,1048906
adapter,3220,1039326
adapter,3221,947463
adapter,3222,988018
adapter,3223,942731
adapter,3224,965244
adapter,3225,928686
adapter,3226,954796
adapter,3227,928036
adapter,3228,1039683
adapter,3229,947804
adapter,3230,896300
adapter,3231,889910
adapter,3232,857709
adapter,3233,890660
adapter,3234,917952
adapter,3235,869743
adapter,3236,864445
adapter,3237,800770
adapter,3238,918538
adapter,3239,755221
adapter,3240,856300
adapter,3241,796438
adapter,3242,852716
adapter,3243,751875
adapter,3244,700259
adapter,3245,805379
adapter,3246,706293
adapter,3247,723911
adapter,3248,695671
adapter,3249,733589
adapter,3250,790867
adapter,3251,733724
adapter,3252,712064
adapter,3253,413907
adapter,3254,2477
adapter,3255,32927
adapter,3256,3444729
adapter,3257,1436464
adapter,3258,1350664
adapter,3259,2254667
adapter,3260,2171712
adapter,3261,2113011
adapter,3262,1938494
adapter,3263,2127368
adapter,3264,2013862
adapter,3265,2031027
adapter,3266,2151743
adapter,3267,2205393
adapter,3268,2197675
adapter,3269,2274023
adapter,3270,2178643
adapter,3271,2123967
adapter,3272,2166956
adapter,3273,2264464
adapter,3274,2173388
adapter,3275,1997093
adapter,3276,2144821
adapter,3277,1987178
adapter,3278,2085461
adapter,3279,2042062
adapter,3280,2148211
adapter,3281,2022881
adapter,3282,2000250
adapter,3283,2133148
adapter,3284,2137978
adapter,3285,2020804
adapter,3286,2113759
adapter,3287,1940691
adapter,3288,1943792
adapter,3289,2037517
adapter,3290,2178889
adapter,3291,2074604
adapter,3292,2199929
adapter,3293,2036177
adapter,3294,2076218
adapter,3295,2076105
adapter,3296,2131375
adapter,3297,2028083
adapter,3298,1971923
adapter,3299,2133085
adapter,3300,1959037
adapter,3301,2032633
adapter,3302,2133759
adapter,3303,2073063
adapter,3304,1971913
adapter,3305,1925079
adapter,3306,2074815
adapter,3307,1885556
adapter,3308,1894373
adapter,3309,1987981
adapter,3310,2061895
adapter,3311,1863590
adapter,3312,1862847
adapter,3313,1723105
adapter,3314,1747791
adapter,3315,1683944
adapter,3316,1654216
adapter,3317,1706252
adapter,3318,1524369
adapter,3319,1559845
adapter,3320,1489863
adapter,3321,1457957
adapter,3322,1420932
adapter,3323,1389891
adapter,3324,1316062
adapter,3325,1249038
adapter,3326,1101976
adapter,3327,1055400
adapter,3328,1061146
adapter,3329,992724
adapter,3330,1017069
adapter,3331,858173
adapter,3332,876196
adapter,3333,826050
adapter,3334,869319
adapter,3335,684298
adapter,3336,733110
adapter,3337,719727
adapter,3338,644619
adapter,3339,682215
adapter,3340,617638
adapter,3341,655124
adapter,3342,596596
adapter,3343,601828
adapter,3344,518583
adapter,3345,541942
adapter,3346,527423
adapter,3347,601940
adapter,3348,528132
adapter,3349,177324
adapter,3350,1452
adapter,3351,2566266
adapter,3352,1877578
adapter,3353,1644557
adapter,3354,1256913
adapter,3355,2127333
adapter,3356,2151094
adapter,3357,2135412
adapter,3358,2197723
adapter,3359,2271232
adapter,3360,2183307
adapter,3361,2238504
adapter,3362,2151087
adapter,3363,2117451
adapter,3364,2065186
adapter,3365,2123237
adapter,3366,2126250
adapter,3367,2035297
adapter,3368,2222646
adapter,3369,2110875
adapter,3370,2033344
adapter,3371,2082032
adapter,3372,1904105
adapter,3373,2161597
adapter,3374,2112315
adapter,3375,2067460
adapter,3376,2075067
adapter,3377,2025343
adapter,3378,2174861
adapter,3379,2174306
adapter,3380,2098564
adapter,3381,2138184
adapter,3382,2134370
adapter,3383,2042634
adapter,3384,2071120
adapter,3385,2101822
adapter,3386,2022966
adapter,3387,2125024
adapter,3388,2175901
adapter,3389,2098507
adapter,3390,1975779
adapter,3391,2072543
adapter,3392,2090729
adapter,3393,2032666
adapter,3394,2032871
adapter,3395,2090932
adapter,3396,2112832
adapter,3397,2039748
adapter,3398,1951520
adapter,3399,2019861
adapter,3400,1893167
adapter,3401,1916727
adapter,3402,1804472
adapter,3403,1853966
adapter,3404,1754812
adapter,3405,1747669
adapter,3406,1637006
adapter,3407,1603642
adapter,3408,1567532
adapter,3409,1464854
adapter,3410,1461836
adapter,3411,1314359
adapter,3412,1098666
adapter,3413,1126960
adapter,3414,1122528
adapter,3415,1015222
adapter,3416,820808
adapter,3417,844198
adapter,3418,808497
adapter,3419,823303
adapter,3420,686422
adapter,3421,748028
adapter,3422,635680
adapter,3423,643934
adapter,3424,670956
adapter,3425,615567
adapter,3426,633715
adapter,3427,543021
adapter,3428,616506
adapter,3429,523120
adapter,3430,543659
adapter,3431,533261
adapter,3432,503712
adapter,3433,453987
adapter,3434,419615
adapter,3435,424141
adapter,3436,459943
adapter,3437,433434
adapter,3438,356846
adapter,3439,384872
adapter,3440,362354
adapter,3441,380452
adapter,3442,438589
adapter,3443,304426
adapter,3444,303782
adapter,3445,2823
adapter,3446,22180
adapter,3447,3467063
adapter,3448,1572161
adapter,3449,1635021
adapter,3450,1107828
adapter,3451,1064586
adapter,3452,1012849
adapter,3453,1145337
adapter,3454,1034291
adapter,3455,1065125
adapter,3456,960188
adapter,3457,961305
adapter,3458,995970
adapter,3459,1073052
adapter,3460,1004661
adapter,3461,871965
adapter,3462,923539
adapter,3463,1061066
adapter,3464,878425
adapter,3465,915411
adapter,3466,870425
adapter,3467,835905
adapter,3468,927746
adapter,3469,919876
adapter,3470,892837
adapter,3471,828485
adapter,3472,873919
adapter,3473,975687
adapter,3474,752037
adapter,3475,785426
adapter,3476,829435
adapter,3477,853453
adapter,3478,803340
adapter,3479,779265
adapter,3480,824596
adapter,3481,862009
adapter,3482,869603
adapter,3483,769777
adapter,3484,826611
adapter,3485,811547
adapter,3486,710461
adapter,3487,746219
adapter,3488,844098
adapter,3489,799670
adapter,3490,787013
adapter,3491,741194
adapter,3492,732860
adapter,3493,720936
adapter,3494,704203
adapter,3495,782981
adapter,3496,758188
adapter,3497,719539
adapter,3498,797254
adapter,3499,753162
adapter,3500,718983
adapter,3501,801557
adapter,3502,746277
adapter,3503,720741
adapter,3504,646296
adapter,3505,705679
adapter,3506,689083
adapter,3507,697566
adapter,3508,714719
adapter,3509,691879
adapter,3510,743170
adapter,3511,751273
adapter,3512,711653
adapter,3513,666858
adapter,3514,759338
adapter,3515,684619
adapter,3516,727281
adapter,3517,715293
adapter,3518,634448
adapter,3519,624886
adapter,3520,603430
adapter,3521,643011
adapter,3522,684172
adapter,3523,614943
adapter,3524,617006
adapter,3525,646427
adapter,3526,651418
adapter,3527,618366
adapter,3528,706175
adapter,3529,734756
adapter,3530,695012
adapter,3531,707153
adapter,3532,611030
adapter,3533,654747
adapter,3534,647357
adapter,3535,699076
adapter,3536,719683
adapter,3537,700619
adapter,3538,635088
adapter,3539,617381
adapter,3540,286576
adapter,3541,10724
adapter,3542,3585219
adapter,3543,1616978
adapter,3544,1767316
adapter,3545,1134824
adapter,3546,1070061
adapter,3547,998157
adapter,3548,1156112
adapter,3549,944595
adapter,3550,50045
adapter,3551,42391
adapter,3552,59120
adapter,3553,17083
adapter,3554,48791
adapter,3555,45722
adapter,3556,43606
adapter,3557,33651
adapter,3558,37131
adapter,3559,32554
adapter,3560,44960
adapter,3561,47769
adapter,3562,31557
adapter,3563,35693
adapter,3564,85673
adapter,3565,32552
adapter,3566,28960
adapter,3567,23282
adapter,3568,34894
adapter,3569,54581
adapter,3570,57477
adapter,3571,34323
adapter,3572,37378
adapter,3573,41082
adapter,3574,45109
adapter,3575,31185
adapter,3576,18034
adapter,3577,35820
adapter,3578,25810
adapter,3579,15990
adapter,3580,45332
adapter,3581,31613
adapter,3582,22467
adapter,3583,30156
adapter,3584,24748
adapter,3585,20101
adapter,3586,35815
adapter,3587,18985
adapter,3588,20870
adapter,3589,24661
adapter,3590,25306
adapter,3591,25256
adapter,3592,11275
adapter,3593,20870
adapter,3594,9237
adapter,3595,12918
adapter,3596,36977
adapter,3597,8518
adapter,3598,7291
adapter,3599,21323
adapter,3600,22956
adapter,3601,15906
adapter,3602,18748
adapter,3603,15793
adapter,3604,14166
adapter,3605,24792
adapter,3606,11763
adapter,3607,18990
adapter,3608,20545
adapter,3609,17005
adapter,3610,12159
adapter,3611,18469
adapter,3612,17773
adapter,3613,15161
adapter,3614,28645
adapter,3615,8817
adapter,3616,26959
adapter,3617,4417
adapter,3618,26751
adapter,3619,16238
adapter,3620,21018
adapter,3621,23026
adapter,3622,23685
adapter,3623,17150
adapter,3624,15805
adapter,3625,17754
adapter,3626,20179
adapter,3627,23938
adapter,3628,16213
adapter,3629,19698
adapter,3630,15105
adapter,3631,36505
adapter,3632,11663
adapter,3633,18501
adapter,3634,26259
adapter,3635,12207
adapter,3636,20938
adapter,3637,3767227
adapter,3638,2300325
adapter,3639,1615079
adapter,3640,2080278
adapter,3641,1695137
adapter,3642,1492899
adapter,3643,1569704
adapter,3644,1538245
adapter,3645,1412421
adapter,3646,1459917
adapter,3647,1379462
adapter,3648,1486130
adapter,3649,1351820
adapter,3650,1375501
adapter,3651,1382455
adapter,3652,1356861
adapter,3653,1333243
adapter,3654,1342843
adapter,3655,1478320
adapter,3656,1416973
adapter,3657,1453020
adapter,3658,1363834
adapter,3659,1390582
adapter,3660,1450021
adapter,3661,1310393
adapter,3662,1364494
adapter,3663,1290424
adapter,3664,1352870
adapter,3665,1368235
adapter,3666,1454224
adapter,3667,1410533
adapter,3668,1401435
adapter,3669,1374736
adapter,3670,1366315
adapter,3671,1347832
adapter,3672,1334897
adapter,3673,1414912
adapter,3674,1237717
adapter,3675,1281955
adapter,3676,1323533
adapter,3677,1279047
adapter,3678,1278651
adapter,3679,1448702
adapter,3680,1310498
adapter,3681,1275440
adapter,3682,1331258
adapter,3683,1278994
adapter,3684,1304283
adapter,3685,1237194
adapter,3686,1249461
adapter,3687,1216286
adapter,3688,1206638
adapter,3689,1174255
adapter,3690,1271852
adapter,3691,1210775
adapter,3692,1228290
adapter,3693,1186678
adapter,3694,1267396
adapter,3695,1310524
adapter,3696,1140937
adapter,3697,1111912
adapter,3698,1226908
adapter,3699,1237720
adapter,3700,1111238
adapter,3701,1201534
adapter,3702,1191947
adapter,3703,1182329
adapter,3704,1030763
adapter,3705,1160191
adapter,3706,1158642
adapter,3707,1199775
adapter,3708,1198423
adapter,3709,1150212
adapter,3710,1147740
adapter,3711,1145352
adapter,3712,1076466
adapter,3713,1036409
adapter,3714,1226691
adapter,3715,1177625
adapter,3716,1147448
adapter,3717,1068503
adapter,3718,1070880
adapter,3719,1065985
adapter,3720,1024098
adapter,3721,1089900
adapter,3722,1201800
adapter,3723,1114973
adapter,3724,1089309
adapter,3725,1075490
adapter,3726,1168842
adapter,3727,1211641
adapter,3728,1053894
adapter,3729,1167822
adapter,3730,332443
adapter,3731,18961
adapter,3732,3772093
adapter,3733,1966448
adapter,3734,2263918
adapter,3735,1936280
adapter,3736,2158465
adapter,3737,2054751
adapter,3738,1938853
adapter,3739,1936929
adapter,3740,1927147
adapter,3741,1837632
adapter,3742,1728794
adapter,3743,1852660
adapter,3744,1695627
adapter,3745,1819282
adapter,3746,1740602
adapter,3747,1744682
adapter,3748,1658539
adapter,3749,1829614
adapter,3750,1873408
adapter,3751,1727915
adapter,3752,1770666
adapter,3753,1746664
adapter,3754,1762995
adapter,3755,1636525
adapter,3756,1799924
adapter,3757,1759930
adapter,3758,1722053
adapter,3759,1686074
adapter,3760,1657414
adapter,3761,1768386
adapter,3762,1630744
adapter,3763,1652698
adapter,3764,1740848
adapter,3765,1656131
adapter,3766,1680094
adapter,3767,1762909
adapter,3768,1586547
adapter,3769,1587280
adapter,3770,1590305
adapter,3771,1641263
adapter,3772,1522074
adapter,3773,1595470
adapter,3774,1592994
adapter,3775,1656945
adapter,3776,1625466
adapter,3777,1645925
adapter,3778,1663182
adapter,3779,1490776
adapter,3780,1635447
adapter,3781,1649692
adapter,3782,1561261
adapter,3783,1540025
adapter,3784,1473318
adapter,3785,1471346
adapter,3786,1529087
adapter,3787,1523343
adapter,3788,1531645
adapter,3789,1481269
adapter,3790,1328942
adapter,3791,1372164
adapter,3792,1417239
adapter,3793,1323613
adapter,3794,1351949
adapter,3795,1419283
adapter,3796,1417443
adapter,3797,1365966
adapter,3798,1408248
adapter,3799,1393361
adapter,3800,1360964
adapter,3801,1398459
adapter,3802,1266155
adapter,3803,1411672
adapter,3804,1313100
adapter,3805,1411449
adapter,3806,1344712
adapter,3807,1254589
adapter,3808,1334326
adapter,3809,1279690
adapter,3810,1248161
adapter,3811,1283053
adapter,3812,1304521
adapter,3813,1341397
adapter,3814,1365588
adapter,3815,1211257
adapter,3816,1247326
adapter,3817,1221616
adapter,3818,1285435
adapter,3819,1194101
adapter,3820,1294871
adapter,3821,1284942
adapter,3822,1214371
adapter,3823,1214405
adapter,3824,1200101
adapter,3825,499350
adapter,3826,22789
adapter,3827,3895060
adapter,3828,1797587
adapter,3829,1837702
adapter,3830,1411036
adapter,3831,2153425
adapter,3832,2090216
adapter,3833,2073682
adapter,3834,2001866
adapter,3835,1936633
adapter,3836,2005930
adapter,3837,2025673
adapter,3838,1963362
adapter,3839,1984851
adapter,3840,1986899
adapter,3841,1934550
adapter,3842,1843131
adapter,3843,1962313
adapter,3844,1915639
adapter,3845,2012285
adapter,3846,1876377
adapter,3847,1948612
adapter,3848,1886125
adapter,3849,1820900
adapter,3850,1902312
adapter,3851,1928314
adapter,3852,1785504
adapter,3853,1724788
adapter,3854,1733937
adapter,3855,1862604
adapter,3856,1710693
adapter,3857,1702313
adapter,3858,1787100
adapter,3859,1824684
adapter,3860,1610540
adapter,3861,1765931
adapter,3862,1652506
adapter,3863,1637979
adapter,3864,1528287
adapter,3865,1649018
adapter,3866,1735648
adapter,3867,1601664
adapter,3868,1640386
adapter,3869,1561067
adapter,3870,1672729
adapter,3871,1527220
adapter,3872,1571933
adapter,3873,1625794
adapter,3874,1658152
adapter,3875,1550996
adapter,3876,1480674
adapter,3877,1576421
adapter,3878,1630397
adapter,3879,1622251
adapter,3880,1575039
adapter,3881,1604414
adapter,3882,1533096
adapter,3883,1603198
adapter,3884,1538884
adapter,3885,1447313
adapter,3886,1504751
adapter,3887,1415649
adapter,3888,1491621
adapter,3889,1401968
adapter,3890,1338226
adapter,3891,1472127
adapter,3892,1440518
adapter,3893,1448834
adapter,3894,1380062
adapter,3895,1492992
adapter,3896,1421856
adapter,3897,1368970
adapter,3898,1394838
adapter,3899,1464026
adapter,3900,1318407
adapter,3901,1335439
adapter,3902,1337127
adapter,3903,1417379
adapter,3904,1382148
adapter,3905,1342416
adapter,3906,1378427
adapter,3907,1334911
adapter,3908,1265012
adapter,3909,1352806
adapter,3910,1349201
adapter,3911,1405698
adapter,3912,1260941
adapter,3913,1274610
adapter,3914,1232177
adapter,3915,1255554
adapter,3916,1241144
adapter,3917,1187217
adapter,3918,1216284
adapter,3919,1243665
adapter,3920,672066
adapter,3921,16858
adapter,3922,3609170
adapter,3923,1607951
