Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
its-G12_S246_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 3.0)	(18.0, 3.0)	(19.0, 12.0)	(20.0, 88.0)	(21.0, 373.0)	(22.0, 1034.0)	(23.0, 2723.0)	(24.0, 5710.0)	(25.0, 9951.0)	(26.0, 15034.0)	(27.0, 21851.0)	(28.0, 30994.0)	(29.0, 42887.0)	(30.0, 55681.0)	(31.0, 75411.0)	(32.0, 107823.0)	(33.0, 144143.0)	(34.0, 157839.0)	(35.0, 129627.0)	(36.0, 178058.0)	(37.0, 1307.0)
its-G12_S246_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 10.0)	(13.0, 67.0)	(14.0, 155.0)	(15.0, 193.0)	(16.0, 171.0)	(17.0, 174.0)	(18.0, 183.0)	(19.0, 222.0)	(20.0, 333.0)	(21.0, 579.0)	(22.0, 1149.0)	(23.0, 2254.0)	(24.0, 4252.0)	(25.0, 6958.0)	(26.0, 10505.0)	(27.0, 15075.0)	(28.0, 20589.0)	(29.0, 27397.0)	(30.0, 37332.0)	(31.0, 51624.0)	(32.0, 65053.0)	(33.0, 83679.0)	(34.0, 118223.0)	(35.0, 253233.0)	(36.0, 280542.0)	(37.0, 600.0)
its-H01_S159_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 0.0)	(20.0, 20.0)	(21.0, 84.0)	(22.0, 281.0)	(23.0, 843.0)	(24.0, 1989.0)	(25.0, 3780.0)	(26.0, 5993.0)	(27.0, 8788.0)	(28.0, 12231.0)	(29.0, 16506.0)	(30.0, 21870.0)	(31.0, 28682.0)	(32.0, 38119.0)	(33.0, 51452.0)	(34.0, 75167.0)	(35.0, 123276.0)	(36.0, 139366.0)	(37.0, 535.0)
its-H01_S159_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 8.0)	(13.0, 55.0)	(14.0, 103.0)	(15.0, 113.0)	(16.0, 96.0)	(17.0, 85.0)	(18.0, 140.0)	(19.0, 249.0)	(20.0, 447.0)	(21.0, 734.0)	(22.0, 1195.0)	(23.0, 2029.0)	(24.0, 3176.0)	(25.0, 5009.0)	(26.0, 7032.0)	(27.0, 9602.0)	(28.0, 12706.0)	(29.0, 16591.0)	(30.0, 21735.0)	(31.0, 28938.0)	(32.0, 37346.0)	(33.0, 47478.0)	(34.0, 67549.0)	(35.0, 144541.0)	(36.0, 121837.0)	(37.0, 189.0)
its-H02_S167_L001_R1_001	(17.0, 2.0)	(18.0, 3.0)	(19.0, 12.0)	(20.0, 62.0)	(21.0, 300.0)	(22.0, 1018.0)	(23.0, 2771.0)	(24.0, 5747.0)	(25.0, 10053.0)	(26.0, 15359.0)	(27.0, 21187.0)	(28.0, 26719.0)	(29.0, 34388.0)	(30.0, 42907.0)	(31.0, 53751.0)	(32.0, 68805.0)	(33.0, 91187.0)	(34.0, 128277.0)	(35.0, 174638.0)	(36.0, 62167.0)	(37.0, 361.0)															
its-H02_S167_L001_R2_001	(12.0, 9.0)	(13.0, 81.0)	(14.0, 172.0)	(15.0, 159.0)	(16.0, 138.0)	(17.0, 139.0)	(18.0, 177.0)	(19.0, 243.0)	(20.0, 357.0)	(21.0, 523.0)	(22.0, 1008.0)	(23.0, 1909.0)	(24.0, 3258.0)	(25.0, 5573.0)	(26.0, 8256.0)	(27.0, 11331.0)	(28.0, 15693.0)	(29.0, 21432.0)	(30.0, 29006.0)	(31.0, 40184.0)	(32.0, 53839.0)	(33.0, 71408.0)	(34.0, 110051.0)	(35.0, 219249.0)	(36.0, 145170.0)	(37.0, 349.0)										
its-H03_S175_L001_R1_001	(19.0, 5.0)	(20.0, 23.0)	(21.0, 102.0)	(22.0, 476.0)	(23.0, 1346.0)	(24.0, 3385.0)	(25.0, 6619.0)	(26.0, 11223.0)	(27.0, 17028.0)	(28.0, 23820.0)	(29.0, 31353.0)	(30.0, 40132.0)	(31.0, 52381.0)	(32.0, 68062.0)	(33.0, 87999.0)	(34.0, 116946.0)	(35.0, 194953.0)	(36.0, 194311.0)	(37.0, 117.0)																	
its-H03_S175_L001_R2_001	(12.0, 12.0)	(13.0, 104.0)	(14.0, 183.0)	(15.0, 209.0)	(16.0, 183.0)	(17.0, 169.0)	(18.0, 177.0)	(19.0, 219.0)	(20.0, 282.0)	(21.0, 475.0)	(22.0, 1002.0)	(23.0, 2228.0)	(24.0, 4426.0)	(25.0, 7764.0)	(26.0, 11497.0)	(27.0, 15946.0)	(28.0, 20513.0)	(29.0, 26584.0)	(30.0, 34304.0)	(31.0, 45456.0)	(32.0, 60101.0)	(33.0, 78931.0)	(34.0, 112391.0)	(35.0, 239415.0)	(36.0, 187592.0)	(37.0, 118.0)										
its-H04_S183_L001_R1_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 9.0)	(20.0, 30.0)	(21.0, 124.0)	(22.0, 466.0)	(23.0, 1529.0)	(24.0, 3588.0)	(25.0, 6980.0)	(26.0, 11947.0)	(27.0, 18289.0)	(28.0, 25848.0)	(29.0, 34597.0)	(30.0, 45450.0)	(31.0, 58468.0)	(32.0, 76579.0)	(33.0, 100000.0)	(34.0, 133542.0)	(35.0, 219893.0)	(36.0, 200700.0)	(37.0, 296.0)
its-H04_S183_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 14.0)	(13.0, 107.0)	(14.0, 221.0)	(15.0, 225.0)	(16.0, 212.0)	(17.0, 178.0)	(18.0, 193.0)	(19.0, 254.0)	(20.0, 342.0)	(21.0, 536.0)	(22.0, 1016.0)	(23.0, 2163.0)	(24.0, 4236.0)	(25.0, 7435.0)	(26.0, 11616.0)	(27.0, 16373.0)	(28.0, 21824.0)	(29.0, 28671.0)	(30.0, 37918.0)	(31.0, 50797.0)	(32.0, 67343.0)	(33.0, 88058.0)	(34.0, 127649.0)	(35.0, 271177.0)	(36.0, 199649.0)	(37.0, 129.0)
its-H05_S191_L001_R1_001	(16.0, 1.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 5.0)	(20.0, 27.0)	(21.0, 112.0)	(22.0, 447.0)	(23.0, 1468.0)	(24.0, 3685.0)	(25.0, 7210.0)	(26.0, 11777.0)	(27.0, 17554.0)	(28.0, 24236.0)	(29.0, 33041.0)	(30.0, 44133.0)	(31.0, 59047.0)	(32.0, 81578.0)	(33.0, 135761.0)	(34.0, 199579.0)	(35.0, 112746.0)	(36.0, 112279.0)	(37.0, 537.0)														
its-H05_S191_L001_R2_001	(12.0, 11.0)	(13.0, 122.0)	(14.0, 215.0)	(15.0, 175.0)	(16.0, 190.0)	(17.0, 171.0)	(18.0, 187.0)	(19.0, 209.0)	(20.0, 331.0)	(21.0, 564.0)	(22.0, 1075.0)	(23.0, 2634.0)	(24.0, 5075.0)	(25.0, 8476.0)	(26.0, 12376.0)	(27.0, 16776.0)	(28.0, 21820.0)	(29.0, 27838.0)	(30.0, 35630.0)	(31.0, 47482.0)	(32.0, 61966.0)	(33.0, 80731.0)	(34.0, 120607.0)	(35.0, 249171.0)	(36.0, 151140.0)	(37.0, 252.0)										
its-H06_S199_L001_R1_001	(18.0, 1.0)	(19.0, 4.0)	(20.0, 16.0)	(21.0, 61.0)	(22.0, 308.0)	(23.0, 1009.0)	(24.0, 2532.0)	(25.0, 5205.0)	(26.0, 9194.0)	(27.0, 13803.0)	(28.0, 19459.0)	(29.0, 25539.0)	(30.0, 33099.0)	(31.0, 42452.0)	(32.0, 54999.0)	(33.0, 75812.0)	(34.0, 112462.0)	(35.0, 214404.0)	(36.0, 328937.0)	(37.0, 1312.0)																
its-H06_S199_L001_R2_001	(11.0, 1.0)	(12.0, 33.0)	(13.0, 130.0)	(14.0, 203.0)	(15.0, 211.0)	(16.0, 207.0)	(17.0, 175.0)	(18.0, 199.0)	(19.0, 204.0)	(20.0, 311.0)	(21.0, 494.0)	(22.0, 937.0)	(23.0, 2105.0)	(24.0, 4054.0)	(25.0, 7079.0)	(26.0, 11037.0)	(27.0, 15919.0)	(28.0, 21394.0)	(29.0, 28303.0)	(30.0, 37433.0)	(31.0, 49646.0)	(32.0, 65485.0)	(33.0, 84159.0)	(34.0, 118716.0)	(35.0, 261616.0)	(36.0, 230001.0)	(37.0, 556.0)									
its-H07_S207_L001_R1_001	(18.0, 3.0)	(19.0, 3.0)	(20.0, 8.0)	(21.0, 32.0)	(22.0, 105.0)	(23.0, 372.0)	(24.0, 1176.0)	(25.0, 2844.0)	(26.0, 5356.0)	(27.0, 8710.0)	(28.0, 12767.0)	(29.0, 17789.0)	(30.0, 23901.0)	(31.0, 31323.0)	(32.0, 42012.0)	(33.0, 59326.0)	(34.0, 90667.0)	(35.0, 188558.0)	(36.0, 164685.0)	(37.0, 107.0)																
its-H07_S207_L001_R2_001	(12.0, 18.0)	(13.0, 111.0)	(14.0, 166.0)	(15.0, 124.0)	(16.0, 128.0)	(17.0, 118.0)	(18.0, 119.0)	(19.0, 131.0)	(20.0, 178.0)	(21.0, 289.0)	(22.0, 538.0)	(23.0, 1326.0)	(24.0, 2661.0)	(25.0, 5408.0)	(26.0, 8677.0)	(27.0, 13129.0)	(28.0, 17679.0)	(29.0, 23847.0)	(30.0, 31264.0)	(31.0, 41025.0)	(32.0, 52511.0)	(33.0, 68797.0)	(34.0, 106271.0)	(35.0, 194122.0)	(36.0, 80996.0)	(37.0, 111.0)										
its-H08_S215_L001_R1_001	(16.0, 2.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 12.0)	(20.0, 37.0)	(21.0, 244.0)	(22.0, 686.0)	(23.0, 1692.0)	(24.0, 3645.0)	(25.0, 6618.0)	(26.0, 10483.0)	(27.0, 15268.0)	(28.0, 21162.0)	(29.0, 28859.0)	(30.0, 35222.0)	(31.0, 45660.0)	(32.0, 62169.0)	(33.0, 81673.0)	(34.0, 110799.0)	(35.0, 204592.0)	(36.0, 235184.0)	(37.0, 315.0)														
its-H08_S215_L001_R2_001	(11.0, 1.0)	(12.0, 10.0)	(13.0, 66.0)	(14.0, 186.0)	(15.0, 260.0)	(16.0, 242.0)	(17.0, 220.0)	(18.0, 213.0)	(19.0, 251.0)	(20.0, 418.0)	(21.0, 658.0)	(22.0, 1356.0)	(23.0, 2704.0)	(24.0, 4915.0)	(25.0, 8151.0)	(26.0, 11561.0)	(27.0, 15894.0)	(28.0, 20422.0)	(29.0, 26740.0)	(30.0, 35145.0)	(31.0, 47222.0)	(32.0, 58012.0)	(33.0, 75276.0)	(34.0, 107472.0)	(35.0, 218086.0)	(36.0, 228676.0)	(37.0, 166.0)									
its-H09_S223_L001_R1_001	(17.0, 1.0)	(18.0, 2.0)	(19.0, 11.0)	(20.0, 52.0)	(21.0, 207.0)	(22.0, 566.0)	(23.0, 1467.0)	(24.0, 3075.0)	(25.0, 5585.0)	(26.0, 8524.0)	(27.0, 12712.0)	(28.0, 17596.0)	(29.0, 23612.0)	(30.0, 29451.0)	(31.0, 40085.0)	(32.0, 54324.0)	(33.0, 67826.0)	(34.0, 95090.0)	(35.0, 177035.0)	(36.0, 171877.0)	(37.0, 531.0)															
its-H09_S223_L001_R2_001	(12.0, 5.0)	(13.0, 62.0)	(14.0, 123.0)	(15.0, 180.0)	(16.0, 150.0)	(17.0, 136.0)	(18.0, 139.0)	(19.0, 190.0)	(20.0, 273.0)	(21.0, 423.0)	(22.0, 818.0)	(23.0, 1579.0)	(24.0, 3143.0)	(25.0, 5193.0)	(26.0, 7591.0)	(27.0, 10990.0)	(28.0, 14963.0)	(29.0, 20050.0)	(30.0, 27297.0)	(31.0, 37457.0)	(32.0, 47724.0)	(33.0, 62633.0)	(34.0, 96051.0)	(35.0, 190199.0)	(36.0, 181962.0)	(37.0, 298.0)										
its-H10_S231_L001_R1_001	(17.0, 1.0)	(18.0, 3.0)	(19.0, 12.0)	(20.0, 57.0)	(21.0, 314.0)	(22.0, 944.0)	(23.0, 2453.0)	(24.0, 5430.0)	(25.0, 9507.0)	(26.0, 13932.0)	(27.0, 19606.0)	(28.0, 24939.0)	(29.0, 32193.0)	(30.0, 39774.0)	(31.0, 53430.0)	(32.0, 67553.0)	(33.0, 74861.0)	(34.0, 102579.0)	(35.0, 167345.0)	(36.0, 104988.0)	(37.0, 422.0)															
its-H10_S231_L001_R2_001	(12.0, 3.0)	(13.0, 49.0)	(14.0, 165.0)	(15.0, 201.0)	(16.0, 209.0)	(17.0, 153.0)	(18.0, 127.0)	(19.0, 193.0)	(20.0, 216.0)	(21.0, 380.0)	(22.0, 670.0)	(23.0, 1427.0)	(24.0, 2655.0)	(25.0, 4666.0)	(26.0, 7221.0)	(27.0, 10066.0)	(28.0, 13657.0)	(29.0, 18739.0)	(30.0, 25734.0)	(31.0, 35516.0)	(32.0, 46932.0)	(33.0, 62093.0)	(34.0, 89973.0)	(35.0, 179033.0)	(36.0, 219915.0)	(37.0, 350.0)										
its-H11_S239_L001_R1_001	(17.0, 2.0)	(18.0, 2.0)	(19.0, 17.0)	(20.0, 99.0)	(21.0, 353.0)	(22.0, 951.0)	(23.0, 2524.0)	(24.0, 5143.0)	(25.0, 8916.0)	(26.0, 13269.0)	(27.0, 18941.0)	(28.0, 25762.0)	(29.0, 34116.0)	(30.0, 41705.0)	(31.0, 53215.0)	(32.0, 70303.0)	(33.0, 87686.0)	(34.0, 105356.0)	(35.0, 175555.0)	(36.0, 265319.0)	(37.0, 2340.0)															
its-H11_S239_L001_R2_001	(12.0, 5.0)	(13.0, 77.0)	(14.0, 198.0)	(15.0, 184.0)	(16.0, 192.0)	(17.0, 157.0)	(18.0, 176.0)	(19.0, 212.0)	(20.0, 314.0)	(21.0, 628.0)	(22.0, 1171.0)	(23.0, 2215.0)	(24.0, 3933.0)	(25.0, 6679.0)	(26.0, 9618.0)	(27.0, 13351.0)	(28.0, 18393.0)	(29.0, 24914.0)	(30.0, 34554.0)	(31.0, 47020.0)	(32.0, 59478.0)	(33.0, 76926.0)	(34.0, 106940.0)	(35.0, 226395.0)	(36.0, 277033.0)	(37.0, 811.0)										
its-H12_S247_L001_R1_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 4.0)	(19.0, 11.0)	(20.0, 64.0)	(21.0, 283.0)	(22.0, 911.0)	(23.0, 2214.0)	(24.0, 5038.0)	(25.0, 9164.0)	(26.0, 14581.0)	(27.0, 21204.0)	(28.0, 28968.0)	(29.0, 37397.0)	(30.0, 47031.0)	(31.0, 62046.0)	(32.0, 77461.0)	(33.0, 103626.0)	(34.0, 105468.0)	(35.0, 134044.0)	(36.0, 89929.0)	(37.0, 591.0)
its-H12_S247_L001_R2_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 8.0)	(13.0, 80.0)	(14.0, 143.0)	(15.0, 149.0)	(16.0, 164.0)	(17.0, 132.0)	(18.0, 118.0)	(19.0, 148.0)	(20.0, 176.0)	(21.0, 260.0)	(22.0, 470.0)	(23.0, 915.0)	(24.0, 1704.0)	(25.0, 2975.0)	(26.0, 4714.0)	(27.0, 7505.0)	(28.0, 11094.0)	(29.0, 16865.0)	(30.0, 24510.0)	(31.0, 36339.0)	(32.0, 49470.0)	(33.0, 67237.0)	(34.0, 102177.0)	(35.0, 221798.0)	(36.0, 190456.0)	(37.0, 429.0)
