SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
1	1106	6412	6412
2	1106	10731	10731
3	1106	9708	9708
4	1106	8524	8524
5	1106	10534	10534
6	1106	9407	9407
7	1106	5504	5504
8	1106	5739	5739
9	1106	7747	7747
10	1106	10525	10525
11	1106	9032	9032
12	1106	7213	7213
13	1106	8145	8145
14	1106	8559	8559
15	1106	8278	8278
16	1106	9891	9891
17	1106	8891	8891
18	1106	11405	11405
0	1107	3932293	1758887
1	1107	6635	6635
2	1107	11088	11088
3	1107	9811	9811
4	1107	8870	8870
5	1107	10824	10824
6	1107	9663	9663
7	1107	5516	5516
8	1107	5919	5919
9	1107	7869	7869
10	1107	10976	10976
11	1107	9491	9491
12	1107	7423	7423
13	1107	7981	7981
14	1107	8803	8803
15	1107	8435	8435
16	1107	9949	9949
17	1107	8745	8745
18	1107	11613	11613
0	1108	3933636	1755802
1	1108	6528	6528
2	1108	11084	11084
3	1108	9909	9909
4	1108	8797	8797
5	1108	10529	10529
6	1108	9539	9539
7	1108	5537	5537
8	1108	5794	5794
9	1108	7943	7943
10	1108	10609	10609
11	1108	9224	9224
12	1108	7486	7486
13	1108	8092	8092
14	1108	8682	8682
15	1108	8307	8307
16	1108	9671	9671
17	1108	8906	8906
18	1108	11631	11631
0	1109	3938193	1688254
1	1109	6476	6476
2	1109	10860	10860
3	1109	9590	9590
4	1109	8292	8292
5	1109	10228	10228
6	1109	9184	9184
7	1109	5436	5436
8	1109	5634	5634
9	1109	7474	7474
10	1109	10540	10540
11	1109	8887	8887
12	1109	7269	7269
13	1109	7722	7722
14	1109	8574	8574
15	1109	8144	8144
16	1109	9530	9530
17	1109	8595	8595
18	1109	11276	11276
0	1110	3936563	1731165
1	1110	6457	6457
2	1110	10848	10848
3	1110	9516	9516
4	1110	8499	8499
5	1110	10533	10533
6	1110	9353	9353
7	1110	5337	5337
8	1110	5689	5689
9	1110	7811	7811
10	1110	10669	10669
11	1110	9039	9039
12	1110	7474	7474
13	1110	7813	7813
14	1110	8616	8616
15	1110	8037	8037
16	1110	9575	9575
17	1110	8800	8800
18	1110	11275	11275
0	1111	3934854	1734823
1	1111	6416	6416
2	1111	11011	11011
3	1111	9717	9717
4	1111	8605	8605
5	1111	10645	10645
6	1111	9456	9456
7	1111	5454	5454
8	1111	5701	5701
9	1111	7783	7783
10	1111	10887	10887
11	1111	9174	9174
12	1111	7306	7306
13	1111	7982	7982
14	1111	8531	8531
15	1111	8221	8221
16	1111	9881	9881
17	1111	9059	9059
18	1111	11221	11221
0	1112	3957940	1469897
1	1112	5617	5617
2	1112	9155	9155
3	1112	8276	8276
4	1112	7176	7176
5	1112	9256	9256
6	1112	7937	7937
7	1112	4843	4843
8	1112	4935	4935
9	1112	6631	6631
10	1112	9229	9229
11	1112	7769	7769
12	1112	6071	6071
13	1112	6650	6650
14	1112	7492	7492
15	1112	7114	7114
16	1112	8375	8375
17	1112	7602	7602
18	1112	9836	9836
0	1113	3956639	1477886
1	1113	5443	5443
2	1113	9294	9294
3	1113	8250	8250
4	1113	7291	7291
5	1113	8881	8881
6	1113	8011	8011
7	1113	4877	4877
8	1113	5049	5049
9	1113	6806	6806
10	1113	9322	9322
11	1113	7853	7853
12	1113	6261	6261
13	1113	6878	6878
14	1113	7584	7584
15	1113	7316	7316
16	1113	8399	8399
17	1113	7783	7783
18	1113	9967	9967
0	1114	3976273	1273975
1	1114	4720	4720
2	1114	7885	7885
3	1114	7345	7345
4	1114	6510	6510
5	1114	7521	7521
6	1114	6858	6858
7	1114	4096	4096
8	1114	4216	4216
9	1114	5674	5674
10	1114	7884	7884
11	1114	6721	6721
12	1114	5356	5356
13	1114	5990	5990
14	1114	6431	6431
15	1114	6234	6234
16	1114	7357	7357
17	1114	6388	6388
18	1114	8445	8445
0	1115	3959211	1477659
1	1115	5484	5484
2	1115	9093	9093
3	1115	8405	8405
4	1115	7258	7258
5	1115	8965	8965
6	1115	8012	8012
7	1115	4688	4688
8	1115	4895	4895
9	1115	6646	6646
10	1115	9032	9032
11	1115	7678	7678
12	1115	6233	6233
13	1115	6701	6701
14	1115	7403	7403
15	1115	6928	6928
16	1115	8319	8319
17	1115	7387	7387
18	1115	9566	9566
0	1116	3936586	1710151
1	1116	6355	6355
2	1116	11067	11067
3	1116	9855	9855
4	1116	8517	8517
5	1116	10562	10562
6	1116	9275	9275
7	1116	5481	5481
8	1116	5728	5728
9	1116	7722	7722
10	1116	10529	10529
11	1116	8937	8937
12	1116	7092	7092
13	1116	7955	7955
14	1116	8594	8594
15	1116	8119	8119
16	1116	9695	9695
17	1116	8779	8779
18	1116	11056	11056
0	1117	3939054	1693840
1	1117	6295	6295
2	1117	10752	10752
3	1117	9514	9514
4	1117	8414	8414
5	1117	10517	10517
6	1117	9154	9154
7	1117	5350	5350
8	1117	5672	5672
9	1117	7569	7569
10	1117	10132	10132
11	1117	8966	8966
12	1117	7170	7170
13	1117	7744	7744
14	1117	8440	8440
15	1117	7980	7980
16	1117	9424	9424
17	1117	8689	8689
18	1117	11068	11068
0	1118	3936314	1722039
1	1118	6317	6317
2	1118	11143	11143
3	1118	9542	9542
4	1118	8438	8438
5	1118	10552	10552
6	1118	9534	9534
7	1118	5314	5314
8	1118	5716	5716
9	1118	7637	7637
10	1118	10768	10768
11	1118	9158	9158
12	1118	7188	7188
13	1118	7865	7865
14	1118	8608	8608
15	1118	8149	8149
16	1118	9598	9598
17	1118	8895	8895
18	1118	11168	11168
0	1119	3949828	1553721
1	1119	5759	5759
2	1119	9870	9870
3	1119	8957	8957
4	1119	7720	7720
5	1119	9785	9785
6	1119	8575	8575
7	1119	4993	4993
8	1119	5303	5303
9	1119	6989	6989
10	1119	9750	9750
11	1119	8243	8243
12	1119	6479	6479
13	1119	7092	7092
14	1119	7843	7843
15	1119	7484	7484
16	1119	8781	8781
17	1119	8134	8134
18	1119	10319	10319
0	1120	3938248	1687739
1	1120	6370	6370
2	1120	10955	10955
3	1120	9427	9427
4	1120	8169	8169
5	1120	10475	10475
6	1120	9500	9500
7	1120	5392	5392
8	1120	5732	5732
9	1120	7409	7409
10	1120	10383	10383
11	1120	8954	8954
12	1120	7111	7111
13	1120	7804	7804
14	1120	8608	8608
15	1120	8051	8051
16	1120	9542	9542
17	1120	8833	8833
18	1120	10941	10941
0	1121	3931616	1765196
1	1121	6653	6653
2	1121	11471	11471
3	1121	10179	10179
4	1121	8795	8795
5	1121	11091	11091
6	1121	9718	9718
7	1121	5669	5669
8	1121	5916	5916
9	1121	7824	7824
10	1121	10586	10586
11	1121	9467	9467
12	1121	7499	7499
13	1121	8151	8151
14	1121	8751	8751
15	1121	8343	8343
16	1121	9840	9840
17	1121	9023	9023
18	1121	11312	11312
0	1122	3941264	1665795
1	1122	6163	6163
2	1122	10584	10584
3	1122	9290	9290
4	1122	8182	8182
5	1122	10330	10330
6	1122	9185	9185
7	1122	5326	5326
8	1122	5563	5563
9	1122	7564	7564
10	1122	10074	10074
11	1122	8746	8746
12	1122	6935	6935
13	1122	7855	7855
14	1122	8323	8323
15	1122	7745	7745
16	1122	9295	9295
17	1122	8589	8589
18	1122	10891	10891
0	1123	3940642	1674589
1	1123	6170	6170
2	1123	10737	10737
3	1123	9383	9383
4	1123	8176	8176
5	1123	10232	10232
6	1123	9289	9289
7	1123	5327	5327
8	1123	5526	5526
9	1123	7607	7607
10	1123	10289	10289
11	1123	8734	8734
12	1123	6975	6975
13	1123	7745	7745
14	1123	8366	8366
15	1123	7891	7891
16	1123	9271	9271
17	1123	8533	8533
18	1123	11011	11011
0	1124	3941244	1664124
1	1124	6049	6049
2	1124	10721	10721
3	1124	9363	9363
4	1124	8172	8172
5	1124	10349	10349
6	1124	9241	9241
7	1124	5246	5246
8	1124	5448	5448
9	1124	7444	7444
10	1124	10246	10246
11	1124	8780	8780
12	1124	6965	6965
13	1124	7742	7742
14	1124	8389	8389
15	1124	7828	7828
16	1124	9290	9290
17	1124	8633	8633
18	1124	10754	10754
0	1125	3940088	1687169
1	1125	6320	6320
2	1125	10788	10788
3	1125	9492	9492
4	1125	8291	8291
5	1125	10442	10442
6	1125	9369	9369
7	1125	5325	5325
8	1125	5636	5636
9	1125	7529	7529
10	1125	10064	10064
11	1125	8743	8743
12	1125	7133	7133
13	1125	7766	7766
14	1125	8178	8178
15	1125	8021	8021
16	1125	9182	9182
17	1125	8762	8762
18	1125	10775	10775
0	1126	3939896	1685539
1	1126	6254	6254
2	1126	10926	10926
3	1126	9553	9553
4	1126	8316	8316
5	1126	10472	10472
6	1126	9026	9026
7	1126	5361	5361
8	1126	5487	5487
9	1126	7557	7557
10	1126	10334	10334
11	1126	8934	8934
12	1126	6816	6816
13	1126	7668	7668
14	1126	8328	8328
15	1126	8008	8008
16	1126	9433	9433
17	1126	8529	8529
18	1126	11006	11006
0	1127	3937471	1704626
1	1127	6323	6323
2	1127	11061	11061
3	1127	9598	9598
4	1127	8482	8482
5	1127	10633	10633
6	1127	9351	9351
7	1127	5320	5320
8	1127	5714	5714
9	1127	7741	7741
10	1127	10388	10388
11	1127	8974	8974
12	1127	7094	7094
13	1127	7976	7976
14	1127	8478	8478
15	1127	8025	8025
16	1127	9357	9357
17	1127	8829	8829
18	1127	11089	11089
0	1128	3941941	1668067
1	1128	6068	6068
2	1128	10654	10654
3	1128	9371	9371
4	1128	8151	8151
5	1128	10275	10275
6	1128	9040	9040
7	1128	5216	5216
8	1128	5574	5574
9	1128	7290	7290
10	1128	10101	10101
11	1128	8688	8688
12	1128	6935	6935
13	1128	7602	7602
14	1128	8334	8334
15	1128	7756	7756
16	1128	9443	9443
17	1128	8640	8640
18	1128	10825	10825
0	1129	3942922	1654775
1	1129	6001	6001
2	1129	10340	10340
3	1129	9275	9275
4	1129	8200	8200
5	1129	10089	10089
6	1129	8999	8999
7	1129	5189	5189
8	1129	5527	5527
9	1129	7500	7500
10	1129	10130	10130
11	1129	8522	8522
12	1129	7010	7010
13	1129	7591	7591
14	1129	8354	8354
15	1129	7764	7764
16	1129	9241	9241
17	1129	8548	8548
18	1129	10702	10702
0	1130	3944272	1634492
1	1130	6173	6173
2	1130	10336	10336
3	1130	9141	9141
4	1130	7976	7976
5	1130	10037	10037
6	1130	8845	8845
7	1130	5185	5185
8	1130	5383	5383
9	1130	7343	7343
10	1130	9910	9910
11	1130	8579	8579
12	1130	6962	6962
13	1130	7485	7485
14	1130	8173	8173
15	1130	7808	7808
16	1130	9087	9087
17	1130	8442	8442
18	1130	10767	10767
0	1131	3940598	1682162
1	1131	6112	6112
2	1131	10893	10893
3	1131	9442	9442
4	1131	8270	8270
5	1131	10513	10513
6	1131	9205	9205
7	1131	5336	5336
8	1131	5688	5688
9	1131	7384	7384
10	1131	10147	10147
11	1131	8805	8805
12	1131	7080	7080
13	1131	7647	7647
14	1131	8338	8338
15	1131	7936	7936
16	1131	9158	9158
17	1131	8600	8600
18	1131	10752	10752
0	1132	3946810	1619668
1	1132	6093	6093
2	1132	10200	10200
3	1132	8829	8829
4	1132	7778	7778
5	1132	10023	10023
6	1132	8941	8941
7	1132	5041	5041
8	1132	5330	5330
9	1132	7133	7133
10	1132	9730	9730
11	1132	8522	8522
12	1132	6745	6745
13	1132	7477	7477
14	1132	8001	8001
15	1132	7547	7547
16	1132	9046	9046
17	1132	8330	8330
18	1132	10328	10328
0	1133	3936751	1712398
1	1133	6453	6453
2	1133	11064	11064
3	1133	9561	9561
4	1133	8375	8375
5	1133	10800	10800
6	1133	9515	9515
7	1133	5418	5418
8	1133	5809	5809
9	1133	7566	7566
10	1133	10457	10457
11	1133	9081	9081
12	1133	7315	7315
13	1133	7889	7889
14	1133	8461	8461
15	1133	7968	7968
16	1133	9579	9579
17	1133	8831	8831
18	1133	11011	11011
0	1134	3940728	1679262
1	1134	6225	6225
2	1134	10987	10987
3	1134	9491	9491
4	1134	8146	8146
5	1134	10356	10356
6	1134	8954	8954
7	1134	5440	5440
8	1134	5463	5463
9	1134	7470	7470
10	1134	10147	10147
11	1134	8868	8868
12	1134	6964	6964
13	1134	7598	7598
14	1134	8468	8468
15	1134	7955	7955
16	1134	9354	9354
17	1134	8447	8447
18	1134	10843	10843
0	1135	3941389	1663842
1	1135	6044	6044
2	1135	10912	10912
3	1135	9459	9459
4	1135	8266	8266
5	1135	10340	10340
6	1135	9162	9162
7	1135	5260	5260
8	1135	5406	5406
9	1135	7440	7440
10	1135	10327	10327
11	1135	8843	8843
12	1135	6885	6885
13	1135	7617	7617
14	1135	8220	8220
15	1135	7706	7706
16	1135	9302	9302
17	1135	8487	8487
18	1135	10839	10839
0	1136	3937125	1719930
1	1136	6245	6245
2	1136	11248	11248
3	1136	9583	9583
4	1136	8369	8369
5	1136	10685	10685
6	1136	9536	9536
7	1136	5462	5462
8	1136	5686	5686
9	1136	7527	7527
10	1136	10492	10492
11	1136	9079	9079
12	1136	7108	7108
13	1136	7780	7780
14	1136	8479	8479
15	1136	7901	7901
16	1136	9559	9559
17	1136	8861	8861
18	1136	11179	11179
0	1137	3939784	1693110
1	1137	6292	6292
2	1137	10889	10889
3	1137	9608	9608
4	1137	8265	8265
5	1137	10534	10534
6	1137	9410	9410
7	1137	5506	5506
8	1137	5635	5635
9	1137	7487	7487
10	1137	10145	10145
11	1137	8940	8940
12	1137	6906	6906
13	1137	7527	7527
14	1137	8254	8254
15	1137	7958	7958
16	1137	9318	9318
17	1137	8711	8711
18	1137	10735	10735
0	1138	3939995	1684666
1	1138	6383	6383
2	1138	10872	10872
3	1138	9510	9510
4	1138	8207	8207
5	1138	10388	10388
6	1138	9095	9095
7	1138	5382	5382
8	1138	5455	5455
9	1138	7471	7471
10	1138	10149	10149
11	1138	8965	8965
12	1138	7023	7023
13	1138	7542	7542
14	1138	8639	8639
15	1138	7848	7848
16	1138	9401	9401
17	1138	8731	8731
18	1138	10848	10848
0	1139	3946593	1615042
1	1139	6038	6038
2	1139	10388	10388
3	1139	8847	8847
4	1139	8039	8039
5	1139	9923	9923
6	1139	8810	8810
7	1139	5176	5176
8	1139	5470	5470
9	1139	7125	7125
10	1139	9926	9926
11	1139	8479	8479
12	1139	6784	6784
13	1139	7353	7353
14	1139	7947	7947
15	1139	7409	7409
16	1139	8953	8953
17	1139	8205	8205
18	1139	10439	10439
0	1140	3945577	1631607
1	1140	6042	6042
2	1140	10431	10431
3	1140	9077	9077
4	1140	8146	8146
5	1140	10232	10232
6	1140	8717	8717
7	1140	5049	5049
8	1140	5273	5273
9	1140	7223	7223
10	1140	10016	10016
11	1140	8521	8521
12	1140	6797	6797
13	1140	7399	7399
14	1140	8039	8039
15	1140	7640	7640
16	1140	9117	9117
17	1140	8195	8195
18	1140	10413	10413
0	1141	3943326	1657342
1	1141	6076	6076
2	1141	10722	10722
3	1141	9199	9199
4	1141	8194	8194
5	1141	10225	10225
6	1141	9041	9041
7	1141	5216	5216
8	1141	5557	5557
9	1141	7290	7290
10	1141	9986	9986
11	1141	8607	8607
12	1141	6782	6782
13	1141	7727	7727
14	1141	8397	8397
15	1141	7643	7643
16	1141	8985	8985
17	1141	8404	8404
18	1141	10527	10527
0	1142	3945336	1626669
1	1142	6005	6005
2	1142	10322	10322
3	1142	9303	9303
4	1142	8011	8011
5	1142	9861	9861
6	1142	8936	8936
7	1142	5204	5204
8	1142	5284	5284
9	1142	7187	7187
10	1142	10003	10003
11	1142	8464	8464
12	1142	6905	6905
13	1142	7435	7435
14	1142	7937	7937
15	1142	7722	7722
16	1142	9074	9074
17	1142	8420	8420
18	1142	10495	10495
0	1143	3944630	1628326
1	1143	6139	6139
2	1143	10504	10504
3	1143	9178	9178
4	1143	7967	7967
5	1143	10055	10055
6	1143	8919	8919
7	1143	5059	5059
8	1143	5375	5375
9	1143	7359	7359
10	1143	10008	10008
11	1143	8463	8463
12	1143	6767	6767
13	1143	7268	7268
14	1143	8172	8172
15	1143	7807	7807
16	1143	9113	9113
17	1143	8252	8252
18	1143	10869	10869
0	1144	3950861	1559447
1	1144	5704	5704
2	1144	10156	10156
3	1144	8788	8788
4	1144	7758	7758
5	1144	9682	9682
6	1144	8603	8603
7	1144	4987	4987
8	1144	5132	5132
9	1144	6881	6881
10	1144	9594	9594
11	1144	8265	8265
12	1144	6521	6521
13	1144	7123	7123
14	1144	7776	7776
15	1144	7509	7509
16	1144	8597	8597
17	1144	7903	7903
18	1144	10064	10064
0	1145	3941167	1668865
1	1145	6172	6172
2	1145	10952	10952
3	1145	9231	9231
4	1145	8269	8269
5	1145	10484	10484
6	1145	9350	9350
7	1145	5247	5247
8	1145	5506	5506
9	1145	7324	7324
10	1145	10328	10328
11	1145	8761	8761
12	1145	6927	6927
13	1145	7642	7642
14	1145	8447	8447
15	1145	7719	7719
16	1145	9172	9172
17	1145	8467	8467
18	1145	10739	10739
0	1146	3943793	1624669
1	1146	6052	6052
2	1146	10594	10594
3	1146	9290	9290
4	1146	8215	8215
5	1146	10044	10044
6	1146	9034	9034
7	1146	5103	5103
8	1146	5521	5521
9	1146	7195	7195
10	1146	9979	9979
11	1146	8737	8737
12	1146	6878	6878
13	1146	7291	7291
14	1146	8220	8220
15	1146	7733	7733
16	1146	9198	9198
17	1146	8370	8370
18	1146	10657	10657
0	1147	3947742	1597469
1	1147	6016	6016
2	1147	10177	10177
3	1147	9154	9154
4	1147	7987	7987
5	1147	9862	9862
6	1147	8770	8770
7	1147	5070	5070
8	1147	5342	5342
9	1147	7074	7074
10	1147	9706	9706
11	1147	8229	8229
12	1147	6884	6884
13	1147	7192	7192
14	1147	8031	8031
15	1147	7387	7387
16	1147	8874	8874
17	1147	8094	8094
18	1147	10313	10313
0	1148	3940593	1678892
1	1148	6197	6197
2	1148	11236	11236
3	1148	9378	9378
4	1148	8225	8225
5	1148	10450	10450
6	1148	9123	9123
7	1148	5325	5325
8	1148	5539	5539
9	1148	7424	7424
10	1148	10389	10389
11	1148	8778	8778
12	1148	6928	6928
13	1148	7591	7591
14	1148	8283	8283
15	1148	7808	7808
16	1148	9261	9261
17	1148	8600	8600
18	1148	10776	10776
0	1149	3940789	1686362
1	1149	6138	6138
2	1149	10872	10872
3	1149	9394	9394
4	1149	8239	8239
5	1149	10394	10394
6	1149	9149	9149
7	1149	5337	5337
8	1149	5646	5646
9	1149	7328	7328
10	1149	10150	10150
11	1149	8842	8842
12	1149	6982	6982
13	1149	7675	7675
14	1149	8404	8404
15	1149	7916	7916
16	1149	9327	9327
17	1149	8585	8585
18	1149	10737	10737
0	1150	3942157	1665475
1	1150	6019	6019
2	1150	10634	10634
3	1150	9371	9371
4	1150	8070	8070
5	1150	10338	10338
6	1150	9360	9360
7	1150	5173	5173
8	1150	5422	5422
9	1150	7463	7463
10	1150	10288	10288
11	1150	8814	8814
12	1150	7037	7037
13	1150	7457	7457
14	1150	8217	8217
15	1150	7794	7794
16	1150	9185	9185
17	1150	8474	8474
18	1150	10631	10631
0	1151	3942037	1654850
1	1151	6050	6050
2	1151	11038	11038
3	1151	9313	9313
4	1151	8234	8234
5	1151	10258	10258
6	1151	9119	9119
7	1151	5181	5181
8	1151	5491	5491
9	1151	7264	7264
10	1151	10303	10303
11	1151	8563	8563
12	1151	6868	6868
13	1151	7538	7538
14	1151	8330	8330
15	1151	7806	7806
16	1151	9185	9185
17	1151	8502	8502
18	1151	10824	10824
0	1152	3942030	1668607
1	1152	6052	6052
2	1152	10842	10842
3	1152	9496	9496
4	1152	8196	8196
5	1152	10383	10383
6	1152	9151	9151
7	1152	5285	5285
8	1152	5537	5537
9	1152	7369	7369
10	1152	10114	10114
11	1152	8632	8632
12	1152	6815	6815
13	1152	7474	7474
14	1152	8272	8272
15	1152	7841	7841
16	1152	9155	9155
17	1152	8547	8547
18	1152	10713	10713
0	1153	3942998	1656129
1	1153	6242	6242
2	1153	10858	10858
3	1153	9269	9269
4	1153	8134	8134
5	1153	10308	10308
6	1153	9168	9168
7	1153	5166	5166
8	1153	5532	5532
9	1153	7376	7376
10	1153	9926	9926
11	1153	8742	8742
12	1153	7072	7072
13	1153	7473	7473
14	1153	8039	8039
15	1153	7585	7585
16	1153	9119	9119
17	1153	8285	8285
18	1153	10612	10612
0	1154	3944185	1638586
1	1154	6013	6013
2	1154	10733	10733
3	1154	9118	9118
4	1154	8176	8176
5	1154	10333	10333
6	1154	8894	8894
7	1154	5244	5244
8	1154	5580	5580
9	1154	7249	7249
10	1154	10054	10054
11	1154	8745	8745
12	1154	6876	6876
13	1154	7371	7371
14	1154	8141	8141
15	1154	7388	7388
16	1154	8946	8946
17	1154	8484	8484
18	1154	10374	10374
0	1155	3942773	1654385
1	1155	6084	6084
2	1155	10619	10619
3	1155	9143	9143
4	1155	8312	8312
5	1155	10325	10325
6	1155	9056	9056
7	1155	5276	5276
8	1155	5535	5535
9	1155	7358	7358
10	1155	10175	10175
11	1155	8690	8690
12	1155	6816	6816
13	1155	7595	7595
14	1155	8245	8245
15	1155	7796	7796
16	1155	9052	9052
17	1155	8475	8475
18	1155	10579	10579
0	1156	3943499	1651451
1	1156	6048	6048
2	1156	10633	10633
3	1156	9292	9292
4	1156	8079	8079
5	1156	10119	10119
6	1156	8961	8961
7	1156	5174	5174
8	1156	5403	5403
9	1156	7301	7301
10	1156	10036	10036
11	1156	8704	8704
12	1156	6865	6865
13	1156	7575	7575
14	1156	8106	8106
15	1156	7830	7830
16	1156	9210	9210
17	1156	8483	8483
18	1156	10586	10586
0	1157	3941453	1669495
1	1157	6020	6020
2	1157	10920	10920
3	1157	9525	9525
4	1157	8059	8059
5	1157	10607	10607
6	1157	9196	9196
7	1157	5417	5417
8	1157	5625	5625
9	1157	7270	7270
10	1157	9989	9989
11	1157	8714	8714
12	1157	6856	6856
13	1157	7565	7565
14	1157	8330	8330
15	1157	7834	7834
16	1157	9235	9235
17	1157	8496	8496
18	1157	10793	10793
0	1158	3944225	1636800
1	1158	6033	6033
2	1158	10625	10625
3	1158	9384	9384
4	1158	8011	8011
5	1158	10126	10126
6	1158	8966	8966
7	1158	5115	5115
8	1158	5434	5434
9	1158	7277	7277
10	1158	10075	10075
11	1158	8557	8557
12	1158	6728	6728
13	1158	7527	7527
14	1158	8237	8237
15	1158	7693	7693
16	1158	9032	9032
17	1158	8321	8321
18	1158	10538	10538
0	1159	3944425	1646233
1	1159	6051	6051
2	1159	10603	10603
3	1159	9245	9245
4	1159	7943	7943
5	1159	10092	10092
6	1159	8734	8734
7	1159	5183	5183
8	1159	5617	5617
9	1159	7319	7319
10	1159	9889	9889
11	1159	8757	8757
12	1159	6754	6754
13	1159	7538	7538
14	1159	8096	8096
15	1159	7614	7614
16	1159	9029	9029
17	1159	8361	8361
18	1159	10654	10654
0	1160	3944738	1633618
1	1160	6077	6077
2	1160	10901	10901
3	1160	9127	9127
4	1160	8026	8026
5	1160	9972	9972
6	1160	9061	9061
7	1160	5118	5118
8	1160	5426	5426
9	1160	7078	7078
10	1160	9993	9993
11	1160	8570	8570
12	1160	6699	6699
13	1160	7514	7514
14	1160	7911	7911
15	1160	7705	7705
16	1160	9069	9069
17	1160	8441	8441
18	1160	10478	10478
0	1161	3944249	1641586
1	1161	6001	6001
2	1161	10826	10826
3	1161	9338	9338
4	1161	8126	8126
5	1161	10297	10297
6	1161	8839	8839
7	1161	5133	5133
8	1161	5462	5462
9	1161	7326	7326
10	1161	9939	9939
11	1161	8552	8552
12	1161	6906	6906
13	1161	7442	7442
14	1161	8068	8068
15	1161	7591	7591
16	1161	8946	8946
17	1161	8449	8449
18	1161	10414	10414
0	1162	3944993	1631575
1	1162	6017	6017
2	1162	10615	10615
3	1162	9301	9301
4	1162	7932	7932
5	1162	10226	10226
6	1162	8906	8906
7	1162	5057	5057
8	1162	5481	5481
9	1162	7285	7285
10	1162	9946	9946
11	1162	8612	8612
12	1162	6759	6759
13	1162	7465	7465
14	1162	8094	8094
15	1162	7674	7674
16	1162	8793	8793
17	1162	8165	8165
18	1162	10583	10583
0	1163	3942286	1661940
1	1163	6118	6118
2	1163	11100	11100
3	1163	9329	9329
4	1163	8248	8248
5	1163	10619	10619
6	1163	9040	9040
7	1163	5128	5128
8	1163	5565	5565
9	1163	7410	7410
10	1163	10093	10093
11	1163	8734	8734
12	1163	6885	6885
13	1163	7502	7502
14	1163	8045	8045
15	1163	7720	7720
16	1163	9004	9004
17	1163	8393	8393
18	1163	10685	10685
0	1164	3944610	1634190
1	1164	6067	6067
2	1164	10708	10708
3	1164	9229	9229
4	1164	7960	7960
5	1164	10398	10398
6	1164	9008	9008
7	1164	5173	5173
8	1164	5500	5500
9	1164	7073	7073
10	1164	9813	9813
11	1164	8684	8684
12	1164	6854	6854
13	1164	7339	7339
14	1164	8117	8117
15	1164	7651	7651
16	1164	8949	8949
17	1164	8287	8287
18	1164	10484	10484
0	1165	3940127	1672746
1	1165	6223	6223
2	1165	11143	11143
3	1165	9483	9483
4	1165	8415	8415
5	1165	10632	10632
6	1165	9380	9380
7	1165	5408	5408
8	1165	5563	5563
9	1165	7398	7398
10	1165	9993	9993
11	1165	8776	8776
12	1165	7041	7041
13	1165	7651	7651
14	1165	8294	8294
15	1165	7803	7803
16	1165	9284	9284
17	1165	8608	8608
18	1165	10682	10682
0	1166	3941813	1658134
1	1166	6086	6086
2	1166	10774	10774
3	1166	9116	9116
4	1166	8207	8207
5	1166	10380	10380
6	1166	9239	9239
7	1166	5182	5182
8	1166	5499	5499
9	1166	7369	7369
10	1166	10297	10297
11	1166	8796	8796
12	1166	7076	7076
13	1166	7571	7571
14	1166	8273	8273
15	1166	7697	7697
16	1166	9302	9302
17	1166	8389	8389
18	1166	10838	10838
