Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
16s-C08_S114_L001_R1_001	(2.0, 226.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 1.0)	(18.0, 3.0)	(19.0, 2.0)	(20.0, 11.0)	(21.0, 28.0)	(22.0, 88.0)	(23.0, 281.0)	(24.0, 811.0)	(25.0, 2187.0)	(26.0, 4530.0)	(27.0, 8084.0)	(28.0, 12117.0)	(29.0, 17062.0)	(30.0, 22905.0)	(31.0, 30944.0)	(32.0, 41641.0)	(33.0, 59835.0)	(34.0, 90757.0)	(35.0, 164510.0)	(36.0, 305668.0)	(37.0, 856.0)
16s-C08_S114_L001_R2_001	(2.0, 219.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 124.0)	(13.0, 419.0)	(14.0, 308.0)	(15.0, 237.0)	(16.0, 254.0)	(17.0, 380.0)	(18.0, 473.0)	(19.0, 633.0)	(20.0, 799.0)	(21.0, 1203.0)	(22.0, 1673.0)	(23.0, 2652.0)	(24.0, 4286.0)	(25.0, 6726.0)	(26.0, 9602.0)	(27.0, 13106.0)	(28.0, 17442.0)	(29.0, 23188.0)	(30.0, 30588.0)	(31.0, 41260.0)	(32.0, 55401.0)	(33.0, 74331.0)	(34.0, 106284.0)	(35.0, 201660.0)	(36.0, 169171.0)	(37.0, 127.0)
16s-C09_S122_L001_R1_001	(2.0, 192.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 5.0)	(20.0, 22.0)	(21.0, 48.0)	(22.0, 203.0)	(23.0, 673.0)	(24.0, 2162.0)	(25.0, 5016.0)	(26.0, 9325.0)	(27.0, 14550.0)	(28.0, 19689.0)	(29.0, 26190.0)	(30.0, 34323.0)	(31.0, 47524.0)	(32.0, 65106.0)	(33.0, 87393.0)	(34.0, 131095.0)	(35.0, 236097.0)	(36.0, 106292.0)	(37.0, 22.0)
16s-C09_S122_L001_R2_001	(2.0, 194.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 96.0)	(13.0, 321.0)	(14.0, 350.0)	(15.0, 277.0)	(16.0, 265.0)	(17.0, 304.0)	(18.0, 453.0)	(19.0, 525.0)	(20.0, 694.0)	(21.0, 984.0)	(22.0, 1300.0)	(23.0, 1524.0)	(24.0, 2133.0)	(25.0, 3234.0)	(26.0, 4859.0)	(27.0, 7573.0)	(28.0, 11263.0)	(29.0, 17479.0)	(30.0, 26347.0)	(31.0, 39611.0)	(32.0, 58068.0)	(33.0, 82365.0)	(34.0, 119710.0)	(35.0, 225487.0)	(36.0, 180438.0)	(37.0, 76.0)
16s-C10_S130_L001_R1_001	(2.0, 112.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 3.0)	(20.0, 5.0)	(21.0, 25.0)	(22.0, 98.0)	(23.0, 314.0)	(24.0, 901.0)	(25.0, 2353.0)	(26.0, 4837.0)	(27.0, 8755.0)	(28.0, 13474.0)	(29.0, 19130.0)	(30.0, 25768.0)	(31.0, 35829.0)	(32.0, 49800.0)	(33.0, 72916.0)	(34.0, 104946.0)	(35.0, 203404.0)	(36.0, 223852.0)	(37.0, 94.0)
16s-C10_S130_L001_R2_001	(2.0, 109.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 111.0)	(13.0, 350.0)	(14.0, 304.0)	(15.0, 208.0)	(16.0, 231.0)	(17.0, 326.0)	(18.0, 412.0)	(19.0, 526.0)	(20.0, 742.0)	(21.0, 1095.0)	(22.0, 1518.0)	(23.0, 2070.0)	(24.0, 3415.0)	(25.0, 5354.0)	(26.0, 8075.0)	(27.0, 11760.0)	(28.0, 16544.0)	(29.0, 22899.0)	(30.0, 31601.0)	(31.0, 44240.0)	(32.0, 59588.0)	(33.0, 81402.0)	(34.0, 112554.0)	(35.0, 199167.0)	(36.0, 161939.0)	(37.0, 78.0)
16s-C11_S138_L001_R1_001	(2.0, 377.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 2.0)	(18.0, 0.0)	(19.0, 4.0)	(20.0, 7.0)	(21.0, 38.0)	(22.0, 128.0)	(23.0, 452.0)	(24.0, 1374.0)	(25.0, 3466.0)	(26.0, 7187.0)	(27.0, 11932.0)	(28.0, 17808.0)	(29.0, 24930.0)	(30.0, 34825.0)	(31.0, 49342.0)	(32.0, 67094.0)	(33.0, 92657.0)	(34.0, 146500.0)	(35.0, 220358.0)	(36.0, 67577.0)	(37.0, 13.0)
16s-C11_S138_L001_R2_001	(2.0, 376.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 48.0)	(13.0, 260.0)	(14.0, 307.0)	(15.0, 262.0)	(16.0, 197.0)	(17.0, 267.0)	(18.0, 352.0)	(19.0, 439.0)	(20.0, 623.0)	(21.0, 838.0)	(22.0, 948.0)	(23.0, 1031.0)	(24.0, 1306.0)	(25.0, 1960.0)	(26.0, 3076.0)	(27.0, 5002.0)	(28.0, 7924.0)	(29.0, 12329.0)	(30.0, 19771.0)	(31.0, 31319.0)	(32.0, 49094.0)	(33.0, 73282.0)	(34.0, 115725.0)	(35.0, 232883.0)	(36.0, 186312.0)	(37.0, 142.0)
16s-C12_S146_L001_R1_001	(2.0, 322.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 2.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 3.0)	(20.0, 12.0)	(21.0, 33.0)	(22.0, 114.0)	(23.0, 363.0)	(24.0, 998.0)	(25.0, 2425.0)	(26.0, 4855.0)	(27.0, 8544.0)	(28.0, 12864.0)	(29.0, 17850.0)	(30.0, 24122.0)	(31.0, 32002.0)	(32.0, 42387.0)	(33.0, 59960.0)	(34.0, 90581.0)	(35.0, 164386.0)	(36.0, 319325.0)	(37.0, 844.0)
16s-C12_S146_L001_R2_001	(2.0, 320.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 91.0)	(13.0, 350.0)	(14.0, 264.0)	(15.0, 201.0)	(16.0, 221.0)	(17.0, 297.0)	(18.0, 396.0)	(19.0, 468.0)	(20.0, 684.0)	(21.0, 1053.0)	(22.0, 1531.0)	(23.0, 2384.0)	(24.0, 3830.0)	(25.0, 6308.0)	(26.0, 8956.0)	(27.0, 12706.0)	(28.0, 16850.0)	(29.0, 22503.0)	(30.0, 29605.0)	(31.0, 39732.0)	(32.0, 54483.0)	(33.0, 74777.0)	(34.0, 110020.0)	(35.0, 211020.0)	(36.0, 182746.0)	(37.0, 196.0)
16s-D01_S59_L001_R1_001	(2.0, 112.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 1.0)	(20.0, 0.0)	(21.0, 9.0)	(22.0, 40.0)	(23.0, 162.0)	(24.0, 509.0)	(25.0, 1258.0)	(26.0, 2793.0)	(27.0, 5652.0)	(28.0, 9547.0)	(29.0, 14179.0)	(30.0, 20085.0)	(31.0, 28125.0)	(32.0, 39470.0)	(33.0, 59864.0)	(34.0, 91415.0)	(35.0, 176725.0)	(36.0, 240163.0)	(37.0, 208.0)
16s-D01_S59_L001_R2_001	(2.0, 110.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 65.0)	(13.0, 260.0)	(14.0, 248.0)	(15.0, 166.0)	(16.0, 169.0)	(17.0, 300.0)	(18.0, 357.0)	(19.0, 533.0)	(20.0, 721.0)	(21.0, 1010.0)	(22.0, 1567.0)	(23.0, 2252.0)	(24.0, 3708.0)	(25.0, 5669.0)	(26.0, 8221.0)	(27.0, 11222.0)	(28.0, 15381.0)	(29.0, 20734.0)	(30.0, 28172.0)	(31.0, 38253.0)	(32.0, 52275.0)	(33.0, 69331.0)	(34.0, 97878.0)	(35.0, 185657.0)	(36.0, 145971.0)	(37.0, 88.0)
16s-D02_S67_L001_R1_001	(2.0, 149.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 1.0)	(19.0, 3.0)	(20.0, 7.0)	(21.0, 26.0)	(22.0, 112.0)	(23.0, 330.0)	(24.0, 951.0)	(25.0, 2400.0)	(26.0, 5201.0)	(27.0, 9558.0)	(28.0, 15220.0)	(29.0, 21624.0)	(30.0, 29386.0)	(31.0, 40380.0)	(32.0, 55455.0)	(33.0, 80364.0)	(34.0, 115180.0)	(35.0, 223216.0)	(36.0, 241607.0)	(37.0, 118.0)
16s-D02_S67_L001_R2_001	(2.0, 148.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 89.0)	(13.0, 365.0)	(14.0, 372.0)	(15.0, 266.0)	(16.0, 281.0)	(17.0, 378.0)	(18.0, 509.0)	(19.0, 687.0)	(20.0, 928.0)	(21.0, 1267.0)	(22.0, 1665.0)	(23.0, 2521.0)	(24.0, 4074.0)	(25.0, 6416.0)	(26.0, 9536.0)	(27.0, 13665.0)	(28.0, 18828.0)	(29.0, 26321.0)	(30.0, 35861.0)	(31.0, 49539.0)	(32.0, 66455.0)	(33.0, 86788.0)	(34.0, 124884.0)	(35.0, 232227.0)	(36.0, 157148.0)	(37.0, 73.0)
16s-D03_S75_L001_R1_001	(2.0, 202.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 2.0)	(20.0, 10.0)	(21.0, 30.0)	(22.0, 103.0)	(23.0, 343.0)	(24.0, 957.0)	(25.0, 2425.0)	(26.0, 4995.0)	(27.0, 9048.0)	(28.0, 13738.0)	(29.0, 19788.0)	(30.0, 26675.0)	(31.0, 36382.0)	(32.0, 50487.0)	(33.0, 74022.0)	(34.0, 111460.0)	(35.0, 228278.0)	(36.0, 291157.0)	(37.0, 207.0)
16s-D03_S75_L001_R2_001	(2.0, 203.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 112.0)	(13.0, 398.0)	(14.0, 264.0)	(15.0, 207.0)	(16.0, 229.0)	(17.0, 333.0)	(18.0, 436.0)	(19.0, 515.0)	(20.0, 734.0)	(21.0, 1166.0)	(22.0, 1665.0)	(23.0, 2220.0)	(24.0, 3377.0)	(25.0, 5489.0)	(26.0, 8087.0)	(27.0, 11726.0)	(28.0, 16166.0)	(29.0, 22306.0)	(30.0, 30610.0)	(31.0, 43349.0)	(32.0, 59819.0)	(33.0, 84896.0)	(34.0, 125005.0)	(35.0, 243057.0)	(36.0, 207620.0)	(37.0, 320.0)
16s-D04_S83_L001_R1_001	(2.0, 98.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 3.0)	(19.0, 1.0)	(20.0, 9.0)	(21.0, 25.0)	(22.0, 95.0)	(23.0, 279.0)	(24.0, 745.0)	(25.0, 1732.0)	(26.0, 3760.0)	(27.0, 6447.0)	(28.0, 10380.0)	(29.0, 15321.0)	(30.0, 21350.0)	(31.0, 29324.0)	(32.0, 41409.0)	(33.0, 61675.0)	(34.0, 92739.0)	(35.0, 189396.0)	(36.0, 267184.0)	(37.0, 168.0)
16s-D04_S83_L001_R2_001	(2.0, 95.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 86.0)	(13.0, 315.0)	(14.0, 292.0)	(15.0, 201.0)	(16.0, 212.0)	(17.0, 313.0)	(18.0, 329.0)	(19.0, 438.0)	(20.0, 640.0)	(21.0, 968.0)	(22.0, 1319.0)	(23.0, 1877.0)	(24.0, 3022.0)	(25.0, 4850.0)	(26.0, 7354.0)	(27.0, 10629.0)	(28.0, 14839.0)	(29.0, 20291.0)	(30.0, 28798.0)	(31.0, 41044.0)	(32.0, 57623.0)	(33.0, 79988.0)	(34.0, 112389.0)	(35.0, 195865.0)	(36.0, 158285.0)	(37.0, 78.0)
16s-D05_S91_L001_R1_001	(2.0, 103.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 2.0)	(20.0, 5.0)	(21.0, 39.0)	(22.0, 163.0)	(23.0, 567.0)	(24.0, 1625.0)	(25.0, 3714.0)	(26.0, 7239.0)	(27.0, 12034.0)	(28.0, 17839.0)	(29.0, 25307.0)	(30.0, 36222.0)	(31.0, 49953.0)	(32.0, 67102.0)	(33.0, 93649.0)	(34.0, 145293.0)	(35.0, 211560.0)	(36.0, 80506.0)	(37.0, 31.0)
16s-D05_S91_L001_R2_001	(2.0, 106.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 102.0)	(13.0, 316.0)	(14.0, 303.0)	(15.0, 217.0)	(16.0, 231.0)	(17.0, 287.0)	(18.0, 308.0)	(19.0, 451.0)	(20.0, 637.0)	(21.0, 890.0)	(22.0, 1080.0)	(23.0, 1053.0)	(24.0, 1188.0)	(25.0, 1695.0)	(26.0, 2747.0)	(27.0, 4382.0)	(28.0, 7017.0)	(29.0, 11050.0)	(30.0, 17517.0)	(31.0, 28300.0)	(32.0, 44254.0)	(33.0, 68533.0)	(34.0, 110797.0)	(35.0, 234737.0)	(36.0, 214601.0)	(37.0, 156.0)
16s-D06_S99_L001_R1_001	(2.0, 156.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 2.0)	(20.0, 6.0)	(21.0, 11.0)	(22.0, 63.0)	(23.0, 184.0)	(24.0, 487.0)	(25.0, 1235.0)	(26.0, 2666.0)	(27.0, 5064.0)	(28.0, 8482.0)	(29.0, 12207.0)	(30.0, 17439.0)	(31.0, 24652.0)	(32.0, 33819.0)	(33.0, 51670.0)	(34.0, 79033.0)	(35.0, 147993.0)	(36.0, 266789.0)	(37.0, 463.0)
16s-D06_S99_L001_R2_001	(2.0, 154.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 64.0)	(13.0, 260.0)	(14.0, 243.0)	(15.0, 160.0)	(16.0, 215.0)	(17.0, 277.0)	(18.0, 356.0)	(19.0, 454.0)	(20.0, 662.0)	(21.0, 991.0)	(22.0, 1438.0)	(23.0, 2119.0)	(24.0, 3448.0)	(25.0, 5530.0)	(26.0, 8129.0)	(27.0, 11261.0)	(28.0, 14941.0)	(29.0, 20407.0)	(30.0, 26955.0)	(31.0, 36322.0)	(32.0, 48889.0)	(33.0, 65908.0)	(34.0, 94215.0)	(35.0, 177272.0)	(36.0, 131679.0)	(37.0, 73.0)
16s-D07_S107_L001_R1_001	(2.0, 59.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 6.0)	(20.0, 19.0)	(21.0, 27.0)	(22.0, 155.0)	(23.0, 469.0)	(24.0, 1323.0)	(25.0, 3361.0)	(26.0, 7196.0)	(27.0, 11960.0)	(28.0, 17464.0)	(29.0, 23785.0)	(30.0, 31997.0)	(31.0, 43819.0)	(32.0, 59115.0)	(33.0, 81586.0)	(34.0, 119240.0)	(35.0, 219575.0)	(36.0, 116451.0)	(37.0, 20.0)
16s-D07_S107_L001_R2_001	(2.0, 60.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 130.0)	(13.0, 371.0)	(14.0, 267.0)	(15.0, 217.0)	(16.0, 228.0)	(17.0, 300.0)	(18.0, 363.0)	(19.0, 430.0)	(20.0, 677.0)	(21.0, 912.0)	(22.0, 1138.0)	(23.0, 1433.0)	(24.0, 1948.0)	(25.0, 3040.0)	(26.0, 4694.0)	(27.0, 7020.0)	(28.0, 10484.0)	(29.0, 15614.0)	(30.0, 23968.0)	(31.0, 36256.0)	(32.0, 53331.0)	(33.0, 77536.0)	(34.0, 119424.0)	(35.0, 228697.0)	(36.0, 149011.0)	(37.0, 82.0)
16s-D08_S115_L001_R1_001	(2.0, 200.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 1.0)	(20.0, 3.0)	(21.0, 15.0)	(22.0, 43.0)	(23.0, 141.0)	(24.0, 398.0)	(25.0, 987.0)	(26.0, 2242.0)	(27.0, 4271.0)	(28.0, 7169.0)	(29.0, 10749.0)	(30.0, 15708.0)	(31.0, 22435.0)	(32.0, 31904.0)	(33.0, 47208.0)	(34.0, 75026.0)	(35.0, 134728.0)	(36.0, 290658.0)	(37.0, 1176.0)
16s-D08_S115_L001_R2_001	(2.0, 196.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 68.0)	(13.0, 266.0)	(14.0, 222.0)	(15.0, 157.0)	(16.0, 184.0)	(17.0, 272.0)	(18.0, 340.0)	(19.0, 419.0)	(20.0, 614.0)	(21.0, 908.0)	(22.0, 1279.0)	(23.0, 1835.0)	(24.0, 3002.0)	(25.0, 4863.0)	(26.0, 7070.0)	(27.0, 10225.0)	(28.0, 13388.0)	(29.0, 18097.0)	(30.0, 24431.0)	(31.0, 32958.0)	(32.0, 45058.0)	(33.0, 62435.0)	(34.0, 90271.0)	(35.0, 173971.0)	(36.0, 152403.0)	(37.0, 129.0)
16s-D09_S123_L001_R1_001	(2.0, 96.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 4.0)	(21.0, 19.0)	(22.0, 74.0)	(23.0, 237.0)	(24.0, 737.0)	(25.0, 1959.0)	(26.0, 4301.0)	(27.0, 7960.0)	(28.0, 12868.0)	(29.0, 18654.0)	(30.0, 26251.0)	(31.0, 36866.0)	(32.0, 51733.0)	(33.0, 71994.0)	(34.0, 105934.0)	(35.0, 203882.0)	(36.0, 121807.0)	(37.0, 41.0)
16s-D09_S123_L001_R2_001	(2.0, 92.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 57.0)	(13.0, 309.0)	(14.0, 264.0)	(15.0, 212.0)	(16.0, 213.0)	(17.0, 262.0)	(18.0, 356.0)	(19.0, 477.0)	(20.0, 600.0)	(21.0, 845.0)	(22.0, 1066.0)	(23.0, 1363.0)	(24.0, 1967.0)	(25.0, 3287.0)	(26.0, 5114.0)	(27.0, 7869.0)	(28.0, 11668.0)	(29.0, 16933.0)	(30.0, 24929.0)	(31.0, 37398.0)	(32.0, 52501.0)	(33.0, 72654.0)	(34.0, 107139.0)	(35.0, 195415.0)	(36.0, 122379.0)	(37.0, 51.0)
16s-D10_S131_L001_R1_001	(2.0, 263.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 4.0)	(20.0, 11.0)	(21.0, 23.0)	(22.0, 74.0)	(23.0, 216.0)	(24.0, 617.0)	(25.0, 1489.0)	(26.0, 2929.0)	(27.0, 5699.0)	(28.0, 9347.0)	(29.0, 14446.0)	(30.0, 20808.0)	(31.0, 29667.0)	(32.0, 42389.0)	(33.0, 63720.0)	(34.0, 97269.0)	(35.0, 182768.0)	(36.0, 277435.0)	(37.0, 318.0)
16s-D10_S131_L001_R2_001	(2.0, 260.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 103.0)	(13.0, 326.0)	(14.0, 271.0)	(15.0, 229.0)	(16.0, 192.0)	(17.0, 282.0)	(18.0, 371.0)	(19.0, 476.0)	(20.0, 691.0)	(21.0, 1003.0)	(22.0, 1310.0)	(23.0, 1803.0)	(24.0, 3158.0)	(25.0, 5088.0)	(26.0, 7646.0)	(27.0, 10945.0)	(28.0, 15393.0)	(29.0, 21082.0)	(30.0, 28895.0)	(31.0, 40915.0)	(32.0, 56089.0)	(33.0, 78183.0)	(34.0, 108986.0)	(35.0, 197976.0)	(36.0, 167744.0)	(37.0, 76.0)
16s-D11_S139_L001_R1_001	(2.0, 586.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 2.0)	(20.0, 9.0)	(21.0, 35.0)	(22.0, 100.0)	(23.0, 253.0)	(24.0, 796.0)	(25.0, 1777.0)	(26.0, 3911.0)	(27.0, 7546.0)	(28.0, 12378.0)	(29.0, 18503.0)	(30.0, 26187.0)	(31.0, 35996.0)	(32.0, 50494.0)	(33.0, 74917.0)	(34.0, 113239.0)	(35.0, 220649.0)	(36.0, 262738.0)	(37.0, 202.0)
16s-D11_S139_L001_R2_001	(2.0, 584.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 47.0)	(13.0, 257.0)	(14.0, 281.0)	(15.0, 267.0)	(16.0, 240.0)	(17.0, 310.0)	(18.0, 477.0)	(19.0, 624.0)	(20.0, 834.0)	(21.0, 1293.0)	(22.0, 1696.0)	(23.0, 2534.0)	(24.0, 3978.0)	(25.0, 6341.0)	(26.0, 9155.0)	(27.0, 13394.0)	(28.0, 18386.0)	(29.0, 25071.0)	(30.0, 34053.0)	(31.0, 46919.0)	(32.0, 62833.0)	(33.0, 83437.0)	(34.0, 116637.0)	(35.0, 217814.0)	(36.0, 182704.0)	(37.0, 154.0)
