Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
16s-D12_S147_L001_R1_001	(2.0, 139.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 6.0)	(21.0, 16.0)	(22.0, 41.0)	(23.0, 154.0)	(24.0, 469.0)	(25.0, 1215.0)	(26.0, 2793.0)	(27.0, 5488.0)	(28.0, 8814.0)	(29.0, 13458.0)	(30.0, 18942.0)	(31.0, 25843.0)	(32.0, 35268.0)	(33.0, 51784.0)	(34.0, 79511.0)	(35.0, 142045.0)	(36.0, 304366.0)	(37.0, 1332.0)
16s-D12_S147_L001_R2_001	(2.0, 135.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 110.0)	(13.0, 287.0)	(14.0, 241.0)	(15.0, 165.0)	(16.0, 240.0)	(17.0, 384.0)	(18.0, 417.0)	(19.0, 494.0)	(20.0, 731.0)	(21.0, 1086.0)	(22.0, 1576.0)	(23.0, 2391.0)	(24.0, 3907.0)	(25.0, 6308.0)	(26.0, 9196.0)	(27.0, 12416.0)	(28.0, 16317.0)	(29.0, 21329.0)	(30.0, 27674.0)	(31.0, 38040.0)	(32.0, 51244.0)	(33.0, 70007.0)	(34.0, 102031.0)	(35.0, 189412.0)	(36.0, 135431.0)	(37.0, 118.0)
16s-E01_S60_L001_R1_001	(2.0, 300.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 5.0)	(20.0, 15.0)	(21.0, 46.0)	(22.0, 120.0)	(23.0, 294.0)	(24.0, 767.0)	(25.0, 1936.0)	(26.0, 4299.0)	(27.0, 8011.0)	(28.0, 13242.0)	(29.0, 19299.0)	(30.0, 26800.0)	(31.0, 36957.0)	(32.0, 51040.0)	(33.0, 74786.0)	(34.0, 110280.0)	(35.0, 209705.0)	(36.0, 274513.0)	(37.0, 243.0)
16s-E01_S60_L001_R2_001	(2.0, 293.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 96.0)	(13.0, 404.0)	(14.0, 348.0)	(15.0, 271.0)	(16.0, 249.0)	(17.0, 410.0)	(18.0, 484.0)	(19.0, 610.0)	(20.0, 837.0)	(21.0, 1234.0)	(22.0, 1621.0)	(23.0, 2424.0)	(24.0, 3867.0)	(25.0, 6081.0)	(26.0, 8976.0)	(27.0, 13102.0)	(28.0, 17683.0)	(29.0, 24297.0)	(30.0, 33074.0)	(31.0, 45874.0)	(32.0, 62309.0)	(33.0, 84459.0)	(34.0, 119779.0)	(35.0, 224572.0)	(36.0, 179217.0)	(37.0, 86.0)
16s-E02_S68_L001_R1_001	(2.0, 135.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 5.0)	(20.0, 13.0)	(21.0, 31.0)	(22.0, 94.0)	(23.0, 344.0)	(24.0, 1142.0)	(25.0, 2830.0)	(26.0, 5963.0)	(27.0, 10297.0)	(28.0, 15420.0)	(29.0, 22277.0)	(30.0, 29947.0)	(31.0, 40934.0)	(32.0, 57906.0)	(33.0, 86654.0)	(34.0, 128260.0)	(35.0, 250955.0)	(36.0, 258552.0)	(37.0, 74.0)
16s-E02_S68_L001_R2_001	(2.0, 132.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 100.0)	(13.0, 401.0)	(14.0, 329.0)	(15.0, 276.0)	(16.0, 311.0)	(17.0, 395.0)	(18.0, 489.0)	(19.0, 646.0)	(20.0, 927.0)	(21.0, 1275.0)	(22.0, 1615.0)	(23.0, 2171.0)	(24.0, 3439.0)	(25.0, 5497.0)	(26.0, 8264.0)	(27.0, 12292.0)	(28.0, 17331.0)	(29.0, 24577.0)	(30.0, 34916.0)	(31.0, 49784.0)	(32.0, 69335.0)	(33.0, 95338.0)	(34.0, 135662.0)	(35.0, 253029.0)	(36.0, 193206.0)	(37.0, 96.0)
16s-E03_S76_L001_R1_001	(2.0, 360.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 2.0)	(19.0, 6.0)	(20.0, 8.0)	(21.0, 32.0)	(22.0, 76.0)	(23.0, 261.0)	(24.0, 724.0)	(25.0, 1868.0)	(26.0, 4022.0)	(27.0, 7505.0)	(28.0, 12116.0)	(29.0, 17270.0)	(30.0, 24015.0)	(31.0, 33162.0)	(32.0, 46851.0)	(33.0, 70990.0)	(34.0, 108650.0)	(35.0, 211073.0)	(36.0, 282286.0)	(37.0, 212.0)
16s-E03_S76_L001_R2_001	(2.0, 360.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 81.0)	(13.0, 336.0)	(14.0, 272.0)	(15.0, 221.0)	(16.0, 242.0)	(17.0, 302.0)	(18.0, 415.0)	(19.0, 499.0)	(20.0, 743.0)	(21.0, 1053.0)	(22.0, 1449.0)	(23.0, 2014.0)	(24.0, 3138.0)	(25.0, 4844.0)	(26.0, 7205.0)	(27.0, 10540.0)	(28.0, 15166.0)	(29.0, 21465.0)	(30.0, 29270.0)	(31.0, 41628.0)	(32.0, 58734.0)	(33.0, 78849.0)	(34.0, 111497.0)	(35.0, 215219.0)	(36.0, 215834.0)	(37.0, 114.0)
16s-E04_S84_L001_R1_001	(2.0, 141.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 5.0)	(20.0, 12.0)	(21.0, 35.0)	(22.0, 65.0)	(23.0, 219.0)	(24.0, 554.0)	(25.0, 1488.0)	(26.0, 3378.0)	(27.0, 6384.0)	(28.0, 10632.0)	(29.0, 15949.0)	(30.0, 22437.0)	(31.0, 30997.0)	(32.0, 43203.0)	(33.0, 65098.0)	(34.0, 96420.0)	(35.0, 190062.0)	(36.0, 231456.0)	(37.0, 103.0)
16s-E04_S84_L001_R2_001	(2.0, 143.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 103.0)	(13.0, 342.0)	(14.0, 330.0)	(15.0, 244.0)	(16.0, 206.0)	(17.0, 341.0)	(18.0, 426.0)	(19.0, 548.0)	(20.0, 785.0)	(21.0, 1027.0)	(22.0, 1442.0)	(23.0, 2123.0)	(24.0, 3439.0)	(25.0, 5388.0)	(26.0, 7796.0)	(27.0, 11278.0)	(28.0, 14917.0)	(29.0, 20443.0)	(30.0, 27207.0)	(31.0, 38267.0)	(32.0, 53383.0)	(33.0, 71517.0)	(34.0, 100593.0)	(35.0, 190147.0)	(36.0, 166149.0)	(37.0, 56.0)
16s-E05_S92_L001_R1_001	(2.0, 230.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 2.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 0.0)	(19.0, 4.0)	(20.0, 9.0)	(21.0, 44.0)	(22.0, 157.0)	(23.0, 569.0)	(24.0, 1755.0)	(25.0, 4085.0)	(26.0, 7879.0)	(27.0, 12623.0)	(28.0, 18192.0)	(29.0, 24559.0)	(30.0, 32660.0)	(31.0, 43707.0)	(32.0, 57633.0)	(33.0, 76912.0)	(34.0, 114669.0)	(35.0, 179427.0)	(36.0, 69359.0)	(37.0, 16.0)
16s-E05_S92_L001_R2_001	(2.0, 232.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 112.0)	(13.0, 299.0)	(14.0, 240.0)	(15.0, 189.0)	(16.0, 189.0)	(17.0, 243.0)	(18.0, 282.0)	(19.0, 387.0)	(20.0, 566.0)	(21.0, 830.0)	(22.0, 995.0)	(23.0, 1069.0)	(24.0, 1481.0)	(25.0, 2349.0)	(26.0, 3684.0)	(27.0, 5785.0)	(28.0, 8480.0)	(29.0, 13011.0)	(30.0, 19561.0)	(31.0, 29571.0)	(32.0, 44166.0)	(33.0, 64250.0)	(34.0, 99025.0)	(35.0, 195702.0)	(36.0, 151695.0)	(37.0, 99.0)
16s-E06_S100_L001_R1_001	(2.0, 84.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 6.0)	(21.0, 27.0)	(22.0, 98.0)	(23.0, 229.0)	(24.0, 613.0)	(25.0, 1468.0)	(26.0, 3261.0)	(27.0, 6352.0)	(28.0, 10607.0)	(29.0, 16306.0)	(30.0, 22971.0)	(31.0, 32927.0)	(32.0, 46486.0)	(33.0, 70179.0)	(34.0, 105194.0)	(35.0, 201972.0)	(36.0, 287890.0)	(37.0, 190.0)
16s-E06_S100_L001_R2_001	(2.0, 82.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 113.0)	(13.0, 388.0)	(14.0, 333.0)	(15.0, 244.0)	(16.0, 253.0)	(17.0, 361.0)	(18.0, 442.0)	(19.0, 533.0)	(20.0, 758.0)	(21.0, 1120.0)	(22.0, 1449.0)	(23.0, 2111.0)	(24.0, 3434.0)	(25.0, 5464.0)	(26.0, 8288.0)	(27.0, 11940.0)	(28.0, 16212.0)	(29.0, 22818.0)	(30.0, 31450.0)	(31.0, 45253.0)	(32.0, 63294.0)	(33.0, 87269.0)	(34.0, 122179.0)	(35.0, 216963.0)	(36.0, 164027.0)	(37.0, 81.0)
16s-E07_S108_L001_R1_001	(2.0, 92.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 5.0)	(20.0, 7.0)	(21.0, 30.0)	(22.0, 103.0)	(23.0, 312.0)	(24.0, 894.0)	(25.0, 2121.0)	(26.0, 4271.0)	(27.0, 7718.0)	(28.0, 11434.0)	(29.0, 16296.0)	(30.0, 21922.0)	(31.0, 29304.0)	(32.0, 39021.0)	(33.0, 56210.0)	(34.0, 84625.0)	(35.0, 162923.0)	(36.0, 281128.0)	(37.0, 411.0)
16s-E07_S108_L001_R2_001	(2.0, 95.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 145.0)	(13.0, 336.0)	(14.0, 246.0)	(15.0, 203.0)	(16.0, 238.0)	(17.0, 350.0)	(18.0, 399.0)	(19.0, 536.0)	(20.0, 665.0)	(21.0, 1049.0)	(22.0, 1459.0)	(23.0, 2175.0)	(24.0, 3387.0)	(25.0, 5549.0)	(26.0, 8190.0)	(27.0, 11325.0)	(28.0, 15283.0)	(29.0, 20313.0)	(30.0, 26994.0)	(31.0, 36755.0)	(32.0, 49076.0)	(33.0, 69166.0)	(34.0, 103040.0)	(35.0, 203009.0)	(36.0, 158738.0)	(37.0, 107.0)
16s-E08_S116_L001_R1_001	(2.0, 354.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 2.0)	(19.0, 9.0)	(20.0, 15.0)	(21.0, 54.0)	(22.0, 119.0)	(23.0, 422.0)	(24.0, 1158.0)	(25.0, 2877.0)	(26.0, 5940.0)	(27.0, 10515.0)	(28.0, 14847.0)	(29.0, 19979.0)	(30.0, 25992.0)	(31.0, 34461.0)	(32.0, 47424.0)	(33.0, 69653.0)	(34.0, 104215.0)	(35.0, 203657.0)	(36.0, 216885.0)	(37.0, 150.0)
16s-E08_S116_L001_R2_001	(2.0, 350.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 61.0)	(13.0, 284.0)	(14.0, 319.0)	(15.0, 240.0)	(16.0, 225.0)	(17.0, 340.0)	(18.0, 475.0)	(19.0, 648.0)	(20.0, 776.0)	(21.0, 1139.0)	(22.0, 1594.0)	(23.0, 2330.0)	(24.0, 3604.0)	(25.0, 5451.0)	(26.0, 7752.0)	(27.0, 11027.0)	(28.0, 15968.0)	(29.0, 22129.0)	(30.0, 30453.0)	(31.0, 42146.0)	(32.0, 57402.0)	(33.0, 74603.0)	(34.0, 102268.0)	(35.0, 195965.0)	(36.0, 181080.0)	(37.0, 99.0)
16s-E09_S124_L001_R1_001	(2.0, 83.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 2.0)	(20.0, 5.0)	(21.0, 27.0)	(22.0, 64.0)	(23.0, 192.0)	(24.0, 470.0)	(25.0, 1335.0)	(26.0, 2912.0)	(27.0, 5534.0)	(28.0, 9211.0)	(29.0, 14124.0)	(30.0, 19579.0)	(31.0, 27646.0)	(32.0, 39198.0)	(33.0, 58440.0)	(34.0, 86730.0)	(35.0, 171829.0)	(36.0, 181968.0)	(37.0, 88.0)
16s-E09_S124_L001_R2_001	(2.0, 82.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 71.0)	(13.0, 285.0)	(14.0, 268.0)	(15.0, 207.0)	(16.0, 205.0)	(17.0, 286.0)	(18.0, 343.0)	(19.0, 509.0)	(20.0, 638.0)	(21.0, 863.0)	(22.0, 1115.0)	(23.0, 1631.0)	(24.0, 2564.0)	(25.0, 4098.0)	(26.0, 6032.0)	(27.0, 8432.0)	(28.0, 11919.0)	(29.0, 16892.0)	(30.0, 23681.0)	(31.0, 34014.0)	(32.0, 48350.0)	(33.0, 67161.0)	(34.0, 94650.0)	(35.0, 169068.0)	(36.0, 126009.0)	(37.0, 64.0)
16s-E10_S132_L001_R1_001	(2.0, 88.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 6.0)	(21.0, 31.0)	(22.0, 95.0)	(23.0, 351.0)	(24.0, 1062.0)	(25.0, 2788.0)	(26.0, 5578.0)	(27.0, 9893.0)	(28.0, 14415.0)	(29.0, 19881.0)	(30.0, 27301.0)	(31.0, 36729.0)	(32.0, 51363.0)	(33.0, 74904.0)	(34.0, 106934.0)	(35.0, 203996.0)	(36.0, 217052.0)	(37.0, 90.0)
16s-E10_S132_L001_R2_001	(2.0, 87.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 98.0)	(13.0, 331.0)	(14.0, 326.0)	(15.0, 244.0)	(16.0, 216.0)	(17.0, 325.0)	(18.0, 439.0)	(19.0, 562.0)	(20.0, 749.0)	(21.0, 982.0)	(22.0, 1276.0)	(23.0, 1664.0)	(24.0, 2628.0)	(25.0, 4391.0)	(26.0, 6654.0)	(27.0, 10195.0)	(28.0, 14878.0)	(29.0, 21473.0)	(30.0, 30266.0)	(31.0, 43433.0)	(32.0, 60117.0)	(33.0, 81777.0)	(34.0, 116306.0)	(35.0, 214000.0)	(36.0, 159075.0)	(37.0, 69.0)
16s-E11_S140_L001_R1_001	(2.0, 251.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 3.0)	(20.0, 4.0)	(21.0, 27.0)	(22.0, 46.0)	(23.0, 208.0)	(24.0, 586.0)	(25.0, 1423.0)	(26.0, 3190.0)	(27.0, 5932.0)	(28.0, 9381.0)	(29.0, 14006.0)	(30.0, 19272.0)	(31.0, 26308.0)	(32.0, 35740.0)	(33.0, 51211.0)	(34.0, 78150.0)	(35.0, 137723.0)	(36.0, 285605.0)	(37.0, 931.0)
16s-E11_S140_L001_R2_001	(2.0, 247.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 106.0)	(13.0, 300.0)	(14.0, 233.0)	(15.0, 180.0)	(16.0, 216.0)	(17.0, 277.0)	(18.0, 339.0)	(19.0, 446.0)	(20.0, 600.0)	(21.0, 933.0)	(22.0, 1249.0)	(23.0, 1901.0)	(24.0, 3095.0)	(25.0, 5020.0)	(26.0, 7374.0)	(27.0, 10460.0)	(28.0, 14079.0)	(29.0, 18902.0)	(30.0, 24731.0)	(31.0, 34069.0)	(32.0, 47163.0)	(33.0, 65383.0)	(34.0, 95654.0)	(35.0, 184643.0)	(36.0, 152251.0)	(37.0, 147.0)
16s-E12_S148_L001_R1_001	(2.0, 175.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 7.0)	(21.0, 29.0)	(22.0, 93.0)	(23.0, 354.0)	(24.0, 984.0)	(25.0, 2520.0)	(26.0, 5078.0)	(27.0, 8707.0)	(28.0, 12938.0)	(29.0, 17576.0)	(30.0, 23439.0)	(31.0, 31210.0)	(32.0, 41500.0)	(33.0, 56747.0)	(34.0, 79377.0)	(35.0, 146131.0)	(36.0, 156464.0)	(37.0, 156.0)
16s-E12_S148_L001_R2_001	(2.0, 171.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 96.0)	(13.0, 276.0)	(14.0, 234.0)	(15.0, 175.0)	(16.0, 204.0)	(17.0, 342.0)	(18.0, 385.0)	(19.0, 442.0)	(20.0, 628.0)	(21.0, 873.0)	(22.0, 1126.0)	(23.0, 1455.0)	(24.0, 2396.0)	(25.0, 3884.0)	(26.0, 5628.0)	(27.0, 8552.0)	(28.0, 12219.0)	(29.0, 16754.0)	(30.0, 23297.0)	(31.0, 33028.0)	(32.0, 45497.0)	(33.0, 62690.0)	(34.0, 94430.0)	(35.0, 172126.0)	(36.0, 96493.0)	(37.0, 86.0)
16s-F01_S61_L001_R1_001	(2.0, 116.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 4.0)	(20.0, 10.0)	(21.0, 24.0)	(22.0, 104.0)	(23.0, 295.0)	(24.0, 777.0)	(25.0, 1836.0)	(26.0, 3832.0)	(27.0, 7220.0)	(28.0, 11566.0)	(29.0, 16793.0)	(30.0, 23213.0)	(31.0, 32193.0)	(32.0, 44972.0)	(33.0, 66720.0)	(34.0, 99803.0)	(35.0, 191240.0)	(36.0, 269611.0)	(37.0, 223.0)
16s-F01_S61_L001_R2_001	(2.0, 113.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 94.0)	(13.0, 346.0)	(14.0, 286.0)	(15.0, 232.0)	(16.0, 220.0)	(17.0, 274.0)	(18.0, 359.0)	(19.0, 467.0)	(20.0, 753.0)	(21.0, 1036.0)	(22.0, 1430.0)	(23.0, 1968.0)	(24.0, 3170.0)	(25.0, 4972.0)	(26.0, 7337.0)	(27.0, 10857.0)	(28.0, 14897.0)	(29.0, 21100.0)	(30.0, 28339.0)	(31.0, 40432.0)	(32.0, 55602.0)	(33.0, 75541.0)	(34.0, 105868.0)	(35.0, 198029.0)	(36.0, 196726.0)	(37.0, 106.0)
16s-F02_S69_L001_R1_001	(2.0, 109.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 1.0)	(20.0, 10.0)	(21.0, 42.0)	(22.0, 161.0)	(23.0, 551.0)	(24.0, 1535.0)	(25.0, 3766.0)	(26.0, 7395.0)	(27.0, 12059.0)	(28.0, 17627.0)	(29.0, 24213.0)	(30.0, 32580.0)	(31.0, 44522.0)	(32.0, 61112.0)	(33.0, 83360.0)	(34.0, 123190.0)	(35.0, 221126.0)	(36.0, 112652.0)	(37.0, 15.0)
16s-F02_S69_L001_R2_001	(2.0, 114.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 107.0)	(13.0, 323.0)	(14.0, 321.0)	(15.0, 243.0)	(16.0, 231.0)	(17.0, 326.0)	(18.0, 381.0)	(19.0, 499.0)	(20.0, 739.0)	(21.0, 991.0)	(22.0, 1119.0)	(23.0, 1311.0)	(24.0, 1814.0)	(25.0, 2781.0)	(26.0, 4295.0)	(27.0, 6652.0)	(28.0, 9864.0)	(29.0, 15115.0)	(30.0, 22459.0)	(31.0, 34507.0)	(32.0, 51775.0)	(33.0, 75804.0)	(34.0, 114374.0)	(35.0, 219369.0)	(36.0, 180400.0)	(37.0, 111.0)
16s-F03_S77_L001_R1_001	(2.0, 422.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 3.0)	(20.0, 9.0)	(21.0, 41.0)	(22.0, 120.0)	(23.0, 356.0)	(24.0, 1001.0)	(25.0, 2485.0)	(26.0, 5163.0)	(27.0, 9508.0)	(28.0, 14360.0)	(29.0, 20425.0)	(30.0, 27642.0)	(31.0, 37020.0)	(32.0, 51493.0)	(33.0, 74407.0)	(34.0, 108817.0)	(35.0, 212293.0)	(36.0, 194491.0)	(37.0, 106.0)
16s-F03_S77_L001_R2_001	(2.0, 422.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 77.0)	(13.0, 318.0)	(14.0, 329.0)	(15.0, 230.0)	(16.0, 196.0)	(17.0, 332.0)	(18.0, 437.0)	(19.0, 551.0)	(20.0, 771.0)	(21.0, 1007.0)	(22.0, 1295.0)	(23.0, 1912.0)	(24.0, 2819.0)	(25.0, 4415.0)	(26.0, 6616.0)	(27.0, 9928.0)	(28.0, 14147.0)	(29.0, 20760.0)	(30.0, 29103.0)	(31.0, 41032.0)	(32.0, 57044.0)	(33.0, 77230.0)	(34.0, 108544.0)	(35.0, 208641.0)	(36.0, 171911.0)	(37.0, 97.0)
