Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
16s-B02_S65_L001_R1_001	40.0	57.0	250.2	250	36.36363636363637	4.9999999999999996e-06
16s-B02_S65_L001_R2_001	40.0	56.0	250.8	251	36.36363636363637	4.9999999999999996e-06
16s-B03_S73_L001_R1_001	93.47127986220325	55.0	250.15361491799595	251	36.36363636363637	0.66765
16s-B03_S73_L001_R2_001	91.93095184602711	53.0	250.54148281285106	251	36.36363636363637	0.66765
16s-B04_S81_L001_R1_001	95.65186203730475	54.0	250.1473749610995	251	36.36363636363637	0.9061579999999999
16s-B04_S81_L001_R2_001	94.20432198358344	52.0	250.85220789310475	251	36.36363636363637	0.9061579999999999
16s-B05_S89_L001_R1_001	96.83494862832327	55.0	249.5162006143417	251	36.36363636363637	0.75528
16s-B05_S89_L001_R2_001	94.46006778942909	53.0	250.700673922254	251	36.36363636363637	0.75528
16s-B06_S97_L001_R1_001	95.29602545288627	55.0	248.6998618835629	247	36.36363636363637	0.648728
16s-B06_S97_L001_R2_001	94.38470360459237	53.0	250.8075880800582	251	36.36363636363637	0.648728
16s-B07_S105_L001_R1_001	96.45820880188292	54.0	249.45154714760713	251	36.36363636363637	0.856544
16s-B07_S105_L001_R2_001	94.36012627489072	51.0	250.74137347293308	251	36.36363636363637	0.856544
16s-B08_S113_L001_R1_001	96.70134494966487	53.0	249.50454519739526	251	36.36363636363637	0.671698
16s-B08_S113_L001_R2_001	95.57464813055867	51.0	250.6882587115043	251	36.36363636363637	0.671698
16s-B09_S121_L001_R1_001	95.00678932961657	55.0	250.44819274511636	251	36.36363636363637	0.8351339999999999
16s-B09_S121_L001_R2_001	93.42776129339723	52.0	250.83937428005567	251	36.36363636363637	0.8351339999999999
16s-B10_S129_L001_R1_001	95.84271370323596	55.0	249.68632638962492	251	36.36363636363637	0.783107
16s-B10_S129_L001_R2_001	94.78998399963223	53.0	250.85834375123707	251	36.36363636363637	0.783107
16s-B11_S137_L001_R1_001	92.09934676044557	58.0	250.04559302135502	251	27.27272727272727	0.942074
16s-B11_S137_L001_R2_001	89.27699426690982	56.0	250.61303039888585	251	27.27272727272727	0.942074
16s-B12_S145_L001_R1_001	96.02716107050612	53.0	249.3067727510029	251	36.36363636363637	0.5823039999999999
16s-B12_S145_L001_R2_001	96.04416249931307	51.0	250.76332465516293	251	36.36363636363637	0.5823039999999999
16s-C01_S58_L001_R1_001	91.25587154980983	56.0	250.35576897711277	251	36.36363636363637	0.644421
16s-C01_S58_L001_R2_001	93.24277141806365	54.0	250.85094216358561	251	36.36363636363637	0.644421
16s-C02_S66_L001_R1_001	92.67494987345101	55.0	250.44233392499095	251	27.27272727272727	0.7301519999999999
16s-C02_S66_L001_R2_001	93.65885459465974	53.0	250.87248408550548	251	36.36363636363637	0.7301519999999999
16s-C03_S74_L001_R1_001	95.94194707506811	54.0	249.35982911284802	251	36.36363636363637	0.870516
16s-C03_S74_L001_R2_001	93.64262115802582	52.0	249.68882364023176	251	36.36363636363637	0.870516
16s-C04_S82_L001_R1_001	95.1262040009879	54.0	250.10088787354903	251	36.36363636363637	0.8098
16s-C04_S82_L001_R2_001	94.7756236107681	52.0	250.83570881699185	251	36.36363636363637	0.8098
16s-C05_S90_L001_R1_001	95.93955907203396	55.0	249.40702917250684	251	36.36363636363637	0.76339
16s-C05_S90_L001_R2_001	96.05797822869044	53.0	250.62377159774167	251	36.36363636363637	0.76339
16s-C06_S98_L001_R1_001	96.10318862736145	55.0	248.52002943424696	247	36.36363636363637	0.8058639999999999
16s-C06_S98_L001_R2_001	93.58613860403244	53.0	250.7003290877865	251	36.36363636363637	0.8058639999999999
16s-C07_S106_L001_R1_001	95.70061206612769	54.0	249.35138984204565	251	36.36363636363637	0.716916
16s-C07_S106_L001_R2_001	95.5040757913061	51.0	250.72534578667515	251	36.36363636363637	0.716916
16s-C08_S114_L001_R1_001	96.92478375131795	53.0	249.4259784302103	251	36.36363636363637	0.762548
16s-C08_S114_L001_R2_001	94.07656960611004	51.0	250.5707535787911	251	36.36363636363637	0.762548
16s-C09_S122_L001_R1_001	93.2478805391313	56.0	250.38330845837612	251	36.36363636363637	0.7859309999999999
16s-C09_S122_L001_R2_001	94.67243307618608	53.0	250.81084217316788	251	36.36363636363637	0.7859309999999999
16s-C10_S130_L001_R1_001	95.61528688342825	54.0	249.77251121158125	251	36.36363636363637	0.7666179999999999
16s-C10_S130_L001_R2_001	94.39433981461431	53.0	250.85376158660506	251	36.36363636363637	0.7666179999999999
16s-C11_S138_L001_R1_001	89.24609254054228	58.0	249.98850246557643	251	27.27272727272727	0.746073
16s-C11_S138_L001_R2_001	92.0900501693534	56.0	250.55874961297354	251	27.27272727272727	0.746073
16s-C12_S146_L001_R1_001	97.07299170197176	53.0	249.105206824102	251	36.36363636363637	0.7819929999999999
16s-C12_S146_L001_R2_001	95.53985777366293	51.0	250.62127410347662	251	36.36363636363637	0.7819929999999999
16s-D01_S59_L001_R1_001	93.59715377550636	56.0	250.32527617706623	251	36.36363636363637	0.690318
16s-D01_S59_L001_R2_001	91.37976990314608	54.0	250.79642715386242	251	36.36363636363637	0.690318
16s-D02_S67_L001_R1_001	93.6644989664694	55.0	250.4371151004825	251	27.27272727272727	0.841291
16s-D02_S67_L001_R2_001	92.14825785608072	53.0	250.85139149236113	251	36.36363636363637	0.841291
16s-D03_S75_L001_R1_001	95.74139759556664	54.0	249.01964819391733	251	36.36363636363637	0.870309
16s-D03_S75_L001_R2_001	94.49241591204962	51.0	249.36947566898652	251	36.36363636363637	0.870309
16s-D04_S83_L001_R1_001	95.0894709893012	54.0	250.26945859271837	251	36.36363636363637	0.74214
16s-D04_S83_L001_R2_001	94.21995849839652	51.0	250.85955884334493	251	36.36363636363637	0.74214
16s-D05_S91_L001_R1_001	95.32986699072322	55.0	249.39232225033368	251	36.36363636363637	0.7529549999999999
16s-D05_S91_L001_R2_001	96.35051231481297	53.0	250.57915014841524	251	36.36363636363637	0.7529549999999999
16s-D06_S99_L001_R1_001	96.53583110318168	55.0	248.56464374285355	247	36.36363636363637	0.652422
16s-D06_S99_L001_R2_001	94.16129437695234	53.0	250.79087001971118	251	36.36363636363637	0.652422
16s-D07_S107_L001_R1_001	95.65216212442265	54.0	249.46510382562556	251	36.36363636363637	0.7376309999999999
16s-D07_S107_L001_R2_001	95.40366389156638	51.0	250.72490716903167	251	36.36363636363637	0.7376309999999999
16s-D08_S115_L001_R1_001	97.1491112482211	53.0	249.3785574099854	251	36.36363636363637	0.645062
16s-D08_S115_L001_R2_001	94.47851524349598	51.0	250.5052320552133	251	36.36363636363637	0.645062
16s-D09_S123_L001_R1_001	94.05338875689225	55.0	250.43126832486502	251	36.36363636363637	0.6654209999999999
16s-D09_S123_L001_R2_001	94.221402690928	52.0	250.8333551240493	251	36.36363636363637	0.6654209999999999
16s-D10_S131_L001_R1_001	95.96660675950275	55.0	249.69745281143386	251	36.36363636363637	0.749493
16s-D10_S131_L001_R2_001	94.51615959054988	53.0	250.82463078374315	251	36.36363636363637	0.749493
16s-D11_S139_L001_R1_001	91.55218283049568	58.0	249.91500636500822	251	27.27272727272727	0.830321
16s-D11_S139_L001_R2_001	89.90029157398163	56.0	250.48834607338608	251	27.27272727272727	0.830321
16s-D12_S147_L001_R1_001	97.15536073397361	53.0	249.18564466297616	251	36.36363636363637	0.6916869999999999
16s-D12_S147_L001_R2_001	94.8919092017054	51.0	250.6937024983844	251	36.36363636363637	0.6916869999999999
16s-E01_S60_L001_R1_001	94.02227565218854	55.0	250.35639962625712	251	27.27272727272727	0.832658
16s-E01_S60_L001_R2_001	92.514693907943	53.0	250.8034835430633	251	36.36363636363637	0.832658
16s-E02_S68_L001_R1_001	94.69673789665893	55.0	250.25763323408293	251	36.36363636363637	0.911835
16s-E02_S68_L001_R2_001	93.74546930091519	52.0	250.61341690108407	251	36.36363636363637	0.911835
16s-E03_S76_L001_R1_001	94.39348013974607	56.0	250.0411532702772	251	36.36363636363637	0.8214899999999999
16s-E03_S76_L001_R2_001	93.74368525484181	54.0	250.7137408854642	251	36.36363636363637	0.8214899999999999
16s-E04_S84_L001_R1_001	95.44709451185572	55.0	249.71060892797507	251	36.36363636363637	0.71864
16s-E04_S84_L001_R2_001	93.45207614382723	53.0	250.8755037292664	251	36.36363636363637	0.71864
16s-E05_S92_L001_R1_001	94.97588798619688	54.0	249.06256090067836	251	36.36363636363637	0.644492
16s-E05_S92_L001_R2_001	95.72329834970799	52.0	250.59264040515632	251	36.36363636363637	0.644492
16s-E06_S100_L001_R1_001	95.93064472151303	54.0	250.36339513670276	251	36.36363636363637	0.8068599999999999
16s-E06_S100_L001_R2_001	94.03725553379769	51.0	250.8211127085244	251	36.36363636363637	0.8068599999999999
16s-E07_S108_L001_R1_001	97.19224295034988	53.0	249.32487931778027	251	36.36363636363637	0.71883
16s-E07_S108_L001_R2_001	95.19844747715037	50.0	250.59291765786068	251	36.36363636363637	0.71883
16s-E08_S116_L001_R1_001	93.77458881893271	58.0	250.10820332424356	251	36.36363636363637	0.758729
16s-E08_S116_L001_R2_001	93.37615934015966	57.0	250.63918605984483	251	36.36363636363637	0.758729
16s-E09_S124_L001_R1_001	94.22265702565394	55.0	250.41710617867514	251	36.36363636363637	0.619437
16s-E09_S124_L001_R2_001	93.05627529514705	53.0	250.83901510565238	251	36.36363636363637	0.619437
16s-E10_S132_L001_R1_001	95.80706248438635	55.0	249.96144252686844	251	36.36363636363637	0.7725609999999999
16s-E10_S132_L001_R2_001	95.02667103309642	53.0	250.8462645668109	251	36.36363636363637	0.7725609999999999
16s-E11_S140_L001_R1_001	97.44477611940299	52.0	249.48346268656715	251	36.36363636363637	0.6699999999999999
16s-E11_S140_L001_R2_001	95.92716417910448	51.0	250.68676716417912	251	36.36363636363637	0.6699999999999999
16s-E12_S148_L001_R1_001	97.01244415042666	52.0	249.77364020106702	251	36.36363636363637	0.583487
16s-E12_S148_L001_R2_001	95.72432633460556	51.0	250.70994897915463	251	36.36363636363637	0.583487
16s-F01_S61_L001_R1_001	94.41662903150453	55.0	250.22157377270437	251	27.27272727272727	0.770556
16s-F01_S61_L001_R2_001	93.47912416488873	53.0	250.84146901717722	251	36.36363636363637	0.770556
16s-F02_S69_L001_R1_001	93.58722082072207	55.0	250.29364660212914	251	36.36363636363637	0.746026
16s-F02_S69_L001_R2_001	94.27017288941673	53.0	250.65275741059963	251	36.36363636363637	0.746026
16s-F03_S77_L001_R1_001	93.86356909355206	56.0	250.03264949057112	251	36.36363636363637	0.760165
16s-F03_S77_L001_R2_001	93.46076180829162	54.0	250.7025540507653	251	36.36363636363637	0.760165
16s-F04_S85_L001_R1_001	94.00517011123809	55.0	249.70004763999782	251	36.36363636363637	0.768262
16s-F04_S85_L001_R2_001	94.80776089406999	53.0	250.85003032819532	251	36.36363636363637	0.768262
16s-F05_S93_L001_R1_001	96.36221411010952	54.0	248.92626983535723	251	36.36363636363637	0.67115
16s-F05_S93_L001_R2_001	94.83647470759145	51.0	250.67236683304776	251	36.36363636363637	0.67115
16s-F06_S101_L001_R1_001	93.98975253461245	53.0	250.42301827828047	251	36.36363636363637	0.687975
16s-F06_S101_L001_R2_001	95.18805189142047	51.0	250.8625327955231	251	36.36363636363637	0.687975
16s-F07_S109_L001_R1_001	95.68612138824524	53.0	249.48001997106755	251	36.36363636363637	0.78113
16s-F07_S109_L001_R2_001	93.99882221909286	51.0	250.66674433192938	251	36.36363636363637	0.78113
16s-F08_S117_L001_R1_001	94.89035295904611	58.0	250.17670229799947	251	36.36363636363637	0.7900349999999999
16s-F08_S117_L001_R2_001	94.33949128836065	57.0	250.69209845133443	251	36.36363636363637	0.7900349999999999
16s-F09_S125_L001_R1_001	94.36841467845464	55.0	250.39542352527465	251	36.36363636363637	0.685331
16s-F09_S125_L001_R2_001	93.30980212481268	52.0	250.8226667114139	251	27.27272727272727	0.685331
16s-F10_S133_L001_R1_001	96.14629032699477	56.0	249.91652655664907	251	36.36363636363637	0.8404109999999999
16s-F10_S133_L001_R2_001	94.7501877057773	53.0	250.83254145888142	251	36.36363636363637	0.8404109999999999
16s-F11_S141_L001_R1_001	97.4794019838116	52.0	249.55805542141974	251	36.36363636363637	0.7310169999999999
16s-F11_S141_L001_R2_001	94.83445665422282	51.0	250.64902321013054	251	36.36363636363637	0.7310169999999999
16s-F12_S149_L001_R1_001	96.82373629439222	52.0	249.63091045254453	251	36.36363636363637	0.602217
16s-F12_S149_L001_R2_001	96.70982386747635	51.0	250.7573466042971	251	36.36363636363637	0.602217
16s-G01_S62_L001_R1_001	93.67915670300869	55.0	250.23729211418689	251	27.27272727272727	0.592152
16s-G01_S62_L001_R2_001	93.17590753725395	53.0	250.8413684324295	251	36.36363636363637	0.592152
16s-G02_S70_L001_R1_001	96.0081017461622	54.0	249.29027283150194	251	36.36363636363637	0.788472
16s-G02_S70_L001_R2_001	93.92419768869408	51.0	249.6143008248866	251	36.36363636363637	0.788472
16s-G03_S78_L001_R1_001	94.47256637597016	56.0	250.1014970183214	251	36.36363636363637	0.8253739999999999
16s-G03_S78_L001_R2_001	93.01637802983859	54.0	250.76841407652773	251	36.36363636363637	0.8253739999999999
16s-G04_S86_L001_R1_001	94.64973482098333	55.0	249.632479617063	251	36.36363636363637	0.659743
16s-G04_S86_L001_R2_001	93.65086101709302	53.0	250.87236848287893	251	36.36363636363637	0.659743
16s-G05_S94_L001_R1_001	96.74127403473942	54.0	248.95970313893486	251	36.36363636363637	0.833117
16s-G05_S94_L001_R2_001	95.21603808348647	51.0	250.70728361082536	251	36.36363636363637	0.833117
16s-G06_S102_L001_R1_001	94.66225804191673	54.0	250.35850251453707	251	36.36363636363637	0.7279669999999999
16s-G06_S102_L001_R2_001	94.82256750649411	51.0	250.88548382000832	251	36.36363636363637	0.7279669999999999
16s-G07_S110_L001_R1_001	97.44036808712406	53.0	249.36826384626428	251	36.36363636363637	0.633763
16s-G07_S110_L001_R2_001	95.14518834327659	50.0	250.72598431905934	251	36.36363636363637	0.633763
16s-G08_S118_L001_R1_001	94.22200659293918	58.0	250.0899590599745	251	36.36363636363637	0.75232
16s-G08_S118_L001_R2_001	92.85902275627393	57.0	250.6131247341557	251	36.36363636363637	0.75232
16s-G09_S126_L001_R1_001	94.37332597401259	55.0	250.3715979841263	251	36.36363636363637	0.873269
16s-G09_S126_L001_R2_001	93.09033069993323	52.0	250.79864051054142	251	36.36363636363637	0.873269
16s-G10_S134_L001_R1_001	95.40548187141522	55.0	249.9393329601836	251	36.36363636363637	0.816473
16s-G10_S134_L001_R2_001	95.92797312342233	53.0	250.85621937283904	251	36.36363636363637	0.816473
16s-G11_S142_L001_R1_001	96.40365127253037	52.0	249.71887367525335	251	36.36363636363637	0.64635
16s-G11_S142_L001_R2_001	96.3918929372631	51.0	250.72989247311827	251	36.36363636363637	0.64635
16s-G12_S150_L001_R1_001	97.56778330280031	52.0	249.7329154671552	251	36.36363636363637	0.7642
16s-G12_S150_L001_R2_001	95.99319549856058	51.0	250.80843496466895	251	36.36363636363637	0.7642
16s-H01_S63_L001_R1_001	91.72807199679197	55.0	250.3092419446615	251	27.27272727272727	0.630917
16s-H01_S63_L001_R2_001	94.25994227449887	53.0	250.88770947684085	251	36.36363636363637	0.630917
16s-H02_S71_L001_R1_001	95.02045183941806	54.0	249.6909561425516	251	36.36363636363637	0.721451
16s-H02_S71_L001_R2_001	92.74794823210446	52.0	250.02407786530202	251	36.36363636363637	0.721451
16s-H03_S79_L001_R1_001	94.50497045260126	56.0	250.04038431283863	251	36.36363636363637	0.813608
16s-H03_S79_L001_R2_001	93.46147038868841	54.0	250.70793060048572	251	36.36363636363637	0.813608
16s-H04_S87_L001_R1_001	95.6205352109789	55.0	249.5618895345858	251	36.36363636363637	0.8781209999999999
16s-H04_S87_L001_R2_001	93.86326030239569	53.0	250.8372468031171	251	36.36363636363637	0.8781209999999999
16s-H05_S95_L001_R1_001	95.71237115433887	54.0	248.9029177330484	251	36.36363636363637	0.7103459999999999
16s-H05_S95_L001_R2_001	95.32608052977	51.0	250.7107578560307	251	36.36363636363637	0.7103459999999999
16s-H06_S103_L001_R1_001	94.7753368498153	54.0	250.36945324150432	251	36.36363636363637	0.759092
16s-H06_S103_L001_R2_001	94.39040327127674	51.0	250.88152424212086	251	36.36363636363637	0.759092
16s-H07_S111_L001_R1_001	97.44916211151138	53.0	249.14491944993648	251	36.36363636363637	0.679267
16s-H07_S111_L001_R2_001	95.47320862046882	51.0	250.5034868468511	251	36.36363636363637	0.679267
16s-H08_S119_L001_R1_001	94.00015974152791	58.0	250.115552383627	251	36.36363636363637	0.776254
16s-H08_S119_L001_R2_001	93.61549183643498	57.0	250.65120179734984	251	36.36363636363637	0.776254
16s-H09_S127_L001_R1_001	94.2376893028268	55.0	250.37953344017768	251	36.36363636363637	0.727538
16s-H09_S127_L001_R2_001	93.19540697530576	52.0	250.81542544856762	251	36.36363636363637	0.727538
16s-H10_S135_L001_R1_001	96.01189949488214	55.0	249.85874521895295	251	36.36363636363637	0.802387
16s-H10_S135_L001_R2_001	94.45068277526929	53.0	250.8236312402868	251	36.36363636363637	0.802387
16s-H11_S143_L001_R1_001	97.51129736772153	52.0	249.72897967622416	251	36.36363636363637	0.6094339999999999
16s-H11_S143_L001_R2_001	95.21441206102712	51.0	250.7035626499342	251	36.36363636363637	0.6094339999999999
16s-H12_S151_L001_R1_001	97.47305382368174	52.0	249.84993118603234	251	36.36363636363637	0.698986
16s-H12_S151_L001_R2_001	95.94841670648626	51.0	250.84684957924765	251	36.36363636363637	0.698986
