channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,reserve_pore_intercept_median_mv,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,seconds_since_start_of_run,strand,strand2,strand_median,strand_range,total_good_samples,total_time_active,transition,unavailable,unclassed,unknown_negative,unknown_positive,zero
1,1,0,0.03,0.0,False,0,sample3,PAW72062,-0.054,0.367,12,0,0,-0.06,0.366,-0.117,-0.118,-0.116,-30,-40,-50,-625.0,-0.074,0.355,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,54017
1,2,0,0.08,0.001,False,0,sample3,PAW72062,-0.082,0.351,12,0,0,-0.099,0.331,-0.093,-0.104,-0.107,-30,-40,-50,90.552,-0.062,0.364,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,54509
1,3,0,-0.22,0.002,False,0,sample3,PAW72062,-0.402,0.307,12,0,0,-0.421,0.314,-0.44,-0.445,-0.472,-30,-40,-50,204.229,-0.389,0.307,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55286
1,4,0,-0.16,0.0,False,0,sample3,PAW72062,-0.254,0.267,12,0,0,-0.283,0.259,-0.303,-0.294,-0.301,-30,-40,-50,-174.03,-0.255,0.267,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,56232
2,1,0,-0.67,0.001,False,0,sample3,PAW72062,0.037,0.493,12,0,0,0.039,0.503,-0.006,0.018,-0.025,-30,-40,-50,-39.113,0.03,0.5,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55136
2,2,0,0.94,0.001,False,0,sample3,PAW72062,0.089,0.485,12,0,0,0.102,0.474,0.136,0.076,0.11,-30,-40,-50,-55.412,0.089,0.483,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55251
2,3,0,-0.29,0.0,False,0,sample3,PAW72062,-0.771,0.487,12,0,0,-0.756,0.492,-0.769,-0.75,-0.76,-30,-40,-50,-418.432,-0.721,0.506,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55659
2,4,0,-0.1,0.002,False,0,sample3,PAW72062,-0.362,0.558,12,0,0,-0.402,0.558,-0.38,-0.394,-0.418,-30,-40,-50,164.404,-0.283,0.554,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55364
3,1,0,-0.18,0.002,False,0,sample3,PAW72062,-0.096,0.384,12,0,0,-0.056,0.374,-0.056,-0.063,-0.088,-30,-40,-50,-0.989,-0.064,0.383,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55125
3,2,1889,1.9,0.9,True,41,sample3,PAW72062,5.598,0.522,12,1,1,14.419,0.681,38.255,47.162,56.259,-30,-40,-50,12.459,4.778,0.44,0,single_pore,0,12111,8120,214.49,0.96,0,12.658,1,13,-177,6,30019,0,101.53,57.1,44060,0.0,0,0,0,0,162,336
3,3,0,-0.06,0.01,False,0,sample3,PAW72062,-1.634,0.349,12,0,0,-1.627,0.344,-1.29,-1.183,-1.082,-30,-40,-50,-153.911,-1.655,0.357,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55272
3,4,0,,,False,0,sample3,PAW72062,1.539,1.425,12,0,0,,,,,,-30,-40,-50,,1.385,1.411,0,unavailable,0,0,32,,,0,12.658,1,13,-177,6,0,28364,,,0,0.0,0,14122,0,0,2727,0
4,1,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
4,2,0,1.82,0.001,False,0,sample3,PAW72062,2.521,0.863,12,0,0,2.462,0.934,3.785,3.703,3.803,-30,-40,-50,79.215,1.754,0.659,0,unavailable,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,31194,0,0,5000,5006
4,3,0,10.12,1.499,False,13,sample3,PAW72062,7.02,0.48,12,0,0,22.379,0.68,64.298,78.778,94.27,-30,-40,-50,12.773,5.614,0.688,0,other,0,6804,53263,170.83,1.26,0,12.658,1,13,-177,6,0,0,,,6817,0.0,0,0,0,0,0,0
4,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
5,1,913,4.02,0.898,True,19,sample3,PAW72062,6.221,0.514,12,1,1,15.228,0.604,39.666,48.441,57.618,-30,-40,-50,14.107,5.321,0.465,0,single_pore,0,2176,45,215.64,1.03,0,12.658,1,13,-177,6,50065,100,107.48,61.1,53173,0.0,0,0,0,0,0,0
5,2,336,2.5,0.98,True,3,sample3,PAW72062,6.486,0.545,12,2,1,16.325,0.629,42.866,52.546,62.476,-30,-40,-50,13.673,5.624,0.601,0,single_pore,0,5286,216,230.85,1.01,0,12.658,1,13,-177,6,43796,0,121.72,61.6,49421,0.0,0,5076,0,0,809,0
5,3,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
5,4,0,0.18,0.002,False,0,sample3,PAW72062,-0.202,0.442,12,0,0,-0.213,0.434,-0.194,-0.218,-0.224,-30,-40,-50,86.19,-0.174,0.438,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55156
6,1,2163,-0.47,0.919,True,123,sample3,PAW72062,5.364,0.443,12,1,1,14.279,0.537,38.589,47.804,56.972,-30,-40,-50,11.992,4.531,0.461,0,single_pore,0,16136,311,215.71,1.0,0,12.658,1,13,-177,6,20017,0,109.51,60.6,38439,0.0,0,11503,0,0,6453,0
6,2,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
6,3,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
6,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
7,1,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
7,2,0,9.43,1.816,False,0,sample3,PAW72062,11.664,0.594,12,0,0,29.625,0.77,78.088,95.774,114.403,-30,-40,-50,12.907,10.123,0.713,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
7,3,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
7,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
8,1,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
8,2,0,4.01,0.904,True,0,sample3,PAW72062,6.043,0.531,12,1,1,14.944,0.732,38.974,47.814,57.055,-30,-40,-50,13.028,5.399,0.581,0,single_pore,0,395,0,211.83,0.94,0,12.658,1,13,-177,6,60052,0,107.66,60.1,60447,0.0,0,0,0,0,150,0
8,3,0,,,False,182,sample3,PAW72062,12.818,0.895,12,0,0,,,,,,-30,-40,-50,,10.623,0.927,330,multiple,0,24,52055,197.36,1.76,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,3155,0
8,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
9,1,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
9,2,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
9,3,841,1.5,0.907,True,18,sample3,PAW72062,5.48,0.568,12,1,1,13.669,0.672,38.554,47.553,56.702,-30,-40,-50,12.46,4.854,0.513,0,single_pore,0,2050,220,214.87,1.03,0,12.658,1,13,-177,6,51847,0,103.61,62.8,54756,0.0,0,0,0,0,249,0
9,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
10,1,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
10,2,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
10,3,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
10,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
11,1,0,-0.37,0.0,False,0,sample3,PAW72062,0.018,0.533,12,0,0,0.067,0.514,-0.047,-0.028,-0.046,-30,-40,-50,-41.764,0.071,0.508,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55302
11,2,0,-0.21,0.002,False,0,sample3,PAW72062,0.001,0.533,12,0,0,0.005,0.527,-0.021,-0.03,-0.06,-30,-40,-50,-22.698,0.007,0.54,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55183
11,3,0,-0.34,0.001,False,0,sample3,PAW72062,-0.708,0.603,12,0,0,-0.697,0.605,-0.715,-0.688,-0.695,-30,-40,-50,-396.197,-0.647,0.609,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55360
11,4,0,-0.02,0.001,False,0,sample3,PAW72062,-0.38,0.608,12,0,0,-0.37,0.611,-0.349,-0.363,-0.379,-30,-40,-50,202.086,-0.318,0.598,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55106
12,1,0,-0.52,0.001,False,0,sample3,PAW72062,0.001,0.37,12,0,0,-0.003,0.367,-0.05,-0.038,-0.078,-30,-40,-50,-21.614,-0.002,0.361,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55180
12,2,0,-0.18,0.0,False,0,sample3,PAW72062,0.049,0.363,12,0,0,0.06,0.363,0.025,0.033,0.023,-30,-40,-50,-49.643,0.047,0.363,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55179
12,3,0,0.1,0.001,False,0,sample3,PAW72062,-0.48,0.326,12,0,0,-0.512,0.323,-0.536,-0.535,-0.524,-30,-40,-50,-759.549,-0.5,0.334,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55125
12,4,0,0.3,0.0,False,0,sample3,PAW72062,-0.287,0.335,12,0,0,-0.271,0.352,-0.268,-0.288,-0.278,-30,-40,-50,99.0,-0.258,0.346,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55212
13,1,0,0.82,0.016,False,0,sample3,PAW72062,-1.334,0.282,12,0,0,-1.362,0.284,-1.08,-0.959,-0.756,-30,-40,-50,-96.308,-1.382,0.268,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55242
13,2,0,11.29,0.902,True,8,sample3,PAW72062,5.906,0.719,12,1,1,14.217,0.841,38.022,46.473,56.053,-30,-40,-50,11.897,4.542,0.581,0,single_pore,0,0,389,,,0,12.658,1,13,-177,6,46607,0,107.62,61.6,46615,0.0,0,10032,0,0,9,0
13,3,0,-0.22,0.012,False,0,sample3,PAW72062,-2.05,0.378,12,0,0,-2.102,0.371,-1.616,-1.483,-1.372,-30,-40,-50,-161.828,-2.126,0.365,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55275
13,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
14,1,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
14,2,2019,0.13,0.902,True,95,sample3,PAW72062,5.476,0.521,12,1,1,14.991,0.723,40.895,49.912,58.942,-30,-40,-50,15.318,4.827,0.47,0,single_pore,0,1078,3100,224.48,1.73,0,12.658,1,13,-177,6,17110,0,116.17,65.2,20302,0.0,0,10012,0,0,18917,0
14,3,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
14,4,0,1.25,1.917,False,0,sample3,PAW72062,8.993,0.608,12,0,0,27.612,0.764,79.134,98.245,117.481,-30,-40,-50,11.262,7.207,0.549,0,saturated,0,0,2234,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,2550,0
15,1,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
15,2,0,-34.32,1.802,False,0,sample3,PAW72062,9.626,0.588,12,0,0,28.181,1.025,81.072,100.804,117.104,-30,-40,-50,15.151,7.701,0.578,8948,saturated,0,394,21396,250.16,1.76,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,25386,0
15,3,0,-11.21,1.423,False,0,sample3,PAW72062,7.065,0.576,12,0,0,22.726,0.781,63.624,78.411,92.077,-30,-40,-50,14.825,5.876,0.551,0,saturated,0,3801,51384,201.5,1.73,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,143,0
15,4,3354,14.39,1.03,False,43,sample3,PAW72062,6.286,0.509,12,1,1,16.62,0.768,45.753,55.331,66.348,-30,-40,-50,14.11,5.374,0.585,0,single_pore,0,160,2275,241.65,0.87,0,12.658,1,13,-177,6,46305,0,119.26,59.9,49862,0.0,0,288,0,0,5558,0
16,1,0,4.76,1.344,False,87,sample3,PAW72062,7.114,0.984,12,0,0,17.565,1.67,52.727,65.93,79.609,-30,-40,-50,9.164,5.285,0.472,118,multiple,0,3405,711,217.48,1.14,0,12.658,1,13,-177,6,50081,0,109.81,62.8,0,0.0,0,5025,0,0,43,0
16,2,0,-2.19,0.872,True,49,sample3,PAW72062,6.007,0.428,12,1,1,15.097,0.582,39.108,47.942,56.557,-30,-40,-50,14.864,5.468,0.451,0,single_pore,0,2908,214,214.6,0.96,0,12.658,1,13,-177,6,51658,0,107.69,58.9,54615,0.0,0,0,0,0,172,0
16,3,0,5.08,0.916,True,0,sample3,PAW72062,5.614,0.434,12,2,1,14.694,0.506,39.016,47.922,57.336,-30,-40,-50,12.488,4.959,0.471,0,single_pore,0,681,19,214.38,1.02,0,12.658,1,13,-177,6,57154,0,98.55,62.0,57835,0.0,0,0,0,0,0,0
16,4,4776,-8.3,1.263,False,2794,sample3,PAW72062,6.694,0.677,12,0,0,19.028,0.728,52.671,65.712,77.923,-30,-40,-50,11.807,5.795,0.421,0,other,0,569,43487,190.46,1.78,0,12.658,1,13,-177,6,0,0,,,8139,0.0,0,0,0,0,3797,0
17,1,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
17,2,0,5.57,1.806,False,0,sample3,PAW72062,12.002,0.761,12,0,0,30.701,1.0,79.301,97.081,115.418,-30,-40,-50,13.858,10.568,0.803,0,unavailable,0,0,81,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,47351,0,0,5000,0
17,3,0,4.22,0.903,True,0,sample3,PAW72062,5.547,0.474,12,1,1,14.438,0.634,38.46,47.282,56.526,-30,-40,-50,12.49,4.814,0.539,0,single_pore,0,0,87,,,0,12.658,1,13,-177,6,54459,0,106.44,60.6,54459,0.0,0,0,0,0,0,0
17,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
18,1,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
18,2,0,4.61,0.902,True,0,sample3,PAW72062,6.037,0.565,12,2,1,14.965,0.61,39.06,47.851,57.103,-30,-40,-50,13.2,5.377,0.518,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55049,0,108.0,59.2,55049,0.0,0,0,0,0,0,0
18,3,733,1.64,0.854,True,24,sample3,PAW72062,5.718,0.62,12,1,1,14.388,0.66,37.8,46.259,54.882,-30,-40,-50,14.223,4.863,0.61,0,single_pore,0,1751,26,215.85,1.03,0,12.658,1,13,-177,6,50767,0,108.94,63.5,53275,0.0,0,0,0,0,183,0
18,4,0,2.86,0.907,True,0,sample3,PAW72062,5.904,0.539,12,3,1,14.602,0.869,39.087,48.019,57.237,-30,-40,-50,13.014,5.184,0.574,0,single_pore,0,0,96,,,0,12.658,1,13,-177,6,57383,0,104.92,53.5,57383,0.0,0,0,0,0,0,0
19,1,0,5.97,0.907,True,0,sample3,PAW72062,6.116,0.405,12,1,1,15.124,0.459,39.401,48.177,57.55,-30,-40,-50,13.291,5.386,0.436,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,52440,0,106.88,60.5,52440,0.0,0,0,0,0,0,0
19,2,4080,6.52,0.907,True,261,sample3,PAW72062,6.134,0.45,12,2,1,15.216,0.513,39.371,48.114,57.509,-30,-40,-50,13.27,5.446,0.514,0,single_pore,0,8598,234,216.43,0.87,0,12.658,1,13,-177,6,45043,0,108.87,61.0,57982,0.0,0,0,0,0,2559,0
