SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
18	1103	23528	23528
19	1103	20727	20727
20	1103	21926	21926
21	1103	21576	21576
22	1103	24872	24872
23	1103	25699	25699
24	1103	26582	26582
25	1103	20171	20171
26	1103	22243	22243
27	1103	20458	20458
28	1103	16780	16780
29	1103	16382	16382
30	1103	17181	17181
31	1103	17882	17882
32	1103	17604	17604
33	1103	16805	16805
34	1103	16071	16071
35	1103	20404	20404
36	1103	20114	20114
37	1103	17336	17336
38	1103	22264	22264
39	1103	26532	26532
40	1103	23735	23735
41	1103	22343	22343
42	1103	20120	20120
43	1103	19746	19746
44	1103	20433	20433
45	1103	20381	20381
46	1103	23850	23850
47	1103	20054	20054
48	1103	20599	20599
49	1103	16243	16243
50	1103	18746	18746
51	1103	19926	19926
52	1103	19935	19935
53	1103	19304	19304
54	1103	17893	17893
55	1103	25869	25869
56	1103	22724	22724
57	1103	15821	15821
58	1103	20956	20956
59	1103	12296	12296
60	1103	11938	11938
61	1103	16451	16451
62	1103	15380	15380
63	1103	16319	16319
64	1103	14104	14104
65	1103	11860	11860
66	1103	15896	15896
67	1103	10034	10034
68	1103	12502	12502
69	1103	12868	12868
70	1103	14319	14319
71	1103	14477	14477
72	1103	16022	16022
73	1103	10988	10988
74	1103	11799	11799
75	1103	14648	14648
76	1103	12759	12759
77	1103	15679	15679
78	1103	15550	15550
79	1103	15736	15736
80	1103	13174	13174
81	1103	17899	17899
82	1103	19337	19337
83	1103	12970	12970
84	1103	14582	14582
85	1103	12560	12560
86	1103	14315	14315
87	1103	13453	13453
88	1103	15779	15779
89	1103	11893	11893
90	1103	14464	14464
0	1104	2531515	324421
1	1104	14999	14999
2	1104	18743	18743
3	1104	15638	15638
4	1104	16989	16989
5	1104	15364	15364
6	1104	16877	16877
7	1104	17347	17347
8	1104	19655	19655
9	1104	16678	16678
10	1104	15904	15904
11	1104	16306	16306
12	1104	19558	19558
13	1104	20838	20838
14	1104	27459	27459
15	1104	24595	24595
16	1104	20963	20963
17	1104	20023	20023
18	1104	22327	22327
19	1104	19732	19732
20	1104	21378	21378
21	1104	20373	20373
22	1104	23551	23551
23	1104	25032	25032
24	1104	25648	25648
25	1104	19370	19370
26	1104	21461	21461
27	1104	19382	19382
28	1104	15785	15785
29	1104	16196	16196
30	1104	16304	16304
31	1104	17035	17035
32	1104	16847	16847
33	1104	15957	15957
34	1104	15250	15250
35	1104	19503	19503
36	1104	19520	19520
37	1104	16752	16752
38	1104	21017	21017
39	1104	25475	25475
40	1104	22980	22980
41	1104	21539	21539
42	1104	19088	19088
43	1104	19570	19570
44	1104	19951	19951
45	1104	19353	19353
46	1104	22820	22820
47	1104	19163	19163
48	1104	19775	19775
49	1104	15719	15719
50	1104	18119	18119
51	1104	19576	19576
52	1104	19037	19037
53	1104	18653	18653
54	1104	17074	17074
55	1104	24693	24693
56	1104	21958	21958
57	1104	15600	15600
58	1104	19882	19882
59	1104	11777	11777
60	1104	11479	11479
61	1104	16039	16039
62	1104	14613	14613
63	1104	15737	15737
64	1104	13406	13406
65	1104	11099	11099
66	1104	15016	15016
67	1104	9454	9454
68	1104	11928	11928
69	1104	12361	12361
70	1104	13685	13685
71	1104	13900	13900
72	1104	15293	15293
73	1104	10407	10407
74	1104	11208	11208
75	1104	14435	14435
76	1104	12294	12294
77	1104	15245	15245
78	1104	14447	14447
79	1104	15399	15399
80	1104	12616	12616
81	1104	17371	17371
82	1104	18834	18834
83	1104	12473	12473
84	1104	14113	14113
85	1104	11825	11825
86	1104	13713	13713
87	1104	12836	12836
88	1104	15436	15436
89	1104	11457	11457
90	1104	14112	14112
0	1105	2512856	338786
1	1105	15342	15342
2	1105	18981	18981
3	1105	15716	15716
4	1105	16752	16752
5	1105	15466	15466
6	1105	16798	16798
7	1105	17954	17954
8	1105	20072	20072
9	1105	16729	16729
10	1105	16078	16078
11	1105	16766	16766
12	1105	20075	20075
13	1105	20948	20948
14	1105	28029	28029
15	1105	24976	24976
16	1105	21413	21413
17	1105	20433	20433
18	1105	22568	22568
19	1105	19885	19885
20	1105	21427	21427
21	1105	20932	20932
22	1105	24126	24126
23	1105	25147	25147
24	1105	25933	25933
25	1105	19640	19640
26	1105	21342	21342
27	1105	19848	19848
28	1105	16298	16298
29	1105	16085	16085
30	1105	16738	16738
31	1105	17069	17069
32	1105	17150	17150
33	1105	16236	16236
34	1105	15825	15825
35	1105	19940	19940
36	1105	19614	19614
37	1105	16874	16874
38	1105	21421	21421
39	1105	25663	25663
40	1105	23012	23012
41	1105	21674	21674
42	1105	19379	19379
43	1105	19383	19383
44	1105	20084	20084
45	1105	19514	19514
46	1105	23038	23038
47	1105	19442	19442
48	1105	19545	19545
49	1105	16044	16044
50	1105	18238	18238
51	1105	19538	19538
52	1105	19389	19389
53	1105	18952	18952
54	1105	17440	17440
55	1105	25397	25397
56	1105	21961	21961
57	1105	15400	15400
58	1105	20417	20417
59	1105	11790	11790
60	1105	11658	11658
61	1105	16191	16191
62	1105	14787	14787
63	1105	15988	15988
64	1105	13818	13818
65	1105	11479	11479
66	1105	14963	14963
67	1105	9794	9794
68	1105	12111	12111
69	1105	12604	12604
70	1105	13814	13814
71	1105	13933	13933
72	1105	15417	15417
73	1105	10684	10684
74	1105	11492	11492
75	1105	14429	14429
76	1105	12032	12032
77	1105	15257	15257
78	1105	14748	14748
79	1105	15483	15483
80	1105	12875	12875
81	1105	17507	17507
82	1105	18644	18644
83	1105	12455	12455
84	1105	14036	14036
85	1105	11956	11956
86	1105	13925	13925
87	1105	13214	13214
88	1105	15886	15886
89	1105	11791	11791
90	1105	14151	14151
0	1106	2549703	332586
1	1106	14729	14729
2	1106	18409	18409
3	1106	15265	15265
4	1106	16821	16821
5	1106	15019	15019
6	1106	16475	16475
7	1106	17635	17635
8	1106	19752	19752
9	1106	16480	16480
10	1106	15959	15959
11	1106	16011	16011
12	1106	19325	19325
13	1106	20422	20422
14	1106	27369	27369
15	1106	24243	24243
16	1106	20924	20924
17	1106	19449	19449
18	1106	22287	22287
19	1106	19727	19727
20	1106	21120	21120
21	1106	20460	20460
22	1106	23839	23839
23	1106	24580	24580
24	1106	25597	25597
25	1106	18995	18995
26	1106	21469	21469
27	1106	19210	19210
28	1106	15750	15750
29	1106	15874	15874
30	1106	16196	16196
31	1106	16823	16823
32	1106	16585	16585
33	1106	15884	15884
34	1106	14932	14932
35	1106	19560	19560
36	1106	18992	18992
37	1106	16456	16456
38	1106	20931	20931
39	1106	25270	25270
40	1106	22720	22720
41	1106	21147	21147
42	1106	19069	19069
43	1106	18887	18887
44	1106	19709	19709
45	1106	19359	19359
46	1106	22751	22751
47	1106	19190	19190
48	1106	19507	19507
49	1106	15576	15576
50	1106	17843	17843
51	1106	19175	19175
52	1106	19074	19074
53	1106	18156	18156
54	1106	16851	16851
55	1106	24517	24517
56	1106	21402	21402
57	1106	15437	15437
58	1106	20030	20030
59	1106	11629	11629
60	1106	11371	11371
61	1106	15945	15945
62	1106	14532	14532
63	1106	15538	15538
64	1106	13545	13545
65	1106	11214	11214
66	1106	14847	14847
67	1106	9582	9582
68	1106	11767	11767
69	1106	12270	12270
70	1106	13436	13436
71	1106	13894	13894
72	1106	15073	15073
73	1106	10255	10255
74	1106	10971	10971
75	1106	13873	13873
76	1106	12224	12224
77	1106	14800	14800
78	1106	14219	14219
79	1106	15033	15033
80	1106	12327	12327
81	1106	16704	16704
82	1106	18321	18321
83	1106	12427	12427
84	1106	13720	13720
85	1106	11583	11583
86	1106	13457	13457
87	1106	12643	12643
88	1106	14936	14936
89	1106	11192	11192
90	1106	13649	13649
0	1107	2514127	340721
1	1107	15159	15159
2	1107	18816	18816
3	1107	15659	15659
4	1107	17119	17119
5	1107	15341	15341
6	1107	17031	17031
7	1107	17569	17569
8	1107	19771	19771
9	1107	16864	16864
10	1107	16211	16211
11	1107	16299	16299
12	1107	19986	19986
13	1107	20779	20779
14	1107	27833	27833
15	1107	24629	24629
16	1107	21101	21101
17	1107	20262	20262
18	1107	22616	22616
19	1107	20064	20064
20	1107	21534	21534
21	1107	20979	20979
22	1107	24086	24086
23	1107	25240	25240
24	1107	26064	26064
25	1107	19596	19596
26	1107	21770	21770
27	1107	19556	19556
28	1107	16536	16536
29	1107	16218	16218
30	1107	16687	16687
31	1107	17452	17452
32	1107	16706	16706
33	1107	16332	16332
34	1107	15668	15668
35	1107	20019	20019
36	1107	19506	19506
37	1107	16814	16814
38	1107	21459	21459
39	1107	26026	26026
40	1107	23183	23183
41	1107	21671	21671
42	1107	19187	19187
43	1107	19564	19564
44	1107	20153	20153
45	1107	19850	19850
46	1107	23208	23208
47	1107	19207	19207
48	1107	19911	19911
49	1107	15820	15820
50	1107	18074	18074
51	1107	19636	19636
52	1107	19202	19202
53	1107	18990	18990
54	1107	17155	17155
55	1107	24983	24983
56	1107	21898	21898
57	1107	15507	15507
58	1107	20389	20389
59	1107	12015	12015
60	1107	11644	11644
61	1107	16128	16128
62	1107	14830	14830
63	1107	15934	15934
64	1107	13449	13449
65	1107	11585	11585
66	1107	14988	14988
67	1107	9766	9766
68	1107	11926	11926
69	1107	12513	12513
70	1107	13705	13705
71	1107	14124	14124
72	1107	15706	15706
73	1107	10644	10644
74	1107	11321	11321
75	1107	14124	14124
76	1107	12470	12470
77	1107	15207	15207
78	1107	14943	14943
79	1107	15623	15623
80	1107	12538	12538
81	1107	17541	17541
82	1107	19072	19072
83	1107	12542	12542
84	1107	14004	14004
85	1107	12068	12068
86	1107	13804	13804
87	1107	13016	13016
88	1107	15750	15750
89	1107	11741	11741
90	1107	14111	14111
0	1108	2516682	338848
1	1108	14939	14939
2	1108	18755	18755
3	1108	15837	15837
4	1108	17146	17146
5	1108	15369	15369
6	1108	16849	16849
7	1108	17796	17796
8	1108	20071	20071
9	1108	16523	16523
10	1108	16181	16181
11	1108	16532	16532
12	1108	19619	19619
13	1108	20411	20411
14	1108	28162	28162
15	1108	24830	24830
16	1108	21189	21189
17	1108	20073	20073
18	1108	22551	22551
19	1108	19996	19996
20	1108	21319	21319
21	1108	20851	20851
22	1108	24108	24108
23	1108	25251	25251
24	1108	26177	26177
25	1108	19553	19553
26	1108	21538	21538
27	1108	19574	19574
28	1108	15938	15938
29	1108	16236	16236
30	1108	16716	16716
31	1108	17042	17042
32	1108	17111	17111
33	1108	16346	16346
34	1108	15690	15690
35	1108	19729	19729
36	1108	19620	19620
37	1108	16839	16839
38	1108	21370	21370
39	1108	26047	26047
40	1108	23042	23042
41	1108	21967	21967
42	1108	19376	19376
43	1108	19399	19399
44	1108	20180	20180
45	1108	19961	19961
46	1108	23169	23169
47	1108	19147	19147
48	1108	19613	19613
49	1108	15867	15867
50	1108	18076	18076
51	1108	19420	19420
52	1108	19019	19019
53	1108	18691	18691
54	1108	17408	17408
55	1108	24873	24873
56	1108	21866	21866
57	1108	15681	15681
58	1108	20271	20271
59	1108	11619	11619
60	1108	11589	11589
61	1108	16021	16021
62	1108	14768	14768
63	1108	15793	15793
64	1108	13709	13709
65	1108	11530	11530
66	1108	15268	15268
67	1108	9825	9825
68	1108	12115	12115
69	1108	12266	12266
70	1108	13806	13806
71	1108	14054	14054
72	1108	15450	15450
73	1108	10642	10642
74	1108	11530	11530
75	1108	14342	14342
76	1108	12388	12388
77	1108	15474	15474
78	1108	14794	14794
79	1108	15602	15602
80	1108	12710	12710
81	1108	17420	17420
82	1108	18922	18922
83	1108	12508	12508
84	1108	14004	14004
85	1108	11954	11954
86	1108	13733	13733
87	1108	13019	13019
88	1108	15731	15731
89	1108	11495	11495
90	1108	14231	14231
0	1109	2568908	318969
1	1109	14607	14607
2	1109	18072	18072
3	1109	15332	15332
4	1109	16567	16567
5	1109	15076	15076
6	1109	16258	16258
7	1109	17377	17377
8	1109	19525	19525
9	1109	16186	16186
10	1109	15557	15557
11	1109	16013	16013
12	1109	18951	18951
13	1109	20209	20209
14	1109	26808	26808
15	1109	24203	24203
16	1109	20415	20415
17	1109	19426	19426
18	1109	22052	22052
19	1109	18992	18992
20	1109	20548	20548
21	1109	20126	20126
22	1109	23159	23159
23	1109	24146	24146
24	1109	24919	24919
25	1109	18852	18852
26	1109	21031	21031
27	1109	19238	19238
28	1109	15714	15714
29	1109	15689	15689
30	1109	15982	15982
31	1109	16698	16698
32	1109	16301	16301
33	1109	15634	15634
34	1109	14882	14882
35	1109	19136	19136
36	1109	18897	18897
37	1109	16218	16218
38	1109	20755	20755
39	1109	25036	25036
40	1109	22257	22257
41	1109	21146	21146
42	1109	18703	18703
43	1109	18716	18716
44	1109	19454	19454
45	1109	18961	18961
46	1109	22247	22247
47	1109	18505	18505
48	1109	19135	19135
49	1109	15451	15451
50	1109	17484	17484
51	1109	18798	18798
52	1109	18232	18232
53	1109	17893	17893
54	1109	16808	16808
55	1109	24177	24177
56	1109	21219	21219
57	1109	15212	15212
58	1109	19873	19873
59	1109	11477	11477
60	1109	11204	11204
61	1109	15560	15560
62	1109	14226	14226
63	1109	15343	15343
64	1109	13345	13345
65	1109	11157	11157
66	1109	14564	14564
67	1109	9496	9496
68	1109	11786	11786
69	1109	12186	12186
70	1109	13612	13612
71	1109	13481	13481
72	1109	15011	15011
73	1109	10177	10177
74	1109	11019	11019
75	1109	13855	13855
76	1109	11978	11978
77	1109	14632	14632
78	1109	14303	14303
79	1109	15086	15086
80	1109	12221	12221
81	1109	16835	16835
82	1109	18119	18119
83	1109	12246	12246
84	1109	13530	13530
85	1109	11720	11720
86	1109	13215	13215
87	1109	12646	12646
88	1109	15302	15302
89	1109	11246	11246
90	1109	13560	13560
0	1110	2539032	333634
1	1110	14831	14831
2	1110	18521	18521
3	1110	15086	15086
4	1110	16686	16686
5	1110	15249	15249
6	1110	16710	16710
7	1110	17944	17944
8	1110	19963	19963
9	1110	16429	16429
10	1110	15578	15578
11	1110	16518	16518
12	1110	19390	19390
13	1110	20735	20735
14	1110	27524	27524
15	1110	24444	24444
16	1110	20528	20528
17	1110	19883	19883
18	1110	22400	22400
19	1110	19418	19418
20	1110	20940	20940
21	1110	20311	20311
22	1110	23716	23716
23	1110	24873	24873
24	1110	25814	25814
25	1110	19286	19286
26	1110	21324	21324
27	1110	19184	19184
28	1110	16133	16133
29	1110	15931	15931
30	1110	16466	16466
31	1110	17193	17193
32	1110	16869	16869
33	1110	16252	16252
34	1110	15193	15193
35	1110	19488	19488
36	1110	19176	19176
37	1110	16446	16446
38	1110	21077	21077
39	1110	25749	25749
40	1110	22689	22689
41	1110	21525	21525
42	1110	18733	18733
43	1110	18852	18852
44	1110	19859	19859
45	1110	19479	19479
46	1110	22576	22576
47	1110	19271	19271
48	1110	19576	19576
49	1110	15777	15777
50	1110	17973	17973
51	1110	19113	19113
52	1110	18713	18713
53	1110	18284	18284
54	1110	17135	17135
55	1110	24564	24564
56	1110	21458	21458
57	1110	15428	15428
58	1110	20023	20023
59	1110	11726	11726
60	1110	11528	11528
61	1110	15888	15888
62	1110	14880	14880
63	1110	15671	15671
64	1110	13428	13428
65	1110	11341	11341
66	1110	14964	14964
67	1110	9470	9470
68	1110	11839	11839
69	1110	12100	12100
70	1110	13703	13703
71	1110	13862	13862
72	1110	15159	15159
73	1110	10426	10426
74	1110	11198	11198
75	1110	14010	14010
76	1110	12147	12147
77	1110	15164	15164
78	1110	14455	14455
79	1110	15446	15446
80	1110	12469	12469
81	1110	17244	17244
82	1110	18596	18596
83	1110	12585	12585
84	1110	14157	14157
85	1110	11923	11923
86	1110	13606	13606
87	1110	12897	12897
88	1110	15385	15385
89	1110	11488	11488
90	1110	13831	13831
0	1111	2532359	332328
1	1111	14796	14796
2	1111	18695	18695
3	1111	15300	15300
4	1111	16964	16964
5	1111	15246	15246
6	1111	16751	16751
7	1111	17391	17391
8	1111	19681	19681
9	1111	16584	16584
10	1111	15778	15778
11	1111	16252	16252
12	1111	19608	19608
13	1111	20472	20472
14	1111	27693	27693
15	1111	24698	24698
16	1111	21129	21129
17	1111	19898	19898
18	1111	22638	22638
19	1111	19507	19507
20	1111	21459	21459
21	1111	20359	20359
22	1111	23815	23815
23	1111	24806	24806
24	1111	25719	25719
25	1111	19366	19366
26	1111	21418	21418
27	1111	19559	19559
28	1111	15892	15892
29	1111	15869	15869
30	1111	16340	16340
31	1111	17030	17030
32	1111	17036	17036
33	1111	16368	16368
34	1111	15537	15537
35	1111	19751	19751
36	1111	19340	19340
37	1111	16738	16738
38	1111	21574	21574
39	1111	25449	25449
40	1111	22921	22921
41	1111	21557	21557
42	1111	18998	18998
43	1111	19022	19022
44	1111	19888	19888
45	1111	19435	19435
46	1111	22849	22849
47	1111	19271	19271
48	1111	19549	19549
49	1111	15737	15737
50	1111	17720	17720
51	1111	18990	18990
52	1111	18823	18823
53	1111	18626	18626
54	1111	16830	16830
55	1111	24974	24974
56	1111	21856	21856
57	1111	15494	15494
58	1111	20165	20165
59	1111	11654	11654
60	1111	11303	11303
61	1111	16179	16179
62	1111	14909	14909
63	1111	15657	15657
64	1111	13655	13655
65	1111	11387	11387
66	1111	14883	14883
67	1111	9476	9476
68	1111	11967	11967
69	1111	12342	12342
70	1111	13773	13773
71	1111	13963	13963
72	1111	15267	15267
73	1111	10431	10431
74	1111	11265	11265
75	1111	14013	14013
76	1111	12225	12225
77	1111	15158	15158
78	1111	14790	14790
79	1111	15435	15435
80	1111	12674	12674
81	1111	17131	17131
82	1111	18910	18910
83	1111	12407	12407
84	1111	13955	13955
85	1111	11968	11968
86	1111	13810	13810
87	1111	12855	12855
88	1111	15470	15470
89	1111	11473	11473
90	1111	13949	13949
0	1112	2756204	268161
1	1112	12857	12857
2	1112	16078	16078
3	1112	13351	13351
4	1112	14392	14392
5	1112	12842	12842
6	1112	14407	14407
7	1112	15428	15428
8	1112	17042	17042
9	1112	14304	14304
10	1112	13605	13605
11	1112	13974	13974
12	1112	16671	16671
13	1112	17492	17492
14	1112	23610	23610
15	1112	20950	20950
16	1112	18094	18094
17	1112	17226	17226
18	1112	19159	19159
19	1112	17045	17045
20	1112	18289	18289
21	1112	17368	17368
22	1112	20656	20656
23	1112	21494	21494
24	1112	22178	22178
25	1112	16577	16577
26	1112	18537	18537
27	1112	16953	16953
28	1112	13728	13728
29	1112	13794	13794
30	1112	13880	13880
31	1112	14443	14443
32	1112	14110	14110
33	1112	13971	13971
34	1112	13210	13210
35	1112	16598	16598
36	1112	16560	16560
37	1112	14366	14366
38	1112	18155	18155
39	1112	21977	21977
40	1112	19688	19688
41	1112	18652	18652
42	1112	16242	16242
43	1112	16530	16530
44	1112	16867	16867
45	1112	16717	16717
46	1112	19476	19476
47	1112	16137	16137
48	1112	16526	16526
49	1112	13271	13271
50	1112	15185	15185
51	1112	16317	16317
52	1112	16315	16315
53	1112	15748	15748
54	1112	14672	14672
55	1112	21352	21352
56	1112	18750	18750
57	1112	13158	13158
58	1112	17034	17034
59	1112	10078	10078
60	1112	9830	9830
61	1112	13710	13710
62	1112	12840	12840
63	1112	13534	13534
64	1112	11747	11747
65	1112	9593	9593
66	1112	12863	12863
67	1112	7984	7984
68	1112	10224	10224
69	1112	10746	10746
70	1112	11778	11778
71	1112	12132	12132
72	1112	13117	13117
73	1112	8779	8779
74	1112	9548	9548
75	1112	12307	12307
76	1112	10322	10322
77	1112	13107	13107
78	1112	12505	12505
79	1112	13071	13071
80	1112	10695	10695
81	1112	14724	14724
82	1112	15976	15976
83	1112	10774	10774
84	1112	11949	11949
85	1112	10128	10128
86	1112	11410	11410
87	1112	11105	11105
88	1112	13132	13132
89	1112	9918	9918
90	1112	12066	12066
0	1113	2753042	274289
1	1113	12795	12795
2	1113	15971	15971
3	1113	13290	13290
4	1113	14523	14523
5	1113	13069	13069
6	1113	14435	14435
7	1113	15182	15182
8	1113	17224	17224
9	1113	14232	14232
10	1113	13475	13475
11	1113	14153	14153
12	1113	16987	16987
13	1113	17535	17535
14	1113	23869	23869
15	1113	21134	21134
16	1113	18002	18002
17	1113	17221	17221
18	1113	19482	19482
19	1113	16646	16646
20	1113	18164	18164
21	1113	17833	17833
22	1113	20825	20825
23	1113	21485	21485
24	1113	22226	22226
25	1113	16670	16670
26	1113	18482	18482
27	1113	16669	16669
28	1113	13718	13718
29	1113	13982	13982
30	1113	13867	13867
31	1113	14774	14774
32	1113	14383	14383
33	1113	13926	13926
34	1113	13056	13056
35	1113	17050	17050
36	1113	16509	16509
37	1113	14385	14385
38	1113	18267	18267
39	1113	21859	21859
40	1113	19995	19995
41	1113	18551	18551
42	1113	16455	16455
43	1113	16682	16682
44	1113	17166	17166
45	1113	16600	16600
46	1113	19606	19606
47	1113	16560	16560
48	1113	16681	16681
49	1113	13592	13592
50	1113	15413	15413
51	1113	16217	16217
52	1113	16376	16376
53	1113	15798	15798
54	1113	14617	14617
55	1113	21328	21328
56	1113	18895	18895
57	1113	13352	13352
58	1113	17074	17074
59	1113	10259	10259
60	1113	9813	9813
61	1113	13582	13582
62	1113	12600	12600
63	1113	13303	13303
64	1113	11461	11461
65	1113	9776	9776
66	1113	12682	12682
67	1113	8303	8303
68	1113	10170	10170
69	1113	10551	10551
70	1113	11752	11752
71	1113	11908	11908
72	1113	13131	13131
73	1113	8897	8897
74	1113	9429	9429
75	1113	12141	12141
76	1113	10351	10351
77	1113	13027	13027
78	1113	12596	12596
79	1113	13245	13245
80	1113	10580	10580
81	1113	14802	14802
82	1113	15785	15785
83	1113	10574	10574
84	1113	11859	11859
85	1113	10099	10099
86	1113	11681	11681
87	1113	11280	11280
88	1113	13228	13228
89	1113	9618	9618
90	1113	12066	12066
0	1114	2944225	241927
1	1114	11010	11010
2	1114	13849	13849
3	1114	11694	11694
4	1114	12242	12242
5	1114	11111	11111
6	1114	12304	12304
7	1114	13178	13178
8	1114	14798	14798
9	1114	12282	12282
10	1114	11646	11646
11	1114	11919	11919
12	1114	14506	14506
13	1114	15148	15148
14	1114	20371	20371
15	1114	17925	17925
16	1114	15225	15225
17	1114	14862	14862
18	1114	16488	16488
19	1114	14235	14235
20	1114	15683	15683
21	1114	15051	15051
22	1114	17870	17870
23	1114	18757	18757
24	1114	19251	19251
25	1114	14315	14315
26	1114	15563	15563
27	1114	14430	14430
28	1114	11917	11917
29	1114	11862	11862
30	1114	12216	12216
31	1114	12798	12798
32	1114	11204	11204
33	1114	12193	12193
34	1114	11331	11331
35	1114	14462	14462
36	1114	14539	14539
37	1114	12492	12492
38	1114	15605	15605
39	1114	18739	18739
40	1114	17054	17054
41	1114	16141	16141
42	1114	13910	13910
43	1114	14148	14148
44	1114	14832	14832
45	1114	14125	14125
46	1114	17063	17063
47	1114	14318	14318
48	1114	14401	14401
49	1114	11564	11564
50	1114	13208	13208
51	1114	14233	14233
52	1114	13878	13878
53	1114	13504	13504
54	1114	12512	12512
55	1114	18705	18705
56	1114	16132	16132
57	1114	11225	11225
58	1114	14647	14647
59	1114	8684	8684
60	1114	8208	8208
61	1114	11745	11745
62	1114	10626	10626
63	1114	11596	11596
64	1114	9873	9873
65	1114	8193	8193
66	1114	10924	10924
67	1114	6873	6873
68	1114	8433	8433
69	1114	8934	8934
70	1114	10079	10079
71	1114	10337	10337
72	1114	11270	11270
73	1114	7682	7682
74	1114	8084	8084
75	1114	10373	10373
76	1114	8954	8954
77	1114	11420	11420
78	1114	10630	10630
79	1114	11365	11365
80	1114	9187	9187
81	1114	12830	12830
