Module	Section	Sample Name	Source
FastQC	all_sections	16s-B04_S81_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B04_S81_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-B04_S81_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B04_S81_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-B05_S89_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B05_S89_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-B05_S89_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B05_S89_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-B06_S97_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B06_S97_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-B06_S97_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B06_S97_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-B07_S105_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B07_S105_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-B07_S105_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B07_S105_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-B08_S113_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B08_S113_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-B08_S113_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B08_S113_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-B09_S121_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B09_S121_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-B09_S121_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B09_S121_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-B10_S129_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B10_S129_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-B10_S129_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B10_S129_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-B11_S137_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B11_S137_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-B11_S137_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B11_S137_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-B12_S145_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B12_S145_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-B12_S145_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-B12_S145_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-C01_S58_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C01_S58_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-C01_S58_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C01_S58_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-C02_S66_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C02_S66_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-C02_S66_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C02_S66_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-C03_S74_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C03_S74_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-C03_S74_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C03_S74_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-C04_S82_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C04_S82_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-C04_S82_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C04_S82_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-C05_S90_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C05_S90_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-C05_S90_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C05_S90_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-C06_S98_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C06_S98_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-C06_S98_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C06_S98_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-C07_S106_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C07_S106_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-C07_S106_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C07_S106_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-C08_S114_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C08_S114_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-C08_S114_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C08_S114_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-C09_S122_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C09_S122_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-C09_S122_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C09_S122_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-C10_S130_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C10_S130_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-C10_S130_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C10_S130_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-C11_S138_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C11_S138_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-C11_S138_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C11_S138_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-C12_S146_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C12_S146_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-C12_S146_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-C12_S146_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-D01_S59_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D01_S59_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-D01_S59_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D01_S59_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-D02_S67_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D02_S67_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-D02_S67_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D02_S67_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-D03_S75_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D03_S75_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-D03_S75_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D03_S75_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-D04_S83_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D04_S83_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-D04_S83_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D04_S83_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-D05_S91_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D05_S91_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-D05_S91_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D05_S91_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-D06_S99_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D06_S99_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-D06_S99_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D06_S99_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-D07_S107_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D07_S107_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-D07_S107_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D07_S107_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-D08_S115_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D08_S115_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-D08_S115_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D08_S115_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-D09_S123_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D09_S123_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-D09_S123_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D09_S123_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-D10_S131_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D10_S131_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-D10_S131_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D10_S131_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-D11_S139_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D11_S139_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-D11_S139_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D11_S139_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-D12_S147_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D12_S147_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-D12_S147_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-D12_S147_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-E01_S60_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E01_S60_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-E01_S60_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E01_S60_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-E02_S68_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E02_S68_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-E02_S68_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E02_S68_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-E03_S76_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E03_S76_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-E03_S76_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E03_S76_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-E04_S84_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E04_S84_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-E04_S84_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E04_S84_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-E05_S92_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E05_S92_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-E05_S92_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E05_S92_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-E06_S100_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E06_S100_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-E06_S100_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E06_S100_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-E07_S108_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E07_S108_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-E07_S108_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E07_S108_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-E08_S116_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E08_S116_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-E08_S116_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E08_S116_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-E09_S124_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E09_S124_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-E09_S124_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E09_S124_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-E10_S132_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E10_S132_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-E10_S132_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E10_S132_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-E11_S140_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E11_S140_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-E11_S140_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E11_S140_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-E12_S148_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E12_S148_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-E12_S148_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-E12_S148_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-F01_S61_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F01_S61_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-F01_S61_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F01_S61_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-F02_S69_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F02_S69_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-F02_S69_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F02_S69_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-F03_S77_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F03_S77_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-F03_S77_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F03_S77_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-F04_S85_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F04_S85_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-F04_S85_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F04_S85_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-F05_S93_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F05_S93_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-F05_S93_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F05_S93_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-F06_S101_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F06_S101_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-F06_S101_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F06_S101_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-F07_S109_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F07_S109_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-F07_S109_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F07_S109_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-F08_S117_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F08_S117_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-F08_S117_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F08_S117_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-F09_S125_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F09_S125_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-F09_S125_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F09_S125_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-F10_S133_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F10_S133_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-F10_S133_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F10_S133_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-F11_S141_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F11_S141_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-F11_S141_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F11_S141_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-F12_S149_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F12_S149_L001_R1_001_fastqc.zip
FastQC	all_sections	16s-F12_S149_L001_R2_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-F12_S149_L001_R2_001_fastqc.zip
FastQC	all_sections	16s-G01_S62_L001_R1_001	/orfeo/LTS/LAGE/post_run/ORID0087_C/ORID0087-02--16S/FASTQC/16s-G01_S62_L001_R1_001_fastqc.zip
