Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
16s-E02_S68_L001_R1_001	(1.0, 3.662943405331008)	(2.0, 1.2370659165309514)	(3.0, 0.7919195907154255)	(4.0, 0.6132688479823653)	(5.0, 0.48364013226077085)	(6.0, 0.4217868364342233)	(7.0, 0.34929565107722343)	(8.0, 0.3325162995498089)	(9.0, 0.31485959630854266)	('>10', 4.413408127566939)	('>50', 1.9649388321351997)	('>100', 7.182330136483025)	('>500', 6.006788508885927)	('>1k', 25.121540629609523)	('>5k', 14.194125033586118)	('>10k+', 32.90957245554294)
16s-E02_S68_L001_R2_001	(1.0, 4.731996468659352)	(2.0, 1.2214929236100829)	(3.0, 0.7685601013341229)	(4.0, 0.543519386731152)	(5.0, 0.4244188915757785)	(6.0, 0.3184786721281811)	(7.0, 0.3070730998481085)	(8.0, 0.23951701788152463)	(9.0, 0.2023392390070572)	('>10', 3.6376098745935392)	('>50', 2.4778605778457723)	('>100', 10.768066590995081)	('>500', 7.126947309546135)	('>1k', 35.06851568540361)	('>5k', 19.44255265481145)	('>10k+', 12.721051506029053)
16s-E03_S76_L001_R1_001	(1.0, 3.894143568394016)	(2.0, 1.3039720507857673)	(3.0, 0.8585618814592996)	(4.0, 0.6485775846328014)	(5.0, 0.5063969129265116)	(6.0, 0.4353065770733667)	(7.0, 0.3757805937990724)	(8.0, 0.35058247817989263)	(9.0, 0.2826571230325385)	('>10', 4.064809066452422)	('>50', 2.323826218213247)	('>100', 8.734251177738013)	('>500', 7.065332505569148)	('>1k', 28.6781336352238)	('>5k', 17.61396973791525)	('>10k+', 22.86369888860485)
16s-E03_S76_L001_R2_001	(1.0, 4.794093659082886)	(2.0, 1.07804112040317)	(3.0, 0.7091991381514078)	(4.0, 0.5604450449792451)	(5.0, 0.44674919962507154)	(6.0, 0.38491034583500716)	(7.0, 0.32806242315792034)	(8.0, 0.26001533798342036)	(9.0, 0.23554760252711537)	('>10', 3.508989762504717)	('>50', 2.7626629660738415)	('>100', 10.297021266235742)	('>500', 9.532800155814435)	('>1k', 18.18390972501187)	('>5k', 33.437290776515844)	('>10k+', 13.48026147609831)
16s-E04_S84_L001_R1_001	(1.0, 3.1103194923744852)	(2.0, 1.032784147834799)	(3.0, 0.7000723589001447)	(4.0, 0.5298897918290103)	(5.0, 0.42441277969497937)	(6.0, 0.39157297116776135)	(7.0, 0.3506623622397863)	(8.0, 0.33730379605922295)	(9.0, 0.29681064232439053)	('>10', 4.234526327507514)	('>50', 1.537626628075253)	('>100', 5.551458310141378)	('>500', 5.22125125236558)	('>1k', 17.899365468106424)	('>5k', 20.793304018701992)	('>10k+', 37.58863965267728)
16s-E04_S84_L001_R2_001	(1.0, 5.0570522097294885)	(2.0, 1.158299009239675)	(3.0, 0.7672826449961038)	(4.0, 0.617833685851052)	(5.0, 0.45224312590448623)	(6.0, 0.361516197261494)	(7.0, 0.2815039519091617)	(8.0, 0.27273739285316706)	(9.0, 0.20413558944673274)	('>10', 3.1911666481131022)	('>50', 1.5042302126238452)	('>100', 11.492541467215853)	('>500', 5.836301903595681)	('>1k', 27.696482244239117)	('>5k', 39.62665590559947)	('>10k+', 1.480017811421574)
16s-E05_S92_L001_R1_001	(1.0, 3.5604786405416977)	(2.0, 0.9753418196036568)	(3.0, 0.6730882617627527)	(4.0, 0.5157550442829392)	(5.0, 0.4616038678525102)	(6.0, 0.385419834536348)	(7.0, 0.3562495733073491)	(8.0, 0.3376302576292646)	(9.0, 0.263928799736847)	('>10', 5.713802498712163)	('>50', 2.0208163949280986)	('>100', 3.3176517319066803)	('>500', 2.9215257908554335)	('>1k', 12.926459909510127)	('>5k', 15.942168405503871)	('>10k+', 49.62807916933026)
16s-E05_S92_L001_R2_001	(1.0, 3.0372758699875253)	(2.0, 0.9526883188619875)	(3.0, 0.7266187943372454)	(4.0, 0.5306504968254067)	(5.0, 0.41893460275690003)	(6.0, 0.35842182680312556)	(7.0, 0.27587619396361784)	(8.0, 0.22343178813701337)	(9.0, 0.17734898183375433)	('>10', 1.8744996058911514)	('>50', 1.621276912669203)	('>100', 3.242864147266374)	('>500', 3.0518610006020244)	('>1k', 32.412815054337365)	('>5k', 49.50208846657522)	('>10k+', 1.5933479391520764)
16s-E06_S100_L001_R1_001	(1.0, 2.7245123069677515)	(2.0, 0.9872840393624669)	(3.0, 0.6644275338968346)	(4.0, 0.5126044171231688)	(5.0, 0.4282031579208289)	(6.0, 0.3554519991076519)	(7.0, 0.3348784175693429)	(8.0, 0.2984408695436631)	(9.0, 0.2587809533252361)	('>10', 3.5336985350618444)	('>50', 1.1836006246436805)	('>100', 4.0485338224723)	('>500', 4.704657561410901)	('>1k', 23.814416379545396)	('>5k', 16.606722355799022)	('>10k+', 39.5437870262499)
16s-E06_S100_L001_R2_001	(1.0, 4.611828570012146)	(2.0, 1.2130976873311354)	(3.0, 0.7268919019408572)	(4.0, 0.47591899462112386)	(5.0, 0.3333911707111519)	(6.0, 0.2840641499144833)	(7.0, 0.2004065141412389)	(8.0, 0.1953250873757529)	(9.0, 0.14835287410455347)	('>10', 2.0199291078997597)	('>50', 1.353146766477456)	('>100', 8.367002949706269)	('>500', 11.34905683761743)	('>1k', 40.62352824529658)	('>5k', 28.09805914285006)	('>10k+', 0.0)
16s-E07_S108_L001_R1_001	(1.0, 1.925072687561732)	(2.0, 0.5614679409596149)	(3.0, 0.3668461249530487)	(4.0, 0.29714953466048993)	(5.0, 0.2580582335183562)	(6.0, 0.25624973915946747)	(7.0, 0.2230012659460512)	(8.0, 0.19364801135177998)	(9.0, 0.18029297608613998)	('>10', 3.948360530306192)	('>50', 1.7630037700151635)	('>100', 2.712602423382441)	('>500', 1.0505961075636798)	('>1k', 7.026835273986895)	('>5k', 4.536677656747771)	('>10k+', 74.70013772380118)
16s-E07_S108_L001_R2_001	(1.0, 3.6139281888624573)	(2.0, 0.79239875909464)	(3.0, 0.60431534577021)	(4.0, 0.4963621440396199)	(5.0, 0.44586341694141873)	(6.0, 0.35891657276407496)	(7.0, 0.2950628104002337)	(8.0, 0.2782299013675)	(9.0, 0.2366345311130587)	('>10', 3.312048745878719)	('>50', 0.8664079128583949)	('>100', 2.536761125718181)	('>500', 1.313106019503916)	('>1k', 20.811457507338314)	('>5k', 23.22816243061642)	('>10k+', 40.81034458773284)
16s-E08_S116_L001_R1_001	(1.0, 4.357945985984456)	(2.0, 1.4184247603558056)	(3.0, 0.9268131309070827)	(4.0, 0.6763943384265001)	(5.0, 0.581894194106196)	(6.0, 0.5069003557264847)	(7.0, 0.4326973135335542)	(8.0, 0.3922349086432705)	(9.0, 0.3368791755686154)	('>10', 4.868273125186991)	('>50', 2.025097234981133)	('>100', 7.420040620564128)	('>500', 6.718736202254033)	('>1k', 28.57120262966092)	('>5k', 17.73149569872774)	('>10k+', 23.03497032537309)
16s-E08_S116_L001_R2_001	(1.0, 5.099053812362516)	(2.0, 1.0290894377307311)	(3.0, 0.7216015204374685)	(4.0, 0.6110218536526217)	(5.0, 0.4942476167379921)	(6.0, 0.42544834848806357)	(7.0, 0.36903822049770074)	(8.0, 0.3395151628578847)	(9.0, 0.3356929812884442)	('>10', 4.190560793115856)	('>50', 2.4121919684103283)	('>100', 11.877758725447427)	('>500', 2.9556007480931927)	('>1k', 13.172292083207573)	('>5k', 26.056470755698015)	('>10k+', 29.910415971974185)
16s-E09_S124_L001_R1_001	(1.0, 4.01477470670948)	(2.0, 1.4167703898863)	(3.0, 0.8751495309450356)	(4.0, 0.658662624286247)	(5.0, 0.5876303804906714)	(6.0, 0.4116641401789044)	(7.0, 0.3299770598139924)	(8.0, 0.2828374798405649)	(9.0, 0.26733953573971203)	('>10', 3.6962596680534094)	('>50', 2.3182341384192418)	('>100', 10.994822718048809)	('>500', 7.05834491643218)	('>1k', 34.48114981830275)	('>5k', 13.931198814407274)	('>10k+', 18.67518407844543)
16s-E09_S124_L001_R2_001	(1.0, 5.356315492939556)	(2.0, 1.3538099919765851)	(3.0, 0.7608521932012456)	(4.0, 0.510140659986407)	(5.0, 0.37614801828111655)	(6.0, 0.25765332067667895)	(7.0, 0.21471110056389917)	(8.0, 0.18339233852675899)	(9.0, 0.15255788724277047)	('>10', 4.312464382980028)	('>50', 3.6983583479837336)	('>100', 13.592181287201118)	('>500', 9.136360921288201)	('>1k', 52.17996341839445)	('>5k', 7.9150906387574524)	('>10k+', 0.0)
16s-E10_S132_L001_R1_001	(1.0, 2.8997063015088775)	(2.0, 0.8990875801393029)	(3.0, 0.603835813612129)	(4.0, 0.43647038874600197)	(5.0, 0.40514600141606943)	(6.0, 0.330071023517884)	(7.0, 0.29356905150531803)	(8.0, 0.268198886560414)	(9.0, 0.2597853114511346)	('>10', 4.586822270344995)	('>50', 2.003466392945023)	('>100', 5.084129279111941)	('>500', 2.9556242160813193)	('>1k', 15.022761956661027)	('>5k', 9.237846590754646)	('>10k+', 54.71347893564392)
16s-E10_S132_L001_R2_001	(1.0, 3.743005406692805)	(2.0, 0.8838137053255343)	(3.0, 0.605389089016919)	(4.0, 0.5089565743028707)	(5.0, 0.40061561481876506)	(6.0, 0.3417205890538093)	(7.0, 0.30081767006100485)	(8.0, 0.21745855667060593)	(9.0, 0.23532122382569146)	('>10', 3.188227207948628)	('>50', 1.463314870929286)	('>100', 5.491216874783998)	('>500', 3.622885442055708)	('>1k', 18.67943113877092)	('>5k', 28.829568150605585)	('>10k+', 31.48825788513787)
16s-E11_S140_L001_R1_001	(1.0, 1.7282089552238806)	(2.0, 0.49791044776119403)	(3.0, 0.333134328358209)	(4.0, 0.2591044776119403)	(5.0, 0.26492537313432835)	(6.0, 0.20059701492537316)	(7.0, 0.23194029850746267)	(8.0, 0.1791044776119403)	(9.0, 0.1880597014925373)	('>10', 3.982985074626866)	('>50', 1.5485074626865671)	('>100', 2.734179104477612)	('>500', 1.8628358208955222)	('>1k', 4.395970149253731)	('>5k', 1.265373134328358)	('>10k+', 80.32716417910449)
16s-E11_S140_L001_R2_001	(1.0, 3.0428358208955224)	(2.0, 0.6164179104477612)	(3.0, 0.5064179104477612)	(4.0, 0.43402985074626865)	(5.0, 0.4119402985074627)	(6.0, 0.3913432835820896)	(7.0, 0.31343283582089554)	(8.0, 0.2614925373134328)	(9.0, 0.26865671641791045)	('>10', 2.795074626865672)	('>50', 0.5826865671641791)	('>100', 3.186268656716418)	('>500', 1.592089552238806)	('>1k', 2.3135820895522388)	('>5k', 28.33089552238806)	('>10k+', 54.952835820895515)
16s-E12_S148_L001_R1_001	(1.0, 2.1001324793868585)	(2.0, 0.5234049773174038)	(3.0, 0.3604193409621808)	(4.0, 0.2810688155862941)	(5.0, 0.2399367937931779)	(6.0, 0.22108461713799965)	(7.0, 0.2411364777621438)	(8.0, 0.2179997155035159)	(9.0, 0.16658468826212067)	('>10', 4.6448335609876485)	('>50', 1.7381706876074359)	('>100', 3.04205577844922)	('>500', 1.044239203272738)	('>1k', 1.7402272886970918)	('>5k', 4.100005655652997)	('>10k+', 79.33869991962116)
16s-E12_S148_L001_R2_001	(1.0, 3.1524267035940814)	(2.0, 0.6680525872898625)	(3.0, 0.5686502012898317)	(4.0, 0.4990685310898101)	(5.0, 0.4293154774656505)	(6.0, 0.38561270431046446)	(7.0, 0.3383108792483809)	(8.0, 0.32768510695182584)	(9.0, 0.2976930077276786)	('>10', 2.80229036808018)	('>50', 1.0332706641279068)	('>100', 2.1765694865523995)	('>500', 0.46856228159324886)	('>1k', 2.875813857035375)	('>5k', 36.00080207442497)	('>10k+', 47.97587606921834)
16s-F01_S61_L001_R1_001	(1.0, 3.8221751566401405)	(2.0, 1.380561568529737)	(3.0, 0.8654789528600129)	(4.0, 0.6779520242526176)	(5.0, 0.5424654405390393)	(6.0, 0.4570725554015542)	(7.0, 0.3879017229117676)	(8.0, 0.32911300411650807)	(9.0, 0.30951676451808824)	('>10', 3.9074382653564435)	('>50', 1.9086218263176202)	('>100', 8.255207927782017)	('>500', 7.7261094586246815)	('>1k', 32.42528771432576)	('>5k', 18.940609118610457)	('>10k+', 18.064488499213553)
16s-F01_S61_L001_R2_001	(1.0, 4.993537134225157)	(2.0, 1.1576056769397682)	(3.0, 0.7276563935651659)	(4.0, 0.5097617824012791)	(5.0, 0.3951692024979365)	(6.0, 0.33248719106722935)	(7.0, 0.31613536199834924)	(8.0, 0.28031706975223086)	(9.0, 0.23126158254559046)	('>10', 4.560992322426923)	('>50', 3.0951676451808825)	('>100', 9.081105072181646)	('>500', 12.760266612679674)	('>1k', 28.622968350126403)	('>5k', 17.434164421534582)	('>10k+', 15.501404180877184)
16s-F02_S69_L001_R1_001	(1.0, 4.5637819593419)	(2.0, 1.384134065032586)	(3.0, 0.9458115400803725)	(4.0, 0.6911287274170069)	(5.0, 0.5388552141614368)	(6.0, 0.4608418473350795)	(7.0, 0.39408814170015527)	(8.0, 0.36459855286544973)	(9.0, 0.3365834434724795)	('>10', 4.962695670124098)	('>50', 1.939208553053111)	('>100', 7.751874599544788)	('>500', 6.5706825231292205)	('>1k', 27.08913630356047)	('>5k', 14.815971561312876)	('>10k+', 27.190607297868972)
16s-F02_S69_L001_R2_001	(1.0, 4.286445780710055)	(2.0, 1.1736856356212786)	(3.0, 0.6755796714859804)	(4.0, 0.47826751346467816)	(5.0, 0.3900668341317863)	(6.0, 0.29838102157297464)	(7.0, 0.2223783085308019)	(8.0, 0.19409511196660706)	(9.0, 0.20026111690477277)	('>10', 3.8752000600515264)	('>50', 2.5149257532579297)	('>100', 12.033360767587189)	('>500', 11.11341963952999)	('>1k', 34.61005380509526)	('>5k', 25.05113762791109)	('>10k+', 2.8827413521780745)
16s-F03_S77_L001_R1_001	(1.0, 4.343662231226116)	(2.0, 1.381805265961995)	(3.0, 0.88243999657969)	(4.0, 0.6440706951780206)	(5.0, 0.5702709280222057)	(6.0, 0.47673860280333874)	(7.0, 0.3701827892628574)	(8.0, 0.32940216926588306)	(9.0, 0.32677116152414276)	('>10', 4.44390362618642)	('>50', 2.2032058829333105)	('>100', 8.184801983779836)	('>500', 7.4554866377694315)	('>1k', 28.031545782823464)	('>5k', 17.922161635960617)	('>10k+', 22.433550610722673)
16s-F03_S77_L001_R2_001	(1.0, 5.025619437885196)	(2.0, 1.12738681733571)	(3.0, 0.7352351134293212)	(4.0, 0.5530378273138068)	(5.0, 0.4781856570612959)	(6.0, 0.4009655798412187)	(7.0, 0.32229844836318433)	(8.0, 0.2883584484947347)	(9.0, 0.2652055803674202)	('>10', 3.545282931995027)	('>50', 3.1595771970559023)	('>100', 10.075575697381488)	('>500', 8.399623765892931)	('>1k', 21.03096038360093)	('>5k', 34.0039333565739)	('>10k+', 10.588753757407932)
16s-F04_S85_L001_R1_001	(1.0, 4.261176525716488)	(2.0, 1.2464497788514857)	(3.0, 0.8489291413606296)	(4.0, 0.6721665265235037)	(5.0, 0.5154491566679076)	(6.0, 0.47171407670820636)	(7.0, 0.4245947346087663)	(8.0, 0.3311370339805952)	(9.0, 0.31981277220531534)	('>10', 5.132233534913871)	('>50', 1.787280901567434)	('>100', 5.951224972730658)	('>500', 4.404877502726935)	('>1k', 20.853953468998856)	('>5k', 19.639784344403342)	('>10k+', 33.13921552803601)
16s-F04_S85_L001_R2_001	(1.0, 3.864046380010986)	(2.0, 1.0454766733223824)	(3.0, 0.6653980022440261)	(4.0, 0.5050360423917882)	(5.0, 0.3872376871431881)	(6.0, 0.31707932970783403)	(7.0, 0.2523878572674426)	(8.0, 0.22075802265373012)	(9.0, 0.1862645816140848)	('>10', 3.2179126391777806)	('>50', 1.649567465265756)	('>100', 9.859396924486699)	('>500', 7.564086210173092)	('>1k', 25.953255530014502)	('>5k', 41.451744326805176)	('>10k+', 2.8603523277215324)
16s-F05_S93_L001_R1_001	(1.0, 2.4340311405796022)	(2.0, 0.784027415629889)	(3.0, 0.5207479699024063)	(4.0, 0.45891380466363707)	(5.0, 0.3866497802279669)	(6.0, 0.3406094017730761)	(7.0, 0.29412202935260373)	(8.0, 0.29799597705430975)	(9.0, 0.24942263279445726)	('>10', 4.742307978842286)	('>50', 1.5367652536690755)	('>100', 3.0780004469939657)	('>500', 2.5967369440512553)	('>1k', 13.61349921776056)	('>5k', 11.99955300603442)	('>10k+', 56.66661700067049)
16s-F05_S93_L001_R2_001	(1.0, 3.830440289056098)	(2.0, 0.9410712955375102)	(3.0, 0.7151903449303434)	(4.0, 0.5971839380168368)	(5.0, 0.48796841242643224)	(6.0, 0.42106831557773966)	(7.0, 0.3420993816583476)	(8.0, 0.31349176786113386)	(9.0, 0.2842881621098115)	('>10', 2.3067868583774116)	('>50', 1.6705654473664604)	('>100', 2.611785740892498)	('>500', 2.6988005661923564)	('>1k', 28.768531624823062)	('>5k', 44.04157043879908)	('>10k+', 9.969157416374879)
16s-F06_S101_L001_R1_001	(1.0, 4.260619935317417)	(2.0, 1.3081870707511174)	(3.0, 0.8634034666957375)	(4.0, 0.668047530796904)	(5.0, 0.5508921109051929)	(6.0, 0.44739997819688215)	(7.0, 0.40495657545695696)	(8.0, 0.37094371161742795)	(9.0, 0.33358770304153496)	('>10', 4.680693339147498)	('>50', 1.569533776663396)	('>100', 4.915149533049893)	('>500', 5.441331443729787)	('>1k', 24.619935317417056)	('>5k', 18.0226025655002)	('>10k+', 31.542715941713002)
16s-F06_S101_L001_R2_001	(1.0, 3.6783313347141973)	(2.0, 1.0378284094625532)	(3.0, 0.5424615720047967)	(4.0, 0.3651295468585341)	(5.0, 0.2703586612885643)	(6.0, 0.20843780660634473)	(7.0, 0.15770921908499583)	(8.0, 0.14302845306878884)	(9.0, 0.10857952687234275)	('>10', 1.918092953959083)	('>50', 1.6707002434681495)	('>100', 9.643955085577236)	('>500', 13.749046113594243)	('>1k', 43.094007776445366)	('>5k', 23.412333296994802)	('>10k+', 0.0)
16s-F07_S109_L001_R1_001	(1.0, 2.999756762638741)	(2.0, 0.981654782174542)	(3.0, 0.6594292883386887)	(4.0, 0.45831039647689886)	(5.0, 0.38853967969480113)	(6.0, 0.33336320458822477)	(7.0, 0.26704901872927683)	(8.0, 0.2468219118456595)	(9.0, 0.2292832179022698)	('>10', 3.9357085248294137)	('>50', 1.7018934108279031)	('>100', 5.326002073918554)	('>500', 4.688336128429327)	('>1k', 18.95279914994943)	('>5k', 6.750604892911551)	('>10k+', 52.080447556744716)
16s-F07_S109_L001_R2_001	(1.0, 4.641993010126355)	(2.0, 1.043104220808316)	(3.0, 0.6432988106973231)	(4.0, 0.46496741899555766)	(5.0, 0.40774262926785554)	(6.0, 0.34411685634913525)	(7.0, 0.2894524598978403)	(8.0, 0.23658033874003045)	(9.0, 0.1924135547220053)	('>10', 3.855056136622585)	('>50', 1.6607990987415666)	('>100', 8.762177870520912)	('>500', 6.682114372767657)	('>1k', 21.229372831666943)	('>5k', 23.29509812707232)	('>10k+', 26.251712263003597)
16s-F08_S117_L001_R1_001	(1.0, 3.4619985190529534)	(2.0, 1.2328567721683217)	(3.0, 0.7909776149157949)	(4.0, 0.6197193795211604)	(5.0, 0.5170656996209029)	(6.0, 0.44656249406671855)	(7.0, 0.35618675121988264)	(8.0, 0.3372002506218079)	(9.0, 0.3007461694735043)	('>10', 4.4056275987772695)	('>50', 1.8251090141576005)	('>100', 7.433214984146272)	('>500', 5.929610713449404)	('>1k', 27.533083977292144)	('>5k', 20.515799932914362)	('>10k+', 24.294240128601896)
16s-F08_S117_L001_R2_001	(1.0, 4.307404102349896)	(2.0, 0.8893276880138221)	(3.0, 0.6231369496288139)	(4.0, 0.5427607637636308)	(5.0, 0.4714980981855234)	(6.0, 0.41998139322941386)	(7.0, 0.31720113665850247)	(8.0, 0.301758782838735)	(9.0, 0.26770965843285427)	('>10', 3.8198307669913363)	('>50', 2.118007430050567)	('>100', 10.97964014252533)	('>500', 3.354281772326542)	('>1k', 11.563285170910149)	('>5k', 24.694855291221273)	('>10k+', 35.32932085287361)
16s-F09_S125_L001_R1_001	(1.0, 3.8804606825023233)	(2.0, 1.3972810218711833)	(3.0, 0.882931021652311)	(4.0, 0.6513640853835592)	(5.0, 0.5209161704344325)	(6.0, 0.45525446827883165)	(7.0, 0.4034546810227467)	(8.0, 0.3268493618412125)	(9.0, 0.24820123414817075)	('>10', 3.602930554724651)	('>50', 1.9100259582595855)	('>100', 10.482525961907458)	('>500', 7.183390215822719)	('>1k', 34.68469980199349)	('>5k', 17.05176039023479)	('>10k+', 16.317954389922534)
16s-F09_S125_L001_R2_001	(1.0, 5.155173193683052)	(2.0, 1.2831755750141174)	(3.0, 0.7428527237203629)	(4.0, 0.5118694470263274)	(5.0, 0.36843510653975964)	(6.0, 0.29066246820879255)	(7.0, 0.2441156171251556)	(8.0, 0.16692663836890495)	(9.0, 0.1628410213458898)	('>10', 4.227008554990216)	('>50', 3.538144341931125)	('>100', 10.505580515108758)	('>500', 8.236020258823839)	('>1k', 55.696590406679405)	('>5k', 8.8706041314343)	('>10k+', 0.0)
16s-F10_S133_L001_R1_001	(1.0, 2.6431115251942203)	(2.0, 0.8314979218501424)	(3.0, 0.5654376251619744)	(4.0, 0.4421646075551129)	(5.0, 0.37005703161905307)	(6.0, 0.3305525510732249)	(7.0, 0.2831947701779248)	(8.0, 0.2636805087034796)	(9.0, 0.21953544158750896)	('>10', 4.1465425845211445)	('>50', 1.832436748210102)	('>100', 4.867618343881744)	('>500', 2.96652471231338)	('>1k', 15.934703377276119)	('>5k', 10.039730560404374)	('>10k+', 54.26321169047049)
16s-F10_S133_L001_R2_001	(1.0, 4.033740634046913)	(2.0, 0.8812354907301309)	(3.0, 0.598635667548378)	(4.0, 0.4854767488764426)	(5.0, 0.3992094344314865)	(6.0, 0.34054766060891634)	(7.0, 0.3040179150439487)	(8.0, 0.2341711376933429)	(9.0, 0.20347187269086198)	('>10', 3.2265165496405923)	('>50', 1.4473870522875116)	('>100', 5.559898668627612)	('>500', 2.7319966064223338)	('>1k', 20.552919940362514)	('>5k', 28.60433763955969)	('>10k+', 30.396436981429325)
16s-F11_S141_L001_R1_001	(1.0, 1.6984557130682323)	(2.0, 0.4946533391152326)	(3.0, 0.3500602585165598)	(4.0, 0.2987618618992445)	(5.0, 0.2537560686003198)	(6.0, 0.21093900689040063)	(7.0, 0.19055644396778734)	(8.0, 0.17509852712043633)	(9.0, 0.16374448200247052)	('>10', 3.886640119176435)	('>50', 1.617062257102092)	('>100', 2.556848883131309)	('>500', 1.6418222832027163)	('>1k', 6.303957363508646)	('>5k', 4.350377624596965)	('>10k+', 75.80726576810115)
16s-F11_S141_L001_R2_001	(1.0, 4.061465054848245)	(2.0, 0.6850729873587071)	(3.0, 0.48056337951101)	(4.0, 0.4016322465825008)	(5.0, 0.3741363059956198)	(6.0, 0.3726315530281786)	(7.0, 0.34759793547892864)	(8.0, 0.29000693554322265)	(9.0, 0.28562947236521175)	('>10', 3.9278156321946)	('>50', 0.8303500465789442)	('>100', 2.141263472668898)	('>500', 1.3100926517440772)	('>1k', 4.7303961467380375)	('>5k', 28.394688495616382)	('>10k+', 51.36665768374744)
16s-F12_S149_L001_R1_001	(1.0, 2.235738944599704)	(2.0, 0.5971269492558331)	(3.0, 0.3840808213650561)	(4.0, 0.27498393436253044)	(5.0, 0.25074018169530254)	(6.0, 0.2371238274575444)	(7.0, 0.2045774197672932)	(8.0, 0.21653324300044668)	(9.0, 0.20773242867604202)	('>10', 4.8929206581680695)	('>50', 1.9125996111036387)	('>100', 3.111502996428198)	('>500', 1.032518178663173)	('>1k', 2.473194878258169)	('>5k', 1.4303814073664478)	('>10k+', 80.53824451983255)
16s-F12_S149_L001_R2_001	(1.0, 2.305481246793099)	(2.0, 0.6293412507451632)	(3.0, 0.523565425751847)	(4.0, 0.45498549526167475)	(5.0, 0.39354584809130266)	(6.0, 0.35369310398079096)	(7.0, 0.27548209366391185)	(8.0, 0.28162605838094906)	(9.0, 0.2331385530464932)	('>10', 1.8264180519646573)	('>50', 0.9089746719205868)	('>100', 1.8928392921488433)	('>500', 1.5966005609273735)	('>1k', 1.7613252365841547)	('>5k', 42.61570164907334)	('>10k+', 43.94728146166581)
16s-G01_S62_L001_R1_001	(1.0, 4.38417838663046)	(2.0, 1.5597346627217337)	(3.0, 0.985895513314149)	(4.0, 0.7308934192572177)	(5.0, 0.5691106337561977)	(6.0, 0.45799051594860773)	(7.0, 0.3806455099366379)	(8.0, 0.3485591537307989)	(9.0, 0.3146151663762007)	('>10', 4.158222888717762)	('>50', 2.2068658047258136)	('>100', 9.684844431835069)	('>500', 8.791154973722962)	('>1k', 34.65174482227536)	('>5k', 17.10726300004053)	('>10k+', 13.668281117010498)
16s-G01_S62_L001_R2_001	(1.0, 5.178400140504466)	(2.0, 1.250354638673854)	(3.0, 0.7259960280468528)	(4.0, 0.5390507842580959)	(5.0, 0.43232143098393655)	(6.0, 0.36781096745430225)	(7.0, 0.328631837771383)	(8.0, 0.3120820329915292)	(9.0, 0.2614193652980991)	('>10', 5.228218430403005)	('>50', 3.495892946405653)	('>100', 10.258345830124698)	('>500', 16.918460125103014)	('>1k', 25.24605168943109)	('>5k', 18.232987476188548)	('>10k+', 11.223976276361475)
16s-G02_S70_L001_R1_001	(1.0, 2.6820229507198734)	(2.0, 0.9207682707819681)	(3.0, 0.5988798587648008)	(4.0, 0.4839740662953155)	(5.0, 0.3773120668837955)	(6.0, 0.3584147566432289)	(7.0, 0.30628861899978693)	(8.0, 0.2972838604287787)	(9.0, 0.24655282622591543)	('>10', 4.43921914792155)	('>50', 1.6005641291003359)	('>100', 5.4742590732454675)	('>500', 4.255192321350663)	('>1k', 17.094075629825788)	('>5k', 10.600122769102772)	('>10k+', 50.26506965370996)
16s-G02_S70_L001_R2_001	(1.0, 4.600036526344626)	(2.0, 1.1236924075934214)	(3.0, 0.7864578577298877)	(4.0, 0.5793484105966984)	(5.0, 0.4889203421300946)	(6.0, 0.38580951511277506)	(7.0, 0.3142787568867379)	(8.0, 0.26278675717083166)	(9.0, 0.20203634371290294)	('>10', 3.206835499548494)	('>50', 1.958471575401536)	('>100', 5.829249485080003)	('>500', 4.973670593248714)	('>1k', 39.43069633417547)	('>5k', 24.745076553130612)	('>10k+', 11.112633042137197)
16s-G03_S78_L001_R1_001	(1.0, 3.842015861900181)	(2.0, 1.3181902991855814)	(3.0, 0.8290786964454901)	(4.0, 0.6120861573056577)	(5.0, 0.5088602257885516)	(6.0, 0.41581149878721646)	(7.0, 0.3723160652019569)	(8.0, 0.3217935142129507)	(9.0, 0.2638803742303489)	('>10', 4.102140363035424)	('>50', 1.9019256724830198)	('>100', 8.889545830132764)	('>500', 7.090846089166851)	('>1k', 27.479784921744567)	('>5k', 16.34955789738955)	('>10k+', 25.702166532989896)
16s-G03_S78_L001_R2_001	(1.0, 5.446258302296898)	(2.0, 1.1386353338001924)	(3.0, 0.7302144240065715)	(4.0, 0.5636232786591291)	(5.0, 0.4785709266344712)	(6.0, 0.40708818063084123)	(7.0, 0.3333034478915013)	(8.0, 0.273330635566422)	(9.0, 0.25406664130442685)	('>10', 3.9214949828804877)	('>50', 2.7423931454104444)	('>100', 11.44911276584918)	('>500', 7.1310702784434685)	('>1k', 22.89386387262017)	('>5k', 29.69441731869431)	('>10k+', 12.542556465311483)
16s-G04_S86_L001_R1_001	(1.0, 3.707201137412598)	(2.0, 1.2089556084717836)	(3.0, 0.7812132906298361)	(4.0, 0.620241518288182)	(5.0, 0.5411197996795722)	(6.0, 0.4674547513198321)	(7.0, 0.4021262825069762)	(8.0, 0.36377801659130904)	(9.0, 0.31785104199665626)	('>10', 4.219521844112025)	('>50', 1.6865658294214565)	('>100', 6.599084795139926)	('>500', 5.131695220714732)	('>1k', 24.260052778127243)	('>5k', 21.026975655671983)	('>10k+', 28.666162429915893)
