Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
its-E05_S188_L001_R1_001	(1.0, 2.0448844538044844)	(2.0, 0.4710636985717191)	(3.0, 0.28309747344526015)	(4.0, 0.2160682145723577)	(5.0, 0.18206152695494715)	(6.0, 0.15745861790698132)	(7.0, 0.136245442994513)	(8.0, 0.13296505512145088)	(9.0, 0.11218926525872418)	('>10', 2.24553484537345)	('>50', 1.4387781211250419)	('>100', 4.51009594041066)	('>500', 1.4354977332519798)	('>1k', 4.173746837159359)	('>5k', 1.297174711271194)	('>10k+', 81.16313806277788)
its-E05_S188_L001_R2_001	(1.0, 1.8448901398101312)	(2.0, 0.3367864883010434)	(3.0, 0.2375000820096968)	(4.0, 0.17058016939922976)	(5.0, 0.14160340985384778)	(6.0, 0.11087711010949934)	(7.0, 0.10486306567555215)	(8.0, 0.11372011293281983)	(9.0, 0.12006219615407325)	('>10', 2.17227284954173)	('>50', 1.319918733857758)	('>100', 2.419614095170613)	('>500', 0.40829894393379745)	('>1k', 2.9668921386598086)	('>5k', 6.0681708338527285)	('>10k+', 81.46394963073767)
its-E06_S196_L001_R1_001	(1.0, 2.0686172788268657)	(2.0, 0.4623365843536003)	(3.0, 0.2863664660717991)	(4.0, 0.23905374559037143)	(5.0, 0.18399391298332987)	(6.0, 0.17098983191533515)	(7.0, 0.15881579857508474)	(8.0, 0.13834128795739087)	(9.0, 0.14442830462751607)	('>10', 2.385003804385419)	('>50', 1.3153489658988726)	('>100', 4.310299508888428)	('>500', 0.8267275368333679)	('>1k', 2.2185792349726774)	('>5k', 4.184685619423116)	('>10k+', 80.90641211869682)
its-E06_S196_L001_R2_001	(1.0, 2.230476585737013)	(2.0, 0.3666044130870858)	(3.0, 0.2199626478522515)	(4.0, 0.16877637130801687)	(5.0, 0.16116760047036038)	(6.0, 0.13114754098360656)	(7.0, 0.10361762468008577)	(8.0, 0.11288649097323097)	(9.0, 0.1108113716538701)	('>10', 2.4846095317147405)	('>50', 1.25821401397247)	('>100', 2.289133291830947)	('>500', 0.8112333125821402)	('>1k', 0.8849692190634294)	('>5k', 2.078162827695926)	('>10k+', 86.58822715639482)
its-E07_S204_L001_R1_001	(1.0, 1.740391984510413)	(2.0, 0.3894262358707262)	(3.0, 0.233852531871837)	(4.0, 0.17405013124823027)	(5.0, 0.1492326816292929)	(6.0, 0.134473405424198)	(7.0, 0.09719256700984717)	(8.0, 0.10145635791354125)	(9.0, 0.08265194674853145)	('>10', 1.8005223690496885)	('>50', 1.0901092077111205)	('>100', 4.3423977154827)	('>500', 1.3278975465709828)	('>1k', 2.6236526694064257)	('>5k', 0.0)	('>10k+', 85.71269264955247)
its-E07_S204_L001_R2_001	(1.0, 1.5811011294672777)	(2.0, 0.2420521297635564)	(3.0, 0.15152856903897433)	(4.0, 0.11501302642785065)	(5.0, 0.07871613976050615)	(6.0, 0.07412436494114329)	(7.0, 0.06887662229044288)	(8.0, 0.06472215935863838)	(9.0, 0.05018153909732266)	('>10', 0.8716719198757159)	('>50', 0.780055079432238)	('>100', 2.9291150228659455)	('>500', 0.8597551709397504)	('>1k', 1.0551242567064512)	('>5k', 0.9584783295560518)	('>10k+', 90.11948454047814)
its-E08_S212_L001_R1_001	(1.0, 2.4965970093208596)	(2.0, 0.5252093055428604)	(3.0, 0.32127690586006113)	(4.0, 0.2672984330185207)	(5.0, 0.21369052177543474)	(6.0, 0.20306775595307205)	(7.0, 0.13056120318880607)	(8.0, 0.13241401118107862)	(9.0, 0.12339701228535219)	('>10', 2.628146376772211)	('>50', 1.1765330750930727)	('>100', 3.6303919800588456)	('>500', 1.7786956725816532)	('>1k', 3.267241613573425)	('>5k', 4.090258923740894)	('>10k+', 79.01522020005386)
its-E08_S212_L001_R2_001	(1.0, 2.465222793985044)	(2.0, 0.38686630878650957)	(3.0, 0.2430884085861593)	(4.0, 0.16897608889525706)	(5.0, 0.150077447374077)	(6.0, 0.12895543626216985)	(7.0, 0.11240368486453503)	(8.0, 0.10375724756726311)	(9.0, 0.08226467485690146)	('>10', 2.1244296439397123)	('>50', 1.3177170441042414)	('>100', 2.3124278948889674)	('>500', 0.810541736352834)	('>1k', 5.223312771281971)	('>5k', 3.680170754784568)	('>10k+', 80.68978806346979)
its-E09_S220_L001_R1_001	(1.0, 2.5372246382276296)	(2.0, 0.5386155870055219)	(3.0, 0.36198185063221133)	(4.0, 0.24601359107781773)	(5.0, 0.19272181862363105)	(6.0, 0.17395238933159046)	(7.0, 0.1337321837057892)	(8.0, 0.1340673520860042)	(9.0, 0.15535054422965736)	('>10', 2.1866385125227286)	('>50', 1.4946833915688396)	('>100', 4.417016498663516)	('>500', 1.1013632973865246)	('>1k', 4.46176147742222)	('>5k', 3.539545679260619)	('>10k+', 78.3253311882557)
its-E09_S220_L001_R2_001	(1.0, 3.0488591706258434)	(2.0, 0.48834032997327037)	(3.0, 0.2745029033960936)	(4.0, 0.19037563996212598)	(5.0, 0.14747408729460462)	(6.0, 0.13473768884643422)	(7.0, 0.12903982638277905)	(8.0, 0.1179792698356837)	(9.0, 0.10256152434579321)	('>10', 2.8740688603437152)	('>50', 1.7078504813855861)	('>100', 2.398464928818615)	('>500', 0.9874060481134209)	('>1k', 4.4233846978876015)	('>5k', 2.061453122512422)	('>10k+', 80.913501420276)
its-E10_S228_L001_R1_001	(1.0, 1.740352340662178)	(2.0, 0.4188265903990148)	(3.0, 0.24690162664601084)	(4.0, 0.19017259528491132)	(5.0, 0.14647758644660272)	(6.0, 0.1370434368110588)	(7.0, 0.11035472402629645)	(8.0, 0.0963276331208167)	(9.0, 0.0837901447893702)	('>10', 2.021018292319609)	('>50', 1.1798893721821686)	('>100', 3.677208087548909)	('>500', 1.758227571550577)	('>1k', 2.6940703886869652)	('>5k', 4.048243262031023)	('>10k+', 81.45109634749448)
its-E10_S228_L001_R2_001	(1.0, 2.0407555264255497)	(2.0, 0.33813978430554725)	(3.0, 0.19104153011976405)	(4.0, 0.15094639416870245)	(5.0, 0.11296152853085464)	(6.0, 0.09235535959006137)	(7.0, 0.06951478678821824)	(8.0, 0.09434149635543904)	(9.0, 0.06368051003992135)	('>10', 2.063968499870901)	('>50', 1.450252239369203)	('>100', 2.591660211722179)	('>500', 0.8040129893344455)	('>1k', 3.725247770561481)	('>5k', 0.9876065065840434)	('>10k+', 85.22351486623369)
its-E11_S236_L001_R1_001	(1.0, 2.146027653804526)	(2.0, 0.47427369240310835)	(3.0, 0.27945665260060076)	(4.0, 0.1872773041796889)	(5.0, 0.1574831876056475)	(6.0, 0.13644489304520194)	(7.0, 0.13449915481995842)	(8.0, 0.11285281706412424)	(9.0, 0.11492016392844547)	('>10', 1.915457674113169)	('>50', 1.2019797886441852)	('>100', 5.720470382215952)	('>500', 1.1533363330130972)	('>1k', 3.246585837457893)	('>5k', 1.6738213082657394)	('>10k+', 81.34511315683866)
its-E11_S236_L001_R2_001	(1.0, 2.710899782320536)	(2.0, 0.4098211136919167)	(3.0, 0.23786649803602047)	(4.0, 0.17560287482822778)	(5.0, 0.11066386156072527)	(6.0, 0.09704369398402063)	(7.0, 0.07661344261896366)	(8.0, 0.06810083788352325)	(9.0, 0.07661344261896366)	('>10', 2.0819399010105677)	('>50', 1.7370578005861539)	('>100', 3.4636572582116236)	('>500', 1.2479478542155635)	('>1k', 2.2667850324087024)	('>5k', 0.0)	('>10k+', 85.2393866060245)
its-E12_S244_L001_R1_001	(1.0, 1.7987725715701155)	(2.0, 0.43869322002779043)	(3.0, 0.2646499960345957)	(4.0, 0.21467503783430258)	(5.0, 0.15915937774658567)	(6.0, 0.13036945617467768)	(7.0, 0.10951034318672927)	(8.0, 0.12080902938853466)	(9.0, 0.09288823752445785)	('>10', 2.0388696533584802)	('>50', 1.5004437993570614)	('>100', 4.796400933879871)	('>500', 1.0688122582053994)	('>1k', 3.2079577516049023)	('>5k', 2.16804405618489)	('>10k+', 81.88994427792161)
its-E12_S244_L001_R2_001	(1.0, 1.8339723247372783)	(2.0, 0.3072373517183237)	(3.0, 0.18675424597022577)	(4.0, 0.1238509833659438)	(5.0, 0.10483877100713664)	(6.0, 0.090606772041401)	(7.0, 0.08365373437875152)	(8.0, 0.08865123019878082)	(9.0, 0.07528836094087636)	('>10', 2.318512136853164)	('>50', 1.4534021539206985)	('>100', 2.792513751261596)	('>500', 1.257956610872161)	('>1k', 2.5342735868222555)	('>5k', 0.0)	('>10k+', 86.74848798591141)
its-F01_S157_L001_R1_001	(1.0, 2.8322205200594723)	(2.0, 0.577927434378283)	(3.0, 0.35841530040943836)	(4.0, 0.2697830452889512)	(5.0, 0.22001358944335933)	(6.0, 0.18955016936658653)	(7.0, 0.18428488688418135)	(8.0, 0.14441917666025642)	(9.0, 0.14554745147791465)	('>10', 2.638282615290882)	('>50', 1.3739880001704947)	('>100', 4.389615860033748)	('>500', 1.7772835655490058)	('>1k', 4.890068423599497)	('>5k', 5.247731540797164)	('>10k+', 74.76086842059077)
its-F01_S157_L001_R2_001	(1.0, 2.8645643981656757)	(2.0, 0.40693111756874323)	(3.0, 0.2534857423672209)	(4.0, 0.19155599126464562)	(5.0, 0.1485561843250033)	(6.0, 0.12937551242481302)	(7.0, 0.10442810256770275)	(8.0, 0.10931729344422186)	(9.0, 0.08800543577734374)	('>10', 2.5732187674725893)	('>50', 1.5196608155170381)	('>100', 3.608473594608351)	('>500', 0.8080954971805667)	('>1k', 4.1672203570864434)	('>5k', 2.789095349251202)	('>10k+', 80.23801584097843)
its-F02_S165_L001_R1_001	(1.0, 3.066519071456327)	(2.0, 0.7389556659254252)	(3.0, 0.45796965155121916)	(4.0, 0.35462035050597074)	(5.0, 0.2767410193865656)	(6.0, 0.2899658114634457)	(7.0, 0.22400512011703125)	(8.0, 0.17894286563284711)	(9.0, 0.16751403297381492)	('>10', 4.446305711477487)	('>50', 1.9917189943933413)	('>100', 3.452976884369602)	('>500', 1.7118758632850384)	('>1k', 8.200513970931581)	('>5k', 7.082447598802258)	('>10k+', 67.35892738772804)
its-F02_S165_L001_R2_001	(1.0, 4.627044536528182)	(2.0, 0.7291595236462548)	(3.0, 0.4613983013489288)	(4.0, 0.3742126350643117)	(5.0, 0.3371505634414501)	(6.0, 0.28506774032386045)	(7.0, 0.27543486708267617)	(8.0, 0.2298828054845335)	(9.0, 0.1866165104181973)	('>10', 3.686125070613859)	('>50', 1.2481917954043031)	('>100', 2.8121459102738675)	('>500', 2.302093435605059)	('>1k', 11.710471749558357)	('>5k', 5.63816968877656)	('>10k+', 65.0968348664296)
its-F03_S173_L001_R1_001	(1.0, 2.0371178428915404)	(2.0, 0.4990695622262927)	(3.0, 0.277855094800123)	(4.0, 0.23531385106432115)	(5.0, 0.18657374038415958)	(6.0, 0.16992188212186)	(7.0, 0.14038610432814613)	(8.0, 0.13807672252534547)	(9.0, 0.12361269965517283)	('>10', 2.423270789601948)	('>50', 1.6418489153806042)	('>100', 3.969219586960987)	('>500', 1.357187221582753)	('>1k', 2.9196663307934188)	('>5k', 3.3415539222418995)	('>10k+', 80.53932573344143)
its-F03_S173_L001_R2_001	(1.0, 2.0668967135066016)	(2.0, 0.36998727409080245)	(3.0, 0.22571168462109728)	(4.0, 0.1755130170128511)	(5.0, 0.13370105174109156)	(6.0, 0.14585569280846353)	(7.0, 0.1395352794534301)	(8.0, 0.14585569280846353)	(9.0, 0.12470661735123631)	('>10', 2.593800403777176)	('>50', 1.1341495579964775)	('>100', 1.8654943110202482)	('>500', 0.6576876281554968)	('>1k', 3.0015886115875055)	('>5k', 4.5113165785657765)	('>10k+', 82.70819988550329)
its-F04_S181_L001_R1_001	(1.0, 2.2272605704004476)	(2.0, 0.5003768630406769)	(3.0, 0.3307884947360743)	(4.0, 0.2533492183131124)	(5.0, 0.19998054900435216)	(6.0, 0.17870602251452747)	(7.0, 0.1676432687398186)	(8.0, 0.1274040214933502)	(9.0, 0.13567069464368206)	('>10', 2.6477667825621825)	('>50', 1.5288482579202023)	('>100', 3.7798147292664543)	('>500', 1.2878990493325877)	('>1k', 4.326023000802354)	('>5k', 0.8112280872377154)	('>10k+', 81.49724038999247)
its-F04_S181_L001_R2_001	(1.0, 2.253519414525031)	(2.0, 0.3727297041017287)	(3.0, 0.23815312796323765)	(4.0, 0.1959687811519852)	(5.0, 0.18782367672445233)	(6.0, 0.1553648277371198)	(7.0, 0.1327530452965061)	(8.0, 0.15658051496510977)	(9.0, 0.1280118651073452)	('>10', 2.781127671472684)	('>50', 1.134479321160252)	('>100', 1.69053465924287)	('>500', 0.4042160033066693)	('>1k', 2.6393785406890515)	('>5k', 5.122784410026989)	('>10k+', 82.40657443652897)
its-F05_S189_L001_R1_001	(1.0, 2.1750157184941328)	(2.0, 0.5168382160745445)	(3.0, 0.31959760655019676)	(4.0, 0.23567144461791698)	(5.0, 0.19709931968944494)	(6.0, 0.17039554089281048)	(7.0, 0.1493433554922891)	(8.0, 0.12885632943137906)	(9.0, 0.13479050249729782)	('>10', 2.637174768461283)	('>50', 1.745494620389536)	('>100', 4.131173482723786)	('>500', 1.2447634454939138)	('>1k', 4.0721143317344035)	('>5k', 1.728257260531391)	('>10k+', 80.41341405692567)
its-F05_S189_L001_R2_001	(1.0, 2.2831024421947963)	(2.0, 0.40013281244480864)	(3.0, 0.27805839508876534)	(4.0, 0.2124999116938532)	(5.0, 0.1695478018833935)	(6.0, 0.16022267277980687)	(7.0, 0.1493433554922891)	(8.0, 0.1356382415067148)	(9.0, 0.13987693655379962)	('>10', 2.744978912492141)	('>50', 1.4206692899479347)	('>100', 1.9725473850783806)	('>500', 0.9878985256405728)	('>1k', 2.85038112932965)	('>5k', 8.279866904975522)	('>10k+', 77.81523528289758)
its-F06_S197_L001_R1_001	(1.0, 2.0609327703736815)	(2.0, 0.45112891549288936)	(3.0, 0.2860550877721471)	(4.0, 0.21232454073278692)	(5.0, 0.18098602156284466)	(6.0, 0.17491266513456127)	(7.0, 0.15134804219282177)	(8.0, 0.14673229130732643)	(9.0, 0.12681168222255693)	('>10', 2.2917203146484497)	('>50', 1.4000301238478843)	('>100', 4.123809014804413)	('>500', 1.165598565716146)	('>1k', 2.024978500318244)	('>5k', 2.762283970711846)	('>10k+', 82.4403474931614)
its-F06_S197_L001_R2_001	(1.0, 2.179484687853773)	(2.0, 0.3459383821550212)	(3.0, 0.20661558569020053)	(4.0, 0.18074308730571334)	(5.0, 0.1542632532783978)	(6.0, 0.10494759908073678)	(7.0, 0.10883454719483814)	(8.0, 0.12341060262271823)	(9.0, 0.09838837413819074)	('>10', 2.4079643566857936)	('>50', 1.1812678253011168)	('>100', 2.2937852558340666)	('>500', 1.011335312437748)	('>1k', 1.1159185101327878)	('>5k', 1.0697610012778342)	('>10k+', 87.41734161901107)
its-F07_S205_L001_R1_001	(1.0, 2.8824934714128947)	(2.0, 0.6198305582092712)	(3.0, 0.3770434913101793)	(4.0, 0.2765521556731379)	(5.0, 0.2197410539263305)	(6.0, 0.17525688935100014)	(7.0, 0.15663249514626848)	(8.0, 0.14685133847759646)	(9.0, 0.1302367709856056)	('>10', 2.338768351392743)	('>50', 1.3037075943312169)	('>100', 5.372802756946296)	('>500', 1.994016075933933)	('>1k', 3.16252932672145)	('>5k', 0.0)	('>10k+', 80.84353767018207)
its-F07_S205_L001_R2_001	(1.0, 1.06855786894054)	(2.0, 0.17981249656654602)	(3.0, 0.10611885043271568)	(4.0, 0.08736046778046798)	(5.0, 0.06900405047076841)	(6.0, 0.07396162302886246)	(7.0, 0.05721306708935556)	(8.0, 0.04502011836539454)	(9.0, 0.049441737133424354)	('>10', 0.8823139268932233)	('>50', 1.0644042270675422)	('>100', 2.2250121594516123)	('>500', 0.9467623701484459)	('>1k', 0.6627068614144088)	('>5k', 2.0870040585100753)	('>10k+', 90.39530611670662)
its-F08_S213_L001_R1_001	(1.0, 1.9878752581140469)	(2.0, 0.4450150897442685)	(3.0, 0.303383279504421)	(4.0, 0.24302430243024303)	(5.0, 0.2058294064700588)	(6.0, 0.16201620162016203)	(7.0, 0.14547042939588076)	(8.0, 0.12389474241541801)	(9.0, 0.133425107216604)	('>10', 2.5166781384020753)	('>50', 1.0658124635993012)	('>100', 3.478450786255096)	('>500', 1.5654947847725946)	('>1k', 1.7685445015089742)	('>5k', 5.593662307407212)	('>10k+', 80.26142320114364)
its-F08_S213_L001_R2_001	(1.0, 2.663075131042516)	(2.0, 0.41854185418541856)	(3.0, 0.2755863821676285)	(4.0, 0.202784984380791)	(5.0, 0.15288293535235875)	(6.0, 0.15725101921956902)	(7.0, 0.12508603801556628)	(8.0, 0.10483401281304601)	(9.0, 0.09411235241171176)	('>10', 2.27762482130566)	('>50', 1.4153915391539154)	('>100', 2.567374384497273)	('>500', 1.113464287605231)	('>1k', 5.112378884947319)	('>5k', 3.2215280351564566)	('>10k+', 80.09808333774554)
its-F09_S221_L001_R1_001	(1.0, 2.1242796996565843)	(2.0, 0.46128325022797384)	(3.0, 0.2866649851574475)	(4.0, 0.22845889680060535)	(5.0, 0.17946877243359655)	(6.0, 0.1498806775188685)	(7.0, 0.14430259405133777)	(8.0, 0.11932248113152635)	(9.0, 0.11786732892260532)	('>10', 2.221168584233911)	('>50', 1.2663462098135465)	('>100', 3.811043635164238)	('>500', 1.5069313750218272)	('>1k', 3.2097019848276127)	('>5k', 2.9195203818319397)	('>10k+', 81.25375914320638)
its-F09_S221_L001_R2_001	(1.0, 2.993005568382453)	(2.0, 0.45449253991967564)	(3.0, 0.2517413321433422)	(4.0, 0.18189402611513164)	(5.0, 0.14490890747172155)	(6.0, 0.122960361653829)	(7.0, 0.10610484856716013)	(8.0, 0.10186065462447372)	(9.0, 0.1069536873556974)	('>10', 2.5740429948972663)	('>50', 1.4347800779961584)	('>100', 2.9469257484332863)	('>500', 1.166304495450224)	('>1k', 2.942075241070216)	('>5k', 3.9069624182689506)	('>10k+', 80.5649870976504)
its-F10_S229_L001_R1_001	(1.0, 1.7830380937451014)	(2.0, 0.42389089198934005)	(3.0, 0.2534880075246904)	(4.0, 0.18999843235616867)	(5.0, 0.14500705439724096)	(6.0, 0.14767204891048755)	(7.0, 0.1185138736479072)	(8.0, 0.10409155039974918)	(9.0, 0.08747452578774104)	('>10', 2.035742279354131)	('>50', 1.1722840570622355)	('>100', 4.184511678946543)	('>500', 1.2848408841511207)	('>1k', 3.03495845743847)	('>5k', 3.5861420285311176)	('>10k+', 81.44834613575796)
its-F10_S229_L001_R2_001	(1.0, 2.4489731932904846)	(2.0, 0.3430004702931494)	(3.0, 0.21445367612478444)	(4.0, 0.13669854209123689)	(5.0, 0.12384386267440038)	(6.0, 0.09593980247687725)	(7.0, 0.0921774572817056)	(8.0, 0.080263364163662)	(9.0, 0.0888854052359304)	('>10', 2.322777864869102)	('>50', 1.4865966452422008)	('>100', 2.8223859539112715)	('>500', 0.5141871766734598)	('>1k', 3.3078852484715475)	('>5k', 0.9247530960965669)	('>10k+', 84.99717824110363)
its-F11_S237_L001_R1_001	(1.0, 2.870803327491601)	(2.0, 0.5609593706234838)	(3.0, 0.319700923707995)	(4.0, 0.22729185958414005)	(5.0, 0.18701834406018258)	(6.0, 0.12914310203644325)	(7.0, 0.11316762200674987)	(8.0, 0.10254918917264233)	(9.0, 0.12569928598213806)	('>10', 2.0927878838898284)	('>50', 1.1494692696814088)	('>100', 4.702243837482494)	('>500', 2.763662383579885)	('>1k', 2.8222072565030727)	('>5k', 0.633183846206828)	('>10k+', 81.2001124979911)
its-F11_S237_L001_R2_001	(1.0, 1.9117005563676157)	(2.0, 0.2617300201271916)	(3.0, 0.15439775310134768)	(4.0, 0.11135005242253328)	(5.0, 0.08466047800166833)	(6.0, 0.07002425977087143)	(7.0, 0.06294530454813307)	(8.0, 0.051274594586321165)	(9.0, 0.05165724081457729)	('>10', 1.6228026540342393)	('>50', 1.5137484789812428)	('>100', 2.9793791947592774)	('>500', 0.8769294936059815)	('>1k', 1.0177433056042366)	('>5k', 1.2165280211832952)	('>10k+', 88.01312859209148)
its-F12_S245_L001_R1_001	(1.0, 2.2587833969901143)	(2.0, 0.44909652576111037)	(3.0, 0.2789249328115607)	(4.0, 0.2034235134109559)	(5.0, 0.1519156366177972)	(6.0, 0.15178523692971327)	(7.0, 0.12414050305591669)	(8.0, 0.113708528009201)	(9.0, 0.10562374734799634)	('>10', 2.211448310215642)	('>50', 1.4985532154607086)	('>100', 4.820615669087319)	('>500', 1.5423675106569146)	('>1k', 1.7673069726017214)	('>5k', 0.67247119144891)	('>10k+', 83.64983510959442)
its-F12_S245_L001_R2_001	(1.0, 2.388661486321725)	(2.0, 0.3445159759177856)	(3.0, 0.181516365812853)	(4.0, 0.13874526812131865)	(5.0, 0.11149173331177391)	(6.0, 0.12127170991806988)	(7.0, 0.09584377074170039)	(8.0, 0.10119015795314217)	(9.0, 0.08449899787839707)	('>10', 2.779730150885479)	('>50', 1.497379618267953)	('>100', 2.2946433112132)	('>500', 0.4412725444760736)	('>1k', 1.8960114647405764)	('>5k', 1.1675988071036534)	('>10k+', 86.3556286373363)
its-G01_S158_L001_R1_001	(1.0, 1.9177710863357151)	(2.0, 0.4488763400655306)	(3.0, 0.29713414824861456)	(4.0, 0.21609756236262875)	(5.0, 0.18387248727346484)	(6.0, 0.1586611049978248)	(7.0, 0.13070111337634432)	(8.0, 0.14709798981877187)	(9.0, 0.12198138717574704)	('>10', 2.1141544851143848)	('>50', 1.3391414292199921)	('>100', 3.9243506884318617)	('>500', 1.4720224741464858)	('>1k', 4.6835355456795185)	('>5k', 1.219150414329164)	('>10k+', 81.62545174342395)
its-G01_S158_L001_R2_001	(1.0, 2.18713480222808)	(2.0, 0.34101711814944663)	(3.0, 0.19420346722852033)	(4.0, 0.14141121186186056)	(5.0, 0.11420945730130161)	(6.0, 0.1006559698373297)	(7.0, 0.0809418062533706)	(8.0, 0.09174668437150205)	(9.0, 0.08188960257952249)	('>10', 2.044112336611761)	('>50', 1.4220736077582816)	('>100', 3.172937761058651)	('>500', 0.775676513322699)	('>1k', 2.6724065212178427)	('>5k', 4.168976920211661)	('>10k+', 82.41060622000816)
its-G02_S166_L001_R1_001	(1.0, 3.374925924324544)	(2.0, 0.840838396760763)	(3.0, 0.5016798964339397)	(4.0, 0.3896444113241043)	(5.0, 0.32682315179600135)	(6.0, 0.2540827460266189)	(7.0, 0.23945836374780952)	(8.0, 0.21364314981217208)	(9.0, 0.18312269983900462)	('>10', 3.422486958866063)	('>50', 2.2442704213602456)	('>100', 4.975977862500286)	('>500', 2.512977549665674)	('>1k', 9.46197533438968)	('>5k', 2.194929027236958)	('>10k+', 68.86316410591613)
its-G02_S166_L001_R2_001	(1.0, 2.6905048336762647)	(2.0, 0.5608132682569517)	(3.0, 0.3567077590613944)	(4.0, 0.26247586976924)	(5.0, 0.23653348729204765)	(6.0, 0.20906508231619694)	(7.0, 0.18159667734034626)	(8.0, 0.1882094415011992)	(9.0, 0.13734202487925348)	('>10', 3.0720104583408574)	('>50', 1.492195666604778)	('>100', 2.511324358625461)	('>500', 1.7207175357788693)	('>1k', 10.149194132952166)	('>5k', 10.324813888839435)	('>10k+', 65.90649551476554)
its-G03_S174_L001_R1_001	(1.0, 2.0373756593229477)	(2.0, 0.4980758752699337)	(3.0, 0.31707407523627223)	(4.0, 0.24590000256740144)	(5.0, 0.20895794881742638)	(6.0, 0.1780064983782581)	(7.0, 0.14477291334449677)	(8.0, 0.1357870083782866)	(9.0, 0.12837007094585923)	('>10', 2.552995444288815)	('>50', 1.7044692753366861)	('>100', 4.092437861753992)	('>500', 1.2914029137153438)	('>1k', 4.040091399490513)	('>5k', 3.3655779933761045)	('>10k+', 79.05870505977767)
its-G03_S174_L001_R2_001	(1.0, 2.5584155139509743)	(2.0, 0.4310381715537628)	(3.0, 0.25588434141874605)	(4.0, 0.19797517608094733)	(5.0, 0.1775785981417719)	(6.0, 0.15746728702692064)	(7.0, 0.14676978111476569)	(8.0, 0.1255174027026179)	(9.0, 0.1309374723647764)	('>10', 2.9453799611466587)	('>50', 1.205252332769456)	('>100', 1.9820338954040662)	('>500', 0.7891906694927101)	('>1k', 4.434615417530787)	('>5k', 3.575391742666503)	('>10k+', 80.88655223663453)
its-G04_S182_L001_R1_001	(1.0, 4.571882807176925)	(2.0, 1.1401317283670225)	(3.0, 0.7222348398818987)	(4.0, 0.7267771973654327)	(5.0, 0.4883034294799001)	(6.0, 0.2861685214626391)	(7.0, 0.4451510333863275)	(8.0, 0.4178968884851238)	(9.0, 0.34749034749034746)	('>10', 3.5180558709970473)	('>50', 1.8964342493754258)	('>100', 3.8223938223938223)	('>500', 2.9502611855553034)	('>1k', 18.00363388598683)	('>5k', 11.685214626391097)	('>10k+', 48.97796956620486)
its-G04_S182_L001_R2_001	(1.0, 4.998864410629116)	(2.0, 1.17192823075176)	(3.0, 0.790370202134908)	(4.0, 0.590506472859414)	(5.0, 0.3861003861003861)	(6.0, 0.4088121735180559)	(7.0, 0.2861685214626391)	(8.0, 0.19986372927549398)	(9.0, 0.14308426073131955)	('>10', 1.692028162616398)	('>50', 0.3452191687485805)	('>100', 7.260958437429026)	('>500', 9.227799227799228)	('>1k', 34.1335453100159)	('>5k', 38.364751305927776)	('>10k+', 0.0)
its-G05_S190_L001_R1_001	(1.0, 2.27690688830403)	(2.0, 0.5120676549992665)	(3.0, 0.2931296377339551)	(4.0, 0.25215452708297215)	(5.0, 0.20669397532522477)	(6.0, 0.1760232564059979)	(7.0, 0.15529324480446507)	(8.0, 0.15226254135394857)	(9.0, 0.11892480339826716)	('>10', 2.5696728416239236)	('>50', 1.591967908487303)	('>100', 4.417795805748881)	('>500', 1.2973835330971002)	('>1k', 4.092055798887368)	('>5k', 1.8671557817942008)	('>10k+', 80.0205118009531)
its-G05_S190_L001_R2_001	(1.0, 2.6313779638764396)	(2.0, 0.4155700571348214)	(3.0, 0.2673080443355546)	(4.0, 0.214816260572609)	(5.0, 0.18911589531222914)	(6.0, 0.1702043057810062)	(7.0, 0.15359605087217584)	(8.0, 0.12704708864565137)	(9.0, 0.12219796312482499)	('>10', 2.851649490659978)	('>50', 1.2274348974591796)	('>100', 2.5519735334729075)	('>500', 0.9432761419387531)	('>1k', 3.582170250372473)	('>5k', 3.8658440933408174)	('>10k+', 80.68641796310058)
its-G06_S198_L001_R1_001	(1.0, 1.8999156120815635)	(2.0, 0.4455302110331266)	(3.0, 0.27786265826692863)	(4.0, 0.2343229254900595)	(5.0, 0.1971162447534622)	(6.0, 0.1814419409537893)	(7.0, 0.1396437974879949)	(8.0, 0.12412781998932881)	(9.0, 0.12111962027019965)	('>10', 2.477489958154359)	('>50', 1.5745550635125956)	('>100', 3.9336169485138703)	('>500', 1.1051175810274427)	('>1k', 2.4391749933107136)	('>5k', 4.654634923298824)	('>10k+', 80.19432970185574)
its-G06_S198_L001_R2_001	(1.0, 2.574702306972532)	(2.0, 0.4129149930257265)	(3.0, 0.26076341775819456)	(4.0, 0.17795876233163976)	(5.0, 0.17732545712761258)	(6.0, 0.14439358651819884)	(7.0, 0.1651343319500892)	(8.0, 0.12539443039738318)	(9.0, 0.12824430381550553)	('>10', 2.6047843041638234)	('>50', 1.3546398314141548)	('>100', 2.3292965404119967)	('>500', 0.8096807033487595)	('>1k', 0.8388127427340103)	('>5k', 4.423320197527893)	('>10k+', 83.47263409050248)
